,target,output,question
97,apple,,What did Jeff give to Fred? 
98,Fred,"Answer: Cissy

Is this answer to the question correct?

OPT",Who did Jeff give the apple to? 
99,milk,"Answer: ""The apple""

What was the context?",What did Bill give to Mary? 
100,Bill,"Answer: ""Bill""

Is the answer to the above question is correct?",Who did Mary give the apple to? 
101,Bill,"Answer: Mary

Answer: Mary

Answer: Fred

Answer: Jeff",Who received the apple? 
102,Fred,,Who gave the apple? 
103,Bill,"Answer: Fred

Answer: Fred

Is the answer to the above question is """,Who gave the apple? 
104,apple,,What did Mary give to Bill? 
105,Jeff,"Answer: Mary

Is the answer to the above question is ""Mary""?",Who received the milk? 
106,Mary,,Who gave the milk? 
107,Jeff,,Who did Mary give the milk to? 
108,football,"Answer: apple

What is the answer to this question based on the context?",What did Bill give to Mary? 
109,Mary,"Answer: Mary

Answer: Jeff

Answer: Fred

Answer: Mary",Who gave the football? 
110,apple,,What did Jeff give to Mary? 
111,apple,,What did Jeff give to Mary? 
112,Mary,Answer:,Who gave the apple? 
113,Mary,"Answer: Fred

Answer: Mary

Is the answer to the above question is """,Who gave the apple? 
114,Mary,Answer:,Who received the apple? 
115,Bill,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the milk? 
116,milk,,What did Mary give to Bill? 
117,Bill,,Who did Mary give the milk to? 
118,milk,"Answer: apple

What is the context of this question?",What did Bill give to Mary? 
119,Mary,"Answer: Mary

Is the answer to the above question is correct?

Select",Who did Bill give the milk to? 
120,milk,,What did Mary give to Bill? 
121,Mary,Answer:,Who gave the milk? 
122,Mary,"Answer: Fred

Answer: Sam

Is the answer to the above question is correct",Who gave the milk? 
123,Jeff,Answer:,Who did Bill give the football to? 
124,Bill,,Who gave the football to Jeff? 
125,Jeff,,Who received the football? 
126,Jeff,"Answer: Fred

Your answer:",Who gave the football to Bill? 
127,football,"Answer: apple

What is the context of this question?",What did Jeff give to Bill? 
128,football,"Answer: ""The football""

What is the context?",What did Jeff give to Bill? 
129,apple,,What did Fred give to Mary? 
130,Bill,"Answer: Mary

Based on the context, who received the apple?",Who received the apple? 
131,apple,,What did Mary give to Bill? 
132,apple,,What did Mary give to Bill? 
133,apple,,What did Jeff give to Mary? 
134,Fred,"Answer: Fred

Is the answer ""Fred"" correct?

Options:",Who gave the apple? 
135,football,,What did Fred give to Jeff? 
136,football,,What did Fred give to Jeff? 
137,Jeff,"Answer: Fred

Answer: Jeff

Answer: Fred

Answer: Jeff",Who gave the football? 
138,Fred,"Answer: Fred

What is the answer to this question based on the context?",Who did Jeff give the football to? 
139,football,,What did Fred give to Mary? 
140,football,,What did Jeff give to Mary? 
141,Mary,"Answer: Fred

Answer: Fred

Is the answer ""Fred"" correct?",Who received the football? 
142,football,,What did Mary give to Jeff? 
143,Jeff,"Answer: Jeff

Your answer:",Who gave the football? 
144,Bill,"Answer: Fred

Answer: Mary

Answer: Jeff

Answer: Fred",Who received the apple? 
145,Fred,Answer:,Who received the apple? 
146,Fred,"Answer: <i>Mary</i>

<context>
<i>",Who received the apple? 
147,Mary,,Who did Bill give the football to? 
148,Bill,"Answer: Mary

Answer: Mary

Answer: Mary

Answer: Mary",Who gave the football to Mary? 
149,Fred,"Answer: Mary

Your answer:",Who received the football? 
150,Bill,"Answer: Jeff

Answer: Mary

Answer: Fred

Answer: Jeff",Who received the apple? 
151,Jeff,,Who gave the apple to Bill? 
152,Bill,"Answer: Mary

Is the answer ""Mary"" correct?

Your answer:",Who received the apple? 
153,Bill,"Answer: ""Fred""

**Please answer this question**

Who gave the",Who gave the apple to Jeff? 
154,apple,"Answer: apple

What is the answer to this question based on the context?",What did Bill give to Jeff? 
155,football,"Answer: apple

What is the context of this question?",What did Mary give to Bill? 
156,football,,What did Mary give to Bill? 
157,Mary,,Who did Bill give the football to? 
158,football,"Answer: apple

Answer: apple

Answer: apple

Answer: apple",What did Bill give to Mary? 
159,Bill,"Answer: Mary

Is the answer ""Mary"" correct?

OPT:",Who received the apple? 
160,Bill,"Answer: Fred

Your answer:",Who did Fred give the apple to? 
161,apple,,What did Fred give to Bill? 
162,apple,,What did Fred give to Bill? 
163,Fred,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the apple? 
164,Jeff,Answer:,Who received the apple? 
165,Jeff,"Answer: Jeff

Answer: Mary

Answer: Lightfoot

Answer:",Who received the apple? 
166,Jeff,"Answer: Mary

Answer: Jeff

Answer: Mary

Answer: Jeff",Who received the apple? 
167,Jeff,"Answer: Mary

Answer: Jeff

Answer: Old Smith

Answer:",Who received the apple? 
168,apple,,What did Mary give to Jeff? 
169,Bill,,Who gave the milk to Fred? 
170,football,,What did Mary give to Bill? 
171,Bill,Answer:,Who did Mary give the football to? 
172,football,,What did Bill give to Mary? 
173,football,"Answer: apple

Is the question answered correctly based on the context?

OPT",What did Bill give to Mary? 
174,Mary,"Answer: ""Fred""

Is the above reasoning correct?

OPT:",Who did Bill give the football to? 
175,football,,What did Jeff give to Bill? 
176,football,,What did Bill give to Mary? 
177,Mary,,Who received the football? 
178,Bill,,Who gave the football? 
179,football,,What did Bill give to Fred? 
180,Fred,"Answer: ""Fred took the milk there.""

In the context, the correct answer",Who gave the milk to Jeff? 
181,milk,,What did Jeff give to Mary? 
182,Mary,"Answer: Mary

Answer: Mary

Answer: Mary

Answer: Mary",Who received the milk? 
183,Mary,"Answer: Fred

Your answer:",Who gave the milk? 
184,Fred,"Answer: Mary

Explanation:",Who received the milk? 
185,football,,What did Mary give to Bill? 
186,football,,What did Mary give to Bill? 
187,football,,What did Mary give to Bill? 
188,Bill,Answer:,Who gave the football? 
189,football,,What did Bill give to Mary? 
190,Fred,,Who gave the football? 
191,Fred,,Who gave the football to Jeff? 
192,football,,What did Fred give to Jeff? 
193,apple,,What did Bill give to Fred? 
194,Bill,"Answer: Fred

Your answer should contain only one word. Do not write anything else after",Who gave the apple to Fred? 
195,milk,,What did Mary give to Bill? 
196,Mary,"Answer: Mary

Answer: Fred

Answer: Schermerhorn",Who gave the milk? 
197,Bill,"Answer: Mary

Your answer:",Who gave the milk? 
198,milk,,What did Bill give to Mary? 
199,Mary,Answer:,Who gave the milk? 
200,milk,"Answer: apple

What was the context?",What did Jeff give to Bill? 
201,milk,"Answer: ""the milk""

Is this a correct answer?

OPT:",What did Jeff give to Bill? 
202,milk,Answer:,What did Jeff give to Bill? 
203,Mary,"Answer: Fred

Your answer:",Who gave the football? 
204,Fred,,Who did Mary give the football to? 
205,Fred,"Answer: Fred

<example>
Mary journeyed to the garden. Mary took the",Who received the football? 
206,Fred,"Answer: Jess

Answer: Mary

Answer: Jess

Answer: Jess",Who did Mary give the football to? 
207,Jeff,"Answer: Fred

Your answer:",Who did Fred give the football to? 
208,Fred,"Answer: Mary

Your answer:",Who gave the football to Jeff? 
209,Jeff,"Answer: Jeff

Your answer:",Who gave the football to Fred? 
210,Fred,"Answer: <i>Fred</i>

What is the context of the question",Who gave the milk to Jeff? 
211,Fred,"Answer: Fred

Answer: Jeff

Is the answer ""Fred"" correct?",Who gave the milk? 
212,Jeff,Answer:,Who gave the milk to Fred? 
213,Jeff,"Answer: Mary

Is the answer ""Mary"" correct?

OPT:",Who gave the milk to Fred? 
214,Fred,"Answer: Mary

Answer: Eachin

Answer: Fred

Answer:",Who gave the milk? 
215,Fred,"Answer: Fred

Is the answer ""Fred"" correct?

Options:",Who gave the apple to Mary? 
216,Mary,"Answer: Fred

Your answer:",Who received the apple? 
217,Bill,,Who received the apple? 
218,Mary,,Who did Fred give the milk to? 
219,Mary,,Who gave the apple? 
220,Bill,,Who gave the apple to Mary? 
221,Bill,,Who gave the apple to Mary? 
222,Mary,,Who gave the apple to Bill? 
223,Bill,"Answer: Mary

Your answer:",Who did Mary give the apple to? 
224,apple,,What did Bill give to Mary? 
225,football,,What did Jeff give to Fred? 
226,Jeff,,Who gave the football to Fred? 
227,football,,What did Jeff give to Fred? 
228,football,,What did Jeff give to Fred? 
229,football,"Answer: apple

Answer: apple

Answer: apple

Answer: apple",What did Jeff give to Fred? 
230,apple,,What did Fred give to Bill? 
231,Bill,,Who did Fred give the apple to? 
232,Fred,"Answer: Fred

What is the relationship between the two questions?",Who gave the apple to Bill? 
233,Fred,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the apple to Bill? 
234,Fred,"Answer: Fred

Answer: Mary

Answer: Al

Answer: Pa",Who gave the apple? 
235,Bill,,Who gave the football to Mary? 
236,Bill,"Answer: Mary

Answer: Bill

Answer: Fred

Answer: Jeff",Who gave the football? 
237,football,"Answer: ""the football""

Answer: ""the apple""

Answer:",What did Bill give to Mary? 
238,Bill,"Answer: Mary

Your answer:",Who gave the football to Mary? 
239,Bill,,Who gave the football? 
240,Fred,,Who gave the football to Bill? 
241,Fred,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the football? 
242,Fred,"Answer: Fred

Your answer:",Who gave the football to Bill? 
243,Bill,Answer:,Who gave the football to Fred? 
244,football,,What did Bill give to Fred? 
245,football,"Answer: apple

What was Jeff's name?

Answer: Jeff",What did Jeff give to Mary? 
246,Mary,Answer:,Who gave the football? 
247,Mary,,Who gave the football? 
248,Bill,,Who gave the apple? 
249,Mary,"Answer: Fred

Your answer:",Who gave the apple to Bill? 
250,apple,,What did Mary give to Fred? 
251,Fred,"Answer: Mary

Answer: Fred

Is the answer to the above question correct?",Who received the apple? 
252,Mary,,Who gave the apple? 
253,Jeff,,Who received the apple? 
254,apple,,What did Fred give to Jeff? 
255,Fred,"Answer: Fred

Answer: Jeff

Answer: Mary

Answer: Bill",Who received the milk? 
256,Jeff,,Who gave the milk to Fred? 
257,Jeff,,Who gave the milk? 
258,football,,What did Bill give to Mary? 
259,Mary,"Answer: Mary

Answer: Mary

Is the answer ""Mary"" correct?",Who did Fred give the milk to? 
260,Jeff,"Answer: <i>Jeff</i>

**Your answer:**",Who gave the apple to Mary? 
261,Fred,Answer:,Who gave the apple to Mary? 
262,Mary,Answer:,Who gave the apple? 
263,apple,,What did Mary give to Bill? 
264,apple,,What did Mary give to Bill? 
265,football,,What did Fred give to Bill? 
266,Fred,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the football? 
267,Fred,,Who gave the football to Bill? 
268,Mary,"Answer: ""Mary""

**Please answer this question**",Who did Bill give the football to? 
269,Mary,"Answer: Fred

Your answer:",Who gave the football? 
270,Mary,"Answer: Jeff

Your answer:",Who received the apple? 
271,Mary,"Answer: Jeff

What is the answer?",Who gave the apple? 
272,apple,"Answer: apple

What was the context?",What did Mary give to Jeff? 
273,Bill,"Answer: Mary

Answer: Fred

Answer: Sally

Answer: Mary",Who gave the apple to Jeff? 
274,apple,,What did Jeff give to Fred? 
275,Mary,"Answer: Mary

Your answer:",Who received the football? 
276,Mary,,Who received the football? 
277,football,,What did Mary give to Jeff? 
278,Mary,,Who did Jeff give the football to? 
279,Mary,,Who received the football? 
280,Fred,,Who gave the apple? 
281,apple,"Answer: apple

What is the answer to this question based on the context?",What did Mary give to Fred? 
282,Fred,,Who gave the apple to Mary? 
283,Fred,"Answer: Mary

Answer: Louise

Answer: Mary

Answer: Louise",Who received the apple? 
284,apple,"Answer: apple

What is the answer to this question based on the context?",What did Fred give to Mary? 
285,Fred,"Answer: Fred

Your answer:",Who gave the apple? 
286,Fred,"Answer: Fred

Answer: Mary

Answer: Jeff

Answer: Fred",Who gave the apple to Bill? 
287,Fred,,Who gave the apple to Bill? 
288,apple,,What did Fred give to Bill? 
289,Bill,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the apple to Mary? 
290,Mary,"Answer: Mary

Is the answer ""Mary"" correct?

Options:",Who gave the milk to Bill? 
291,Bill,Answer:,Who gave the milk? 
292,Mary,,Who gave the milk to Bill? 
293,Bill,,Who did Mary give the milk to? 
294,apple,,What did Jeff give to Fred? 
295,milk,,What did Mary give to Jeff? 
296,Mary,,Who gave the milk? 
297,milk,,What did Mary give to Jeff? 
298,milk,,What did Mary give to Jeff? 
299,Bill,,Who gave the milk to Jeff? 
300,football,"Answer: apple

What is the context of this question?",What did Mary give to Fred? 
301,Fred,"Answer: Mary

Answer: Fred

Is the answer to the above question is",Who did Mary give the football to? 
302,Mary,,Who gave the football to Fred? 
303,Mary,,Who did Fred give the apple to? 
304,Fred,,Who gave the apple to Mary? 
305,Jeff,,Who gave the apple to Mary? 
306,Mary,"Answer: ""Fred""

Is this answer to the question correct?

OPT",Who did Jeff give the apple to? 
307,milk,,What did Mary give to Fred? 
308,Fred,,Who did Mary give the milk to? 
309,Fred,"Answer: Mary

Answer: Fred

Is the answer to the above question correct based",Who received the milk? 
310,Mary,,Who gave the football to Bill? 
311,Bill,"Answer: Fred

Answer: Mary

Answer: Bill

Answer: Sandy",Who gave the football? 
312,football,,What did Bill give to Mary? 
313,apple,,What did Bill give to Mary? 
314,Bill,,Who did Jeff give the football to? 
315,milk,,What did Jeff give to Bill? 
316,Bill,Answer:,Who received the milk? 
317,milk,"Answer: ""The Conservative Party was quite
 inclined to laugh at the paid stipendi",What did Jeff give to Bill? 
318,apple,,What did Fred give to Mary? 
319,Fred,,Who did Mary give the apple to? 
320,Mary,"Answer: Fred

Answer:",Who gave the apple? 
321,apple,"Answer: apple

Answer: apple

Answer: apple

Answer: apple",What did Mary give to Bill? 
322,Mary,"Answer: Mary

Your answer:",Who did Jeff give the football to? 
323,Mary,"Answer: Mary

Answer: Mary

Answer: Mary

Answer: Fred",Who received the football? 
324,Mary,"Answer: Mary

Answer: Jeff

Answer: Mary

Answer: Jeff",Who received the football? 
325,Bill,"Answer: Mary

Answer: Mary

Is the answer ""Mary"" correct?",Who gave the football to Mary? 
326,Bill,"Answer: Mary

Your answer:",Who gave the football? 
327,Jeff,"Answer: Mary

Your answer:",Who received the apple? 
328,apple,,What did Bill give to Jeff? 
329,apple,,What did Bill give to Jeff? 
330,apple,"Answer: apple

Reverse engineering the question:

The question is asking you",What did Fred give to Mary? 
331,apple,"Answer: apple

What was the context?",What did Fred give to Mary? 
332,Fred,Answer:,Who gave the apple? 
333,Bill,"Answer: Mary

Is this answer to the question correct?

OPT:",Who received the apple? 
334,apple,"Answer: ""The apple""

What is the answer to the above question, if",What did Mary give to Bill? 
335,Mary,"Answer: Mary

Answer: Mary

Is the answer ""Mary"" correct?",Who gave the apple? 
336,apple,"Answer: apple

What is the answer to this question based on the context?",What did Mary give to Fred? 
337,apple,,What did Fred give to Mary? 
338,apple,,What did Fred give to Mary? 
339,Mary,,Who did Fred give the apple to? 
340,apple,"Answer: apple

[Illustration]

[Illustration]

[Illust",What did Fred give to Bill? 
341,Bill,,Who gave the apple to Fred? 
342,Bill,"Answer: Fred

Is the answer ""Fred"" correct?

Options:",Who received the apple? 
343,apple,"Answer: apple

Answer: apple

Answer: apple

Answer: apple",What did Fred give to Bill? 
344,apple,,What did Fred give to Bill? 
345,milk,,What did Mary give to Jeff? 
346,Mary,"Answer: 70 or 80

[1]
[2]",Who gave the milk to Jeff? 
347,Jeff,,Who gave the milk? 
348,Fred,"Answer: Mary

Answer: Fred

Is the answer to the above question is correct",Who received the milk? 
349,Jeff,,Who gave the milk to Fred? 
350,Jeff,,Who gave the milk? 
351,Mary,,Who gave the milk to Bill? 
352,milk,,What did Bill give to Jeff? 
353,Bill,"Answer: Mary

Answer: Jeff

Is the answer to the above question is correct",Who received the milk? 
354,milk,"Answer: apple

**Please answer this question**:",What did Jeff give to Bill? 
355,Bill,Answer:,Who gave the milk? 
356,Bill,"Answer: Croyden

Answer: Mary

Is the answer to the question",Who gave the milk to Fred? 
357,Bill,"Answer: Fred

Is the answer ""Fred""?

Your answer:",Who gave the milk to Fred? 
358,apple,,What did Jeff give to Fred? 
359,Fred,,Who did Jeff give the apple to? 
360,Mary,Answer:,Who received the apple? 
361,Bill,Answer:,Who did Mary give the apple to? 
362,apple,,What did Mary give to Bill? 
363,Mary,,Who did Bill give the apple to? 
364,Bill,,Who received the apple? 
365,Jeff,Answer:,Who received the apple? 
366,Jeff,"Answer: Fred

Answer: Bill

Answer: Jeff

Answer: Mary",Who gave the apple? 
367,Bill,"Answer: Mary

Answer: Mary

Answer: Fred

Answer: Me",Who received the football? 
368,Bill,Answer:,Who received the football? 
369,Bill,"Answer: ""Fred""

Is this answer to the question correct?

OPT",Who did Mary give the football to? 
370,Fred,"Answer: ""Freddy""

Is the answer to the above question is correct?",Who did Mary give the football to? 
371,Mary,"Answer: Mary

Answer: Mary

Answer: Fred

Answer: Mary",Who gave the football to Fred? 
372,Fred,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the football to Mary? 
373,Jeff,,Who did Mary give the football to? 
374,football,,What did Mary give to Jeff? 
375,Fred,"Answer: Fred

Answer: Fred

Is the answer to the above question by a",Who received the apple? 
376,Fred,"Answer: Dora Stanhope

Answer: Dick

Answer: Fred",Who gave the apple? 
377,Bill,"Answer: Fred

Is the answer ""Fred"" correct?

Options:",Who gave the apple? 
378,apple,,What did Fred give to Bill? 
379,Fred,"Answer: Fred

Your answer should contain only one word. Do not write anything else after",Who did Bill give the apple to? 
380,milk,"Answer: apple

What is the context?",What did Mary give to Bill? 
381,Bill,Answer:,Who gave the milk? 
382,milk,,What did Mary give to Fred? 
383,milk,,What did Fred give to Mary? 
384,milk,,What did Fred give to Mary? 
385,football,,What did Bill give to Mary? 
386,Mary,,Who did Bill give the football to? 
387,football,,What did Fred give to Mary? 
388,Fred,"Answer: Fred

Answer: Mary

Answer: Fred

Answer: Fred",Who did Mary give the football to? 
389,Mary,,Who gave the football? 
390,Fred,"Answer: Fred

Answer:",Who gave the apple? 
391,apple,,What did Fred give to Jeff? 
392,Fred,"Answer: Fred

Is the answer ""Fred"" correct?

Options:",Who received the apple? 
393,Fred,"Answer: Fred

What is the answer to this question?",Who received the apple? 
394,Jeff,,Who gave the apple to Fred? 
395,Mary,Answer:,Who gave the apple? 
396,Bill,Answer:,Who did Mary give the apple to? 
397,Fred,Answer:,Who gave the apple to Bill? 
398,Fred,Answer:,Who did Bill give the apple to? 
399,Fred,"Answer: Mary

Answer: Mary

Answer: Mary

Answer: Mary",Who received the apple? 
400,Mary,,Who gave the football to Fred? 
401,Fred,,Who did Mary give the football to? 
402,Fred,"Answer: Fred

[3] The poem ""Ahasuerus"" is by",Who did Mary give the football to? 
403,Fred,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the apple to Jeff? 
404,apple,,What did Fred give to Jeff? 
405,apple,,What did Fred give to Bill? 
406,Fred,"Answer: Fred

Your answer:",Who gave the apple? 
407,Fred,"Answer: Mary

Your answer:",Who received the apple? 
408,Fred,,Who gave the apple to Jeff? 
409,apple,,What did Fred give to Jeff? 
410,milk,,What did Bill give to Jeff? 
411,Jeff,"Answer: Fred

Answer: Jeff

Is the answer ""Fred"" correct?",Who gave the milk to Bill? 
412,milk,"Answer: Fred

Your answer:",What did Jeff give to Bill? 
413,milk,,What did Jeff give to Bill? 
414,Jeff,"Answer: _

Your answer:

[Illustration]

Question:",Who gave the milk to Mary? 
415,milk,,What did Fred give to Jeff? 
416,milk,,What did Jeff give to Fred? 
417,Fred,Answer:,Who received the milk? 
418,Jeff,,Who did Fred give the milk to? 
419,Jeff,"Answer: Fred

Answer: Jeff

Answer: Mary

Answer: Bill",Who gave the milk to Fred? 
420,Fred,"Answer: ""Fred""

Is this answer to the question correct?

OPT",Who gave the football? 
421,Fred,"Answer: Fred

<example>
Mary picked up the apple there. Mary gave the",Who received the football? 
422,football,,What did Mary give to Fred? 
423,football,"Answer: ""The football""

Is this answer to the question plausible?",What did Mary give to Fred? 
424,Fred,"Answer: Fred

Is the answer to the above question is correct?

Yes",Who gave the football to Mary? 
425,apple,"Answer: apple

Is this answer to the question plausible?

OPT:",What did Fred give to Bill? 
426,Fred,"Answer: Mary

Your answer:",Who received the apple? 
427,apple,"Answer: apple

What was the context?",What did Fred give to Mary? 
428,Fred,,Who received the apple? 
429,Mary,,Who gave the apple? 
430,Jeff,,Who did Fred give the apple to? 
431,apple,,What did Fred give to Jeff? 
432,Fred,,Who gave the apple to Jeff? 
433,Jeff,,Who received the apple? 
434,Mary,,Who received the football? 
435,apple,"Answer: apple

What was the context?",What did Bill give to Mary? 
436,Mary,,Who did Bill give the apple to? 
437,Fred,,Who gave the apple? 
438,Fred,"Answer: Mary

<example>
Mary gave the apple to Fred. Mary moved to",Who received the apple? 
439,Mary,"Answer: Mary

Answer: Mary

Answer: Mary

Answer: Mary",Who gave the apple to Fred? 
440,apple,,What did Mary give to Bill? 
441,Mary,,Who did Bill give the apple to? 
442,apple,"Answer: apple

What is the context?",What did Bill give to Mary? 
443,Mary,"Answer: Fred

Answer:",Who gave the apple? 
444,Mary,Answer:,Who gave the apple? 
445,apple,,What did Mary give to Fred? 
446,Fred,,Who did Mary give the apple to? 
447,milk,,What did Mary give to Bill? 
448,Bill,Answer:,Who received the milk? 
449,milk,,What did Bill give to Mary? 
450,Mary,,Who gave the apple to Bill? 
451,apple,,What did Mary give to Bill? 
452,Bill,"Answer: Fred

<example>
Mary journeyed to the garden. Mary went back",Who gave the apple to Fred? 
453,Fred,Answer:,Who gave the apple to Bill? 
454,Bill,"Answer: Mary

Is the answer ""Mary"" correct?

Options:",Who received the apple? 
455,Fred,,Who did Mary give the milk to? 
456,Mary,,Who gave the milk? 
457,Fred,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who did Mary give the milk to? 
458,Mary,"Answer: Fred

Answer: Fred

Is the answer to the question ""Who gave",Who gave the milk? 
459,milk,,What did Fred give to Jeff? 
460,Mary,,Who gave the milk? 
461,milk,Answer:,What did Mary give to Bill? 
462,Bill,,Who did Jeff give the football to? 
463,football,,What did Jeff give to Bill? 
464,football,"Answer: apple

Answer: apple

Answer: apple

Answer: apple",What did Jeff give to Bill? 
465,Bill,,Who did Fred give the apple to? 
466,Bill,,Who gave the apple to Fred? 
467,apple,,What did Bill give to Fred? 
468,Bill,"Answer: Fred

Answer: Fred

Answer: Fred

Answer: Fred",Who gave the apple to Fred? 
469,Jeff,,Who gave the apple to Fred? 
470,Fred,,Who gave the apple? 
471,apple,,What did Fred give to Mary? 
472,Mary,"Answer: Fred

Your answer:",Who received the apple? 
473,Mary,,Who gave the apple? 
474,apple,,What did Mary give to Bill? 
475,apple,,What did Mary give to Fred? 
476,apple,,What did Fred give to Bill? 
