,target,output,question
38,kitchen,"Answer:

OPTIONS:
[i] Carvel Hall
[ii]",Where is Sandra? 
39,bedroom,"OPTIONS:
- in the kitchen
- in the hallway
- in the",Where is Daniel? 
40,bathroom,"Answer:

<context>

<context>

<context>",Where is Sandra? 
41,garden,"Answer:

In the kitchen of Lachaume's restaurant.

In the",Where is Daniel? 
42,bathroom,"Answer:

<context>

<context>

<context>",Where is Sandra? 
43,hallway,"Answer:

<context>

<context>

<context>",Where is Daniel? 
44,garden,Answer:,Where is Daniel? 
45,kitchen,Answer: The answer is:,Where is Mary? 
46,hallway,Answer:,Where is Daniel? 
47,bathroom,"Answer:

Available options:
[i] The house of Milnwood.",Where is Sandra? 
48,office,"Answer:

<context>
<question>
<answer>
<context",Where is John? 
49,bedroom,"Answer:

In the context, ""John moved to the bedroom"" means:",Where is John? 
50,bedroom,"Answer: He is in the Tuileries Gardens.

[Illustration: _",Where is John? 
51,office,"Answer:

A.

B.

C.

D.",Where is John? 
52,garden,"Answer:
pick from the following.
[A]. in the garden.
[B",Where is John? 
53,garden,Answer:,Where is John? 
54,kitchen,"Answer: In the kitchen.

Question: What is the meaning of the word """,Where is Daniel? 
55,bedroom,"Answer: She is in the church.

Question: Who is she with?",Where is Mary? 
56,kitchen,"Answer: In the garden.

Question: What is the first thing Mary does?",Where is Mary? 
57,hallway,"Answer:

Available options:
(A). at the hallway.
(",Where is Mary? 
58,garden,"Answer:

Available options:
(A). Chicago
(B). New York",Where is Daniel? 
59,hallway,"Answer: [A]. office

pick from the following.
[A]. office",Where is Sandra? 
60,hallway,"Possible answers:
[i] in the garden
[ii] in the house
[",Where is Sandra? 
61,office,"OPTIONS:
- at the office
- at the store
- at the gig",Where is Daniel? 
62,bathroom,"Answer:

Available options:
(A). in the kitchen.
(B",Where is Sandra? 
63,garden,"Answer:

Available options:
[i] The Casino
[ii]",Where is Daniel? 
64,garden,Answer:,Where is Daniel? 
65,kitchen,"Answer:

<context>

The context states that John went to the kitchen",Where is John? 
66,kitchen,"Answer:

<a href=""https://en.wikipedia.org/wiki/",Where is John? 
67,bathroom,Answer:,Where is Daniel? 
68,office,"Answer:

OPTIONS:
[i] The woods.
[ii]",Where is Daniel? 
69,office,"Answer:

OPTIONS:
[i] in the woods.
[ii",Where is Daniel? 
70,garden,Answer:,Where is Mary? 
71,hallway,"Answer:
<context>
The context is:

Sandra journeyed to",Where is Sandra? 
72,garden,"Answer:
A) in the kitchen
B) in the garden
C) in the",Where is Mary? 
73,bedroom,"Answer:

OPTIONS:
- station
- station house
- station gate",Where is Mary? 
74,bathroom,"A). in the bathroom
B). in Greenock
C). in Edinburgh
D).",Where is Mary? 
75,kitchen,"Possible answers:
[A]. in the kitchen.
[B]. in the garden",Where is Daniel? 
76,kitchen,"Possible answers:
[1]. In the room of the Commander.
[2].",Where is John? 
77,kitchen,"Answer: _In the kitchen._

Question: What is the name of the person who was",Where is Daniel? 
78,hallway,"Answer: The Prayer Book.

Question: What is the name of the Sacrament of",Where is Daniel? 
79,office,"Answer:

<context>

<context>

<context>",Where is Daniel? 
80,garden,"Answer:

<context>

<context>

<context>",Where is John? 
81,bathroom,"Answer: The context does not provide enough information to answer this question.

pick from",Where is John? 
82,bedroom,Answer:,Where is Sandra? 
83,garden,Answer:,Where is Mary? 
84,office,"Answer:

OPT:
[i] The office of the Speaker of the House of",Where is Daniel? 
85,garden,"Answer:

Available options:
(A). Hellingsley Castle
(B",Where is Sandra? 
86,garden,"Answer:

<context>

<context>

<context>",Where is Mary? 
87,hallway,"Answer:

<context>

<question>

<answer>",Where is John? 
88,kitchen,Answer:,Where is Sandra? 
89,kitchen,Answer:,Where is Daniel? 
90,bathroom,"Answer:

Available options:
[1]. Canandaigua
[2",Where is Sandra? 
91,bathroom,"Answer:

<context>

<context>

<context>",Where is John? 
92,hallway,"Answer:

<context>

Sandra moved to the bathroom.",Where is Sandra? 
93,bathroom,"Answer:

Available options:
[1]. Cadwigh Cove
[2",Where is Sandra? 
94,bathroom,"Answer:

<context>
Sandra moved to the bathroom.
</context",Where is Sandra? 
95,kitchen,"Answer:

<context>
<question>
<answer>
<context>",Where is John? 
96,kitchen,"Answer:

<context>
Sandra was a woman who worked in the kitchen",Where is Sandra? 
97,kitchen,"Answer:

<example>
Mary went to the kitchen.
</example>",Where is Mary? 
98,bedroom,Answer:,Where is Mary? 
99,bedroom,"Answer:

<context>

<context>

<context>",Where is Mary? 
100,bedroom,"Answer:

OPTIONS:
[A]. in the bedroom.
[B",Where is Mary? 
101,bathroom,"Answer:

<context>
Sandra is a horse.
</context>",Where is Sandra? 
102,office,"Answer:

<a href=""https://en.wikipedia.org/wiki/",Where is Mary? 
103,garden,Answer:,Where is Daniel? 
104,garden,"Answer:

<context>

<context>

<context>",Where is Daniel? 
105,hallway,"Answer:

Possible answers:
[i] in the mountains.
[ii",Where is Mary? 
106,bedroom,"Possible answers:
[i] in the mountains
[ii] in the desert
[",Where is Daniel? 
107,bathroom,"OPTIONS:
[a]. in New Orleans.
[b]. in New York",Where is Daniel? 
108,office,"Answer: The man who was in the kitchen.

Who is the man who is",Where is Daniel? 
109,bedroom,"Answer:

<context>

<context>

<context>",Where is John? 
110,bathroom,"Answer:

OPTIONS:
[i] The Luxembourg.
[ii]",Where is Daniel? 
111,bathroom,"Answer:

OPT:
- A small cafe
- A large cafe",Where is Daniel? 
112,kitchen,"Answer:

In the first volume of his works, in 4to.",Where is John? 
113,hallway,"Answer:

Available options:
[1]. The kitchen.
[2].",Where is John? 
114,kitchen,"Answer: [A]. The post office.

Question: What does Mary do?",Where is Mary? 
115,garden,"Answer:

Available options:
[i] Carvel Hall
[ii]",Where is Sandra? 
116,office,"Answer:

<context>

<context>

<context>",Where is John? 
117,kitchen,"Answer:

<context>

""Mary went to the bathroom.",Where is Mary? 
118,bathroom,Answer:,Where is Daniel? 
119,office,,Where is Daniel? 
120,bedroom,Answer:,Where is Daniel? 
121,bathroom,"Answer:

Choose your answer from:
[A]. North of Ireland.",Where is Mary? 
122,bedroom,"Answer:

<DW44>

OPT:

[i",Where is Daniel? 
123,hallway,"Answer:

<context>
<question>
<answer>
<context",Where is Daniel? 
124,bedroom,"Answer:

Available options:
(A). London
(B). North-",Where is Mary? 
125,office,Answer:,Where is Sandra? 
126,garden,"Answer:

Available options:
1). Beaumanoir
2). London",Where is John? 
127,garden,"Answer:

<context>

Answer: Daniel is a character in the novel",Where is Daniel? 
128,garden,"Answer:

<context>

Sandra moved to the bedroom. She is",Where is Sandra? 
129,bathroom,"Answer:

<context>
<question>
<answer>
<context",Where is Sandra? 
130,garden,"Answer: The garden.

Question: What is the meaning of the word ""S",Where is Sandra? 
131,hallway,Answer:,Where is Mary? 
132,bathroom,"Answer:

Sandra went to the Tea Room.

pick from the following",Where is Sandra? 
133,garden,Answer:,Where is Sandra? 
134,kitchen,Answer:,Where is John? 
135,bathroom,Answer:,Where is Sandra? 
136,office,"Answer:

Available options:
[i] French Quarter
[ii] Old",Where is Sandra? 
137,kitchen,"Answer:

Available options:
[i] in the kitchen
[ii]",Where is John? 
138,bathroom,"Answer:

<context>
<context>
<context>
<context>",Where is Sandra? 
139,bathroom,Answer:,Where is John? 
140,office,Answer:,Where is Mary? 
141,hallway,"Possible answers:
[i] Northumberland
[ii] Virginia
[iii]",Where is Mary? 
142,hallway,"Answer:

Available options:
[1]. Northumberland
[2]. Hampton",Where is Mary? 
143,office,Answer:,Where is Sandra? 
144,bedroom,Answer:,Where is Sandra? 
145,kitchen,"Answer:

OPTIONS:
[i] The kitchen.
[ii] Venice",Where is Sandra? 
146,kitchen,"Answer:

<context>

<context>

<context>",Where is Sandra? 
147,kitchen,"Answer: In the kitchen.

Question: What is the subject of Daniel's letter",Where is Daniel? 
148,kitchen,,Where is Sandra? 
149,kitchen,Answer:,Where is Daniel? 
150,garden,"Answer:

OPTIONS:
- in the city
- in the field",Where is Daniel? 
151,garden,"Answer:

Available options:
[i] The house.
[ii]",Where is Sandra? 
152,bathroom,"Answer: 
<context>

<context>

<context>",Where is Daniel? 
153,office,"Answer:

Available options:
(A). in the office.
(B",Where is Daniel? 
154,bedroom,Answer:,Where is John? 
155,bathroom,"Answer: She is in the bathroom.

Question: Why is Mary in the bathroom",Where is Mary? 
156,garden,Answer:,Where is Daniel? 
157,bedroom,Answer: The text does not provide the answer to this question.,Where is John? 
158,office,"Answer:

<context>

<context>

<context>",Where is John? 
159,hallway,Answer:,Where is Mary? 
160,bedroom,"Possible Answers:
[i] In the church.
[ii] In the hall",Where is Daniel? 
161,bedroom,"Answer:

<context>

<context>

<context>",Where is Daniel? 
162,bedroom,"Answer:

<a href=""https://en.wikipedia.org/wiki/",Where is Mary? 
163,garden,"Answer:

<context>

Mary is in the Grey Nunnery.",Where is Mary? 
164,bathroom,,Where is Daniel? 
165,garden,"Answer:

Available options:
[i] Chicago
[ii] Sandwood",Where is Sandra? 
166,garden,"Answer:

Available options:
[i] The house in Chicago.
[",Where is Sandra? 
167,garden,Answer:,Where is Daniel? 
168,kitchen,"Answer:

OPTIONS:
- in the garden
- in the kitchen",Where is Daniel? 
169,bedroom,"A:

Answer:

B:

C:

D:",Where is Mary? 
170,office,"Answer:

OPTIONS:
- in the hospital
- in the hospital room",Where is Daniel? 
171,office,"Answer:

In the hallway.

In the hallway.",Where is Daniel? 
172,garden,"Answer:

In the garden.

In the field.

In the",Where is John? 
173,bathroom,"Answer: [A]. Penolver

Explanation:",Where is Sandra? 
174,bathroom,"Answer:

Available options:
[i] in the bathroom.
[ii",Where is Sandra? 
175,office,"Answer:

Available options:
(1). in the kitchen.
(2",Where is Sandra? 
176,kitchen,"Answer:

Available options:
[-] London
[-] Manchester
[-] Paris",Where is Sandra? 
177,bedroom,"Answer:

OPTIONS:
[i] The Valley of Virginia
[ii",Where is Sandra? 
178,office,"Answer:

OPTIONS:
- James River
- James River Railroad
-",Where is Sandra? 
179,office,"Answer:

OPTIONS:
[i] Durban
[ii] South",Where is Sandra? 
180,hallway,"Answer:

OPT:
[i] Bareilly
[ii] B",Where is Mary? 
181,hallway,"Answer:

In the context, ""Mary"" is used in the following meaning:",Where is Mary? 
182,hallway,"Answer:

<context>

<context>

<context>",Where is Daniel? 
183,hallway,"Answer:

OPT:
[i] The old church.
[ii]",Where is Mary? 
184,bedroom,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is Sandra? 
185,bathroom,"Answer:

Available options:
[A]. in the mountains.
[B",Where is John? 
186,office,"OPTIONS:
- in the mountains
- in the mountains and rivers
- in",Where is Daniel? 
187,garden,"Answer:

<context>

<context>

<context>",Where is Mary? 
188,kitchen,Answer:,Where is Sandra? 
189,office,,Where is Sandra? 
190,hallway,"Answer:

Question: What is the name of the person who is going to the",Where is Mary? 
191,kitchen,"Answer:

Available options:
[i] Northumberland
[ii] Hampton",Where is Sandra? 
192,garden,"OPTIONS:
[A]. in the garden.
[B]. in the library",Where is Sandra? 
193,hallway,"Answer:

<DW54>sandra Cavendish

Question",Where is Sandra? 
194,hallway,Answer:,Where is Sandra? 
195,garden,Answer:,Where is Mary? 
196,office,"Possible answers:
[A]. in the garden;
[B]. in the kitchen",Where is John? 
197,kitchen,Answer:,Where is Daniel? 
198,bathroom,"Possible answers:
[i] in the kitchen.
[ii] in the bathroom",Where is Mary? 
199,bedroom,Answer:,Where is John? 
200,hallway,,Where is Mary? 
201,office,"Answer:
<context>

<context>

<context>",Where is John? 
202,office,"Answer:

Available options:
[i] in the kitchen.
[ii",Where is Daniel? 
203,bedroom,"Answer:

<context>
<question>
What is the name of the",Where is Sandra? 
204,hallway,"Answer:

<choices>
<a id=""choice1""></a>",Where is Sandra? 
205,bathroom,"Answer:

<context>

<context>

<context>",Where is Sandra? 
206,kitchen,Answer:,Where is Mary? 
207,hallway,Answer:,Where is Sandra? 
208,bathroom,"Answer:

Available options:
(1). in the bathroom.
(2",Where is Daniel? 
209,hallway,"Answer:

Available options:
[i] in the kitchen.
[ii",Where is John? 
210,bathroom,Answer:,Where is John? 
211,bedroom,Answer:,Where is John? 
212,hallway,Answer:,Where is Daniel? 
213,bedroom,"Answer:

<context>

Mary is at home.

</context",Where is Mary? 
214,bathroom,"Answer:
<context>
Sandra moved to the bathroom.
</context>",Where is Sandra? 
215,bedroom,"Answer:

<context>

<context>

<context>",Where is Mary? 
216,bathroom,"Answer:

Available options:
[i] The man is in the hallway",Where is John? 
217,hallway,"Answer:

<context>

<context>

<context>",Where is John? 
218,hallway,"Answer:

OPTIONS:
- in the kitchen
- in the bathroom",Where is Sandra? 
219,bathroom,"Answer:

<context>

<context>

<context>",Where is John? 
220,bathroom,Answer:,Where is Mary? 
221,hallway,"Answer:
Available options:
[i] in the library
[ii] in the",Where is Daniel? 
222,kitchen,"Answer:

<context>

<context>

<context>",Where is Daniel? 
223,hallway,"Answer:

<context>

Sandra went back to the hallway.",Where is Sandra? 
224,bedroom,"Answer:

<context>

<context>

<context>",Where is John? 
225,office,"Answer:

OPTIONS:
- St Charles
- St Hilaire",Where is John? 
226,hallway,"Answer:

In what city did he travel to?

In what year did",Where is Daniel? 
227,garden,Answer:,Where is Sandra? 
228,bathroom,"Answer:

In the context, the answer is:

A. Abbots",Where is John? 
229,bathroom,"Answer:

In the bathroom.

Is the answer A or B?",Where is John? 
230,office,Answer:,Where is Daniel? 
231,garden,"Answer:

Available options:
[A]. in the house.
[B",Where is Mary? 
232,hallway,"Answer:

OPT:
[A]. Belden's house.
[B",Where is Daniel? 
233,office,Answer:,Where is Daniel? 
234,hallway,"Answer:

<context>

<example>
John went back to the",Where is John? 
235,bedroom,"Answer:

Available options:
[-] The house where she was born.",Where is Mary? 
236,bedroom,"Answer:

Available options:
[A]. North Wilna
[B].",Where is Mary? 
237,bedroom,"Answer:

<context>

Answer:

<context>",Where is Mary? 
238,bedroom,"Answer: In the garden.

Question: What is the name of the bird?",Where is Daniel? 
239,office,"Answer:
<context>

<context>

<context>",Where is Sandra? 
240,hallway,"Answer:

<context>

Answer:

<context>",Where is Daniel? 
241,kitchen,"Answer:

<context>

<context>

<context>",Where is Mary? 
242,garden,"OPTIONS:
- in the hospital
- in the kitchen
- in the garden",Where is Mary? 
243,garden,"Answer:

Available options:
[A]. in the kitchen.
[B",Where is Mary? 
244,kitchen,Answer:,Where is Mary? 
245,kitchen,Answer:,Where is John? 
246,garden,Answer:,Where is Sandra? 
247,garden,,Where is Sandra? 
248,garden,,Where is Sandra? 
249,garden,Answer:,Where is Daniel? 
250,bedroom,Answer:,Where is Daniel? 
251,office,"Answer:

<context>

Mary went to the bedroom.
</context",Where is Mary? 
252,bathroom,"Answer:

<context>

<context>

<context>",Where is Daniel? 
253,bathroom,"Answer:

<context>

<context>

<context>",Where is Daniel? 
254,bedroom,"Answer:

OPT:

A). The Senator's office.
B).",Where is John? 
255,bedroom,"Answer:
Available options:
[i] The Senator.
[ii] The President",Where is John? 
256,office,"Answer:

Available options:
[i] in the city
[ii]",Where is Sandra? 
257,office,"Answer:

Available options:
[i] lost creek.
[ii]",Where is Sandra? 
258,kitchen,"Answer:

<DW72>

Explanation:
Mary is in",Where is Mary? 
259,garden,Answer:,Where is Mary? 
260,garden,Answer:,Where is Sandra? 
261,office,"Answer:

<context>

<context>

<context>",Where is Mary? 
262,hallway,Answer:,Where is Sandra? 
263,office,"Answer:

Available options:
1). in the United States.
2).",Where is John? 
264,office,Answer:,Where is John? 
265,bathroom,Answer:,Where is Sandra? 
266,garden,"Answer:

A) The garden
B) The kitchen
C) The balcony",Where is Sandra? 
267,bedroom,"Answer:

Available options:
[i] The bathroom
[ii] The",Where is Sandra? 
268,bathroom,Answer:,Where is John? 
269,bedroom,"Answer:

Available options:
[-] the library
[-] the kitchen",Where is Daniel? 
270,kitchen,Answer:,Where is Daniel? 
271,office,"Answer:

Available options:
[1]. The dressing room.
[2",Where is Sandra? 
272,office,"Answer:

Choose from:
[A]. The kitchen.
[B].",Where is Sandra? 
273,kitchen,"Answer:

Available options:
(1). in the studio.
(2",Where is Daniel? 
274,bathroom,"Answer:

OPT:
[i] The kitchen.
[ii] The",Where is Daniel? 
275,office,Answer:,Where is Sandra? 
276,kitchen,Answer:,Where is Daniel? 
277,hallway,Answer:,Where is Mary? 
278,office,"Answer: 1

Is the answer ""in the garden""?

Available options",Where is John? 
279,bathroom,Answer:,Where is John? 
280,bathroom,"Answer:

<DW64>

<DW64>",Where is Sandra? 
281,garden,"Answer:

OPTIONS:
- London
- Manchester
- New York",Where is Daniel? 
282,office,,Where is Sandra? 
283,office,"Answer:

<context>

<answer>

Sandra went to",Where is Sandra? 
284,garden,"Answer: He is in the garden.

Question: What is the name of the",Where is John? 
285,office,Answer:,Where is John? 
286,bathroom,"Answer:

A) in the bathroom
B) in the garden
C) in",Where is Sandra? 
287,office,"Answer:

The answer is:",Where is John? 
288,garden,Answer:,Where is Daniel? 
289,bathroom,"Answer:

Possible answers:
[i] The house.
[ii]",Where is Sandra? 
290,kitchen,"Answer:

OPT:

A). In the kitchen.
B). In",Where is Mary? 
291,kitchen,"Answer:

[Illustration]

[Illustration]

[Illust",Where is John? 
292,bedroom,Answer:,Where is John? 
293,kitchen,"Answer:

<context>

<context>

<context>",Where is Mary? 
294,kitchen,"Possible answers:
[1]. in the garden.
[2]. in the kitchen",Where is John? 
295,garden,"Answer:

<context>

<context>

<context>",Where is Sandra? 
296,garden,"Answer:

<context>

<context>

<context>",Where is Daniel? 
297,hallway,"Options:
[I] Cape Colony
[II] South Africa
[III]",Where is John? 
298,hallway,Answer:,Where is Mary? 
299,bathroom,"Answer:

Available options:
[i] in the bathroom.
[ii",Where is Mary? 
300,bathroom,Answer:,Where is Mary? 
301,bathroom,"Answer:

<context>

<context>

<context>",Where is Mary? 
302,bathroom,"Answer:
<context>
""Mary went to the kitchen. Mary went to the kitchen",Where is Mary? 
303,office,Answer:,Where is John? 
304,hallway,Answer:,Where is Mary? 
305,garden,Answer:,Where is Daniel? 
306,bathroom,Answer:,Where is Daniel? 
307,office,"Answer:

<context>

A:

B:

C",Where is Daniel? 
308,office,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is Daniel? 
309,kitchen,"Answer:

[Illustration: THE BATTLE OF GETTYSBURG",Where is John? 
310,garden,"Answer:

<context>

Answer:

Answer:

Answer",Where is Daniel? 
311,garden,"Answer:

OPTIONS:
- Chattanooga
- Chickamauga",Where is Sandra? 
312,office,"Answer:

<context>

<example>
Daniel journeyed to the",Where is Daniel? 
313,bedroom,"Answer:

Sandra is in Astoria.

Question: What is the",Where is Sandra? 
314,garden,"Answer:

In the context, the correct answer is:

In the context",Where is John? 
315,office,"Answer:

Available options:
[A]. London
[B]. Edinburgh",Where is Mary? 
316,bedroom,Answer:,Where is Daniel? 
317,office,"OPTIONS:
- in the kitchen.
- in the hallway.
-",Where is Mary? 
318,office,"Answer:

Available options:
(A). in the West;
(B",Where is Mary? 
319,garden,"Answer:

Possible answers:
[i] The house on I Street, between",Where is Daniel? 
320,garden,Answer:,Where is John? 
321,kitchen,Answer:,Where is Sandra? 
322,kitchen,"Answer:

OPTIONS:
- in the kitchen
- in the verand",Where is Sandra? 
323,garden,"OPTIONS:
[i] in the garden.
[ii] in the kitchen",Where is Daniel? 
324,garden,"Answer:

Available options:
[i] Manchester
[ii] Bolton",Where is Daniel? 
325,bathroom,"Answer:

Available options:
(1). in the bathroom.
(2",Where is Sandra? 
326,bedroom,Answer:,Where is John? 
327,garden,"Answer:

Available options:
(1). in the garden.
(2",Where is Sandra? 
328,garden,"Answer:

<example>
Sandra is in the kitchen.
</example",Where is Sandra? 
329,bedroom,"Possible answers:
[i] in the garden.
[ii] in the kitchen",Where is Daniel? 
330,kitchen,"Possible answers:
[i] in the hallway.
[ii] in the",Where is Sandra? 
331,office,"Answer:

Available options:
(1). in the kitchen.
(2",Where is John? 
332,kitchen,"Answer:

Available options:
(A). Cape Cod
(B). New",Where is Sandra? 
333,bedroom,"Possible answers:
[i] in the kitchen
[ii] in the garden",Where is Daniel? 
334,bedroom,Answer:,Where is Daniel? 
335,office,"Possible answers:
[A]. in the house.
[B]. in the barn",Where is John? 
336,hallway,"Answer:

OPT:
[i] The poorhouse.
[ii]",Where is Daniel? 
337,office,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is Sandra? 
338,hallway,"Answer:

Available options:
(1). in the hallway.
(",Where is Sandra? 
339,hallway,"Answer:
Available options:
[A]. in the kitchen.
[B]. in",Where is Sandra? 
340,hallway,"Answer:

OPT:
[i] The barn.
[ii] The",Where is Mary? 
341,garden,"Answer:

Available options:
[A]. The garden.
[B].",Where is Mary? 
342,office,"Answer:

<context>

<context>

<context>",Where is Daniel? 
343,kitchen,"Answer: [FAVOURITE]

Choose your answer from:
[A",Where is Sandra? 
344,garden,Answer:,Where is Sandra? 
345,office,"Answer:

<context>

<context>

<context>",Where is Mary? 
346,hallway,Answer:,Where is Daniel? 
347,hallway,"Answer:

<context>

<context>

<context>",Where is John? 
348,kitchen,,Where is Mary? 
349,kitchen,"Answer:

Available options:
(1). At the kitchen.
(2",Where is John? 
350,bedroom,"Answer:

Available options:
[1]. New York City
[2].",Where is Sandra? 
351,garden,"Answer:

<context>

<context>

<context>",Where is John? 
352,garden,"Answer:

Available options:
[i] Park
[ii] Loheng",Where is Sandra? 
353,bedroom,"Answer:

<context>

<context>

<context>",Where is Sandra? 
354,bedroom,"Answer:

<context>

<context>

<context>",Where is Sandra? 
355,bathroom,Answer:,Where is Sandra? 
356,office,"Answer:

<context>

<context>

<context>",Where is John? 
357,hallway,Answer:,Where is Mary? 
358,garden,"Answer:

Possible answers:
[i] in the garden
[ii]",Where is Mary? 
359,hallway,"OPTIONS:
[A]. in the hallway.
[B]. in the",Where is Mary? 
360,garden,Answer:,Where is Daniel? 
361,bathroom,Answer:,Where is Daniel? 
362,garden,"Answer:
<context>
<context>
<context>
<context>",Where is Mary? 
363,garden,"Answer:

In the context of the passage, what is the relationship between John and",Where is John? 
364,garden,"Answer:

OPTIONS:
[i] The garden.
[ii]",Where is Daniel? 
365,garden,"Answer:

Available options:
[i] The man is sitting in the garden",Where is Sandra? 
366,garden,"Answer:

Available options:
(A). The major's story.
(",Where is Sandra? 
367,hallway,"Options:
[I] in the kitchen.
[II] in the hallway",Where is Daniel? 
368,hallway,"Answer:

OPT:
[i] The church
[ii] The home",Where is Mary? 
369,hallway,Answer:,Where is Daniel? 
370,hallway,"Answer:

Available options:
(A). in the hallway.
(",Where is Daniel? 
371,hallway,Answer:,Where is Daniel? 
372,garden,"Answer:

The answer to this question is:",Where is Mary? 
373,garden,"Answer:

Available options:
[A]. in the garden.
[B",Where is Mary? 
374,office,"Answer:

Available options:
[-] in the garden
[-] in the",Where is Mary? 
375,bedroom,"Answer:

<context>

Answer: Mary lives in New York City.",Where is Mary? 
376,kitchen,"Answer:

Available options:
[i] The church.
[ii]",Where is Sandra? 
377,bathroom,"Answer:

OPT:
[i] The square.
[ii] The",Where is Sandra? 
378,bathroom,Answer:,Where is Sandra? 
379,bedroom,"Answer: He is in the kitchen.

Question: What is the name of the",Where is John? 
380,bathroom,"Answer:

Mary is at home.

Is the correct answer ""Mary is",Where is Mary? 
381,bedroom,"Answer:

<context>

<context>

<context>",Where is John? 
382,bedroom,"Possible answers:
[i] in the hallway.
[ii] in the office",Where is Mary? 
383,office,"Answer:

<context>
<context-menu>
<context-menu-",Where is Sandra? 
384,office,"Answer:

<context>

Answer:

pick from the following.",Where is Mary? 
385,kitchen,Answer:,Where is Sandra? 
386,office,"Answer:

<context>

<context>

<context>",Where is Mary? 
387,office,"Answer:

Available options:
[i] Vicksburg
[ii] Mississippi",Where is John? 
388,office,"Answer:

In the context, ""Mary traveled to the office"" means:",Where is Mary? 
389,kitchen,"Answer:

She is in the kitchen.

Question: What is the name",Where is Sandra? 
390,kitchen,"Answer: The church of St. John the Baptist

Is the answer correct?",Where is Mary? 
391,hallway,"Answer:

<context>

<context>

<context>",Where is Daniel? 
392,bathroom,"Possible answers:
(a). in the garden.
(b). in the church",Where is Mary? 
393,bedroom,"Answer:

<context>

<context>

<context>",Where is Mary? 
394,office,"Answer:

Available options:
[-] in the kitchen
[-] in the",Where is Sandra? 
395,office,Answer:,Where is Daniel? 
396,bedroom,"Answer:

Available options:
[1]. in the garden.
[2",Where is Daniel? 
397,office,"Answer:

OPT:
[i] Newhaven
[ii] Piccad",Where is Daniel? 
398,bathroom,"Answer:

In the bathroom.

.

Is the answer correct?",Where is Sandra? 
399,garden,"Answer:

SCENE--_A Hall looking towards the Garden._",Where is Sandra? 
400,bedroom,"Answer:

OPTIONS:
[A]. Attila
[B]. Att",Where is John? 
401,garden,Answer:,Where is John? 
402,bedroom,"Answer:

In the

Scene within sight of the Tiber--Ships ready",Where is John? 
403,kitchen,"Answer:

Available options:
[1]. The back yard.
[2",Where is Sandra? 
404,office,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is Sandra? 
405,kitchen,"Possible answers:
[i] in the kitchen.
[ii] in the ver",Where is Daniel? 
