,target,output,question
39,garden,"Answer:

<choices>
<a id=""choice-1""></a",Where was the apple before the bathroom? 
40,garden,"Answer:

<choices>
<a id=""choice-1""></a",Where was the football before the hallway? 
41,garden,Answer:,Where was the football before the hallway? 
42,garden,Answer:,Where was the milk before the hallway? 
43,hallway,"Answer:

Available options:
(1). Before the bathroom.
(2",Where was the milk before the bathroom? 
44,bathroom,"Answer:

Explanation:",Where was the football before the hallway? 
45,bedroom,"Answer:

Explanation:",Where was the apple before the bathroom? 
46,bedroom,Answer:,Where was the apple before the bathroom? 
47,bedroom,"Answer:

Available options:
[i] The bathroom.
[ii]",Where was the apple before the bathroom? 
48,bedroom,"Answer:

<choices>
<a id=""choice1""></a>",Where was the apple before the bathroom? 
49,bedroom,"Answer:

<solution>
The answer is: Before the hallway",Where was the milk before the hallway? 
50,kitchen,Answer:,Where was the apple before the garden? 
51,garden,"Answer:

Available options:
[i] Before the bedroom.
[ii",Where was the apple before the bedroom? 
52,garden,"Answer:

Explanation:",Where was the football before the kitchen? 
53,bathroom,Answer:,Where was the apple before the bedroom? 
54,bathroom,Answer:,Where was the apple before the bedroom? 
55,office,"Answer:
<solution>
The answer is: before the hallway.
</",Where was the football before the hallway? 
56,kitchen,"Answer:

<choices>
<i>The kitchen</i>,<i",Where was the apple before the office? 
57,office,"Answer:

<choices>
[a]. Before the garden.
[b",Where was the football before the garden? 
58,office,"Answer:

<choices>
<a id=""choice1""></a>",Where was the football before the bedroom? 
59,garden,"Answer:

<solution>
The answer is: Before the hallway",Where was the apple before the hallway? 
60,hallway,"Answer:

Available options:
(A). in the garden.
(B",Where was the football before the bedroom? 
61,bathroom,"Answer:

Available options:
[i] The kitchen.
[ii]",Where was the football before the hallway? 
62,bedroom,Answer:,Where was the football before the kitchen? 
63,garden,Answer:,Where was the football before the bathroom? 
64,garden,"Answer:

<choices>
[a]. The bedroom.
[b].",Where was the football before the bathroom? 
65,bathroom,"Answer:

<choices>
[i] bedroom
[ii] garden",Where was the milk before the office? 
66,bathroom,"Answer:

Available options:
1). The office was in the bedroom.",Where was the milk before the office? 
67,bathroom,"Answer:

<choices>
 * The garden
 * The kitchen
 * The",Where was the milk before the office? 
68,garden,"Answer: Before the bedroom the football was in the garden.
</context>

Question",Where was the football before the bedroom? 
69,kitchen,Answer:,Where was the football before the bathroom? 
70,office,"Answer:

<choices>
<i>The kitchen</i>
<",Where was the football before the hallway? 
71,hallway,"Answer:

<choices>
[i] Before the garden the apple was in",Where was the apple before the garden? 
72,bathroom,"Answer:

<choices>
[1]. The kitchen.
[2].",Where was the milk before the kitchen? 
73,kitchen,"Answer:

<solution>
The answer is: before the bathroom.
</",Where was the apple before the bathroom? 
74,garden,"Answer:

<solution>
The answer is: Before the bathroom

Explanation",Where was the apple before the bathroom? 
75,garden,Answer:,Where was the milk before the hallway? 
76,hallway,"Answer:

Available options:
(A). the hallway.
(B",Where was the milk before the office? 
77,garden,"Answer:

<choices>
<i>A) The garden.
<",Where was the milk before the hallway? 
78,office,"Answer: Before the bathroom

pick from the following.
[A]. in the",Where was the apple before the bathroom? 
79,office,Answer:,Where was the apple before the bathroom? 
80,kitchen,"Answer:

<choices>
i. the bathroom
ii. the kitchen",Where was the milk before the office? 
81,kitchen,Answer:,Where was the milk before the office? 
82,kitchen,"Answer:

<choices>
  <!-- answer -->
</choices>",Where was the milk before the office? 
83,bathroom,"Answer:

Available options:
[A]. The garden.
[B].",Where was the apple before the hallway? 
84,bathroom,"Answer:

<choices>
<!-- Your answer should go here -->",Where was the milk before the bedroom? 
85,garden,Answer:,Where was the apple before the bathroom? 
86,bathroom,Answer:,Where was the milk before the kitchen? 
87,bathroom,"Answer:

<choices>
<!-- answers: -->
<!--",Where was the milk before the kitchen? 
88,garden,"Answer:

Available options:
[i] The bathroom.
[ii]",Where was the milk before the bathroom? 
89,bathroom,"Answer:

pick from the following.
[I] in the garden.",Where was the football before the bedroom? 
90,hallway,"Answer:

Available options:
(A). The kitchen.
(B).",Where was the milk before the kitchen? 
91,hallway,"Answer:

Available options:
(A). inside the kitchen.
(B",Where was the milk before the kitchen? 
92,garden,"Answer:

<solution>The answer is: Before the bedroom the milk was in",Where was the milk before the bedroom? 
93,bedroom,"Answer:
<a href=""https://en.wikipedia.org/wiki/Foot",Where was the football before the kitchen? 
94,kitchen,"Answer:

<choices>
[i] Before the bedroom.
[ii",Where was the apple before the bedroom? 
95,kitchen,"Answer:

pick from the following options:
[A]. in the garden.",Where was the apple before the hallway? 
96,kitchen,"Answer:

<choices>
[1]. The garden.
[2].",Where was the apple before the hallway? 
97,hallway,"Answer:

<choices>
[a]. Before the kitchen.
[b",Where was the apple before the kitchen? 
98,bedroom,"Answer:

<choices>
[a]. The garden.
[b].",Where was the milk before the bathroom? 
99,bathroom,"Answer:

Available options:
(1). The kitchen.
(2).",Where was the milk before the bedroom? 
100,office,Answer:,Where was the milk before the bathroom? 
101,office,Answer:,Where was the milk before the bathroom? 
102,bedroom,Answer:,Where was the football before the office? 
103,bedroom,"Answer:

<choices>
<a id=""choice-1""></a",Where was the football before the office? 
104,office,"Answer:

<choices>
<i>The garden</i>
<",Where was the milk before the bathroom? 
105,hallway,"Answer:

Available options:
[i] the kitchen.
[ii]",Where was the football before the bathroom? 
106,garden,"Answer:

Available options:
[i] The kitchen.
[ii]",Where was the football before the hallway? 
107,garden,"Answer:

pick from the following.
[I] in the garden.",Where was the football before the hallway? 
108,hallway,"Answer:

Available options:
(1). Before the bedroom.
(2",Where was the apple before the bathroom? 
109,hallway,"Answer:

Explanation:",Where was the apple before the bathroom? 
110,garden,Answer:,Where was the apple before the hallway? 
111,garden,Answer:,Where was the apple before the hallway? 
112,hallway,Answer:,Where was the football before the kitchen? 
113,hallway,"Answer:

<solution>
The answer is: Before the kitchen the football was",Where was the football before the kitchen? 
114,kitchen,"Answer:

<solution>
The answer is: before the garden

</",Where was the apple before the garden? 
115,hallway,"Answer:

<choices>
[a]. Binoto's hostelry.",Where was the milk before the bathroom? 
116,hallway,"Answer:

<choices>
i. the kitchen
ii. the garden",Where was the milk before the bathroom? 
117,hallway,"Answer: <choices>
<a>The garden</a>
<b>",Where was the milk before the bathroom? 
118,bedroom,Answer:,Where was the football before the office? 
119,bedroom,Answer:,Where was the football before the office? 
120,garden,"Answer:

<choices>
[1]. The garden.
[2].",Where was the apple before the kitchen? 
121,garden,"Answer:

<choices>
[i] bathroom
[ii] bedroom",Where was the milk before the hallway? 
122,garden,"Answer:

<choices>
[a]. the garden.
[b].",Where was the milk before the hallway? 
123,garden,Answer:,Where was the milk before the hallway? 
124,office,"Answer: Before the garden, the apple was in the bathroom.

<context>",Where was the apple before the garden? 
125,kitchen,Answer:,Where was the milk before the garden? 
126,kitchen,Answer:,Where was the milk before the garden? 
127,kitchen,Answer:,Where was the milk before the garden? 
128,office,Answer:,Where was the apple before the kitchen? 
129,office,"Answer:
<context>

<context>

<context>",Where was the apple before the kitchen? 
130,garden,"Answer:

Explanation:",Where was the milk before the kitchen? 
131,bathroom,"Answer:

<choices>
<listing>
<item>
<",Where was the milk before the office? 
132,bathroom,"Answer:

<choices>
<!-- answer -->
<!-- answer",Where was the milk before the office? 
133,bathroom,Answer:,Where was the milk before the office? 
134,bathroom,"Answer:

Explanation:",Where was the apple before the hallway? 
135,garden,"Answer:

<solution>
The answer is: before the kitchen.
</",Where was the football before the kitchen? 
136,garden,Answer:,Where was the football before the kitchen? 
137,garden,"Answer: Before the kitchen the football was in the garden.

What is the name",Where was the football before the kitchen? 
138,bedroom,"Answer:

Available options:
(I). Before the bedroom.
(II",Where was the football before the garden? 
139,bedroom,"Answer:

<choices>
<i>The first location</i>",Where was the football before the garden? 
140,kitchen,"Answer:

<choices>
<i>The Sea Gull</i>",Where was the milk before the bedroom? 
141,kitchen,"Answer:

<choices>
<i>The kitchen</i>,<i",Where was the milk before the bedroom? 
142,kitchen,"Answer:

<solution>
The answer is: before the bedroom

</",Where was the milk before the bedroom? 
143,bathroom,"Answer:

Available options:
[i] the kitchen.
[ii]",Where was the football before the hallway? 
144,bathroom,"Answer: The football was in the garden.

Based on the context, is the",Where was the football before the hallway? 
145,office,"Answer:

<choices>
[a]. The kitchen.
[b].",Where was the football before the garden? 
146,garden,"Answer:

Available options:
(A). The hallway.
(B",Where was the football before the hallway? 
147,garden,Answer:,Where was the football before the hallway? 
148,garden,"Answer:

Available options:
(A). the bedroom.
(B).",Where was the football before the hallway? 
149,hallway,"Answer:

<solution>
The context states that Mary dropped the milk there.",Where was the milk before the kitchen? 
150,kitchen,"Answer:

<choices>
 * The garden
 * The bedroom
 * The",Where was the milk before the office? 
151,garden,"Answer:
<choices>
 <i>before the bedroom</i>
 <",Where was the apple before the bathroom? 
152,garden,"Answer:

<choices>
 * The bedroom
 * The garden
 * The",Where was the apple before the bathroom? 
153,bathroom,"Answer:

<choices>
[i] The bedroom.
[ii]",Where was the milk before the kitchen? 
154,bathroom,Answer:,Where was the milk before the kitchen? 
155,bathroom,"Answer:

<context>

<context>

<context>",Where was the apple before the office? 
156,bathroom,"Answer:
<choices>
<i>the ajoupa</i>",Where was the apple before the office? 
157,bedroom,"Answer:

Available options:
[1]. Before the bedroom.
[2",Where was the apple before the bathroom? 
158,bedroom,Answer:,Where was the apple before the bathroom? 
159,garden,"Answer:

<choices>
[a]. Before the hallway.
[",Where was the apple before the hallway? 
160,office,"Answer: Before the kitchen the football was in the bathroom.

Question: What is",Where was the football before the kitchen? 
161,office,"Answer:

<context>
The answer is: Before the bedroom the apple was",Where was the apple before the bedroom? 
162,office,"Answer:

<choices>
[a]. In the garden.
[b",Where was the football before the kitchen? 
163,garden,"Answer: The milk was in the bathroom.

Question: Where was the football before",Where was the milk before the office? 
164,bathroom,Answer:,Where was the milk before the bedroom? 
165,kitchen,"Answer: In the milk.

Question: What did Sandra do?

Answer",Where was the milk before the office? 
166,kitchen,"Answer:

<choices>
 (A). Bareilly
 (B).",Where was the milk before the office? 
167,kitchen,"Answer:

<solution>

<context>

<example>",Where was the milk before the office? 
168,kitchen,Answer:,Where was the milk before the garden? 
169,bedroom,"Answer:
<choices>
<i>The bedroom</i>
<i",Where was the milk before the kitchen? 
170,bathroom,"Answer:
<a href=""https://en.wikipedia.org/wiki/Foot",Where was the football before the kitchen? 
171,bathroom,Answer:,Where was the football before the kitchen? 
172,bathroom,Answer:,Where was the football before the office? 
173,bathroom,"Answer:

<choices>
i. the garden
ii. the hallway",Where was the football before the office? 
174,bathroom,Answer:,Where was the milk before the office? 
175,office,"OPTIONS:
[a]. The bedroom.
[b]. The garden.",Where was the football before the bedroom? 
176,bedroom,"Answer:

<choices>
<a id=""choice-1""></a",Where was the football before the garden? 
177,kitchen,"Answer:

<choices>
<i>The kitchen</i>,<i",Where was the football before the garden? 
178,kitchen,"Answer:

<choices>
<!-- answers: -->
<!--",Where was the football before the garden? 
179,hallway,"Answer:

<choices>
[a]. In the garden.
[b",Where was the football before the bedroom? 
180,garden,"Answer:

<choices>
[1]. The kitchen.
[2].",Where was the milk before the bedroom? 
181,bathroom,"Answer:

<choices>
<i>The office</i>
<",Where was the football before the office? 
182,bathroom,"Answer:

Explanation:",Where was the football before the office? 
183,bathroom,Answer:,Where was the football before the office? 
184,garden,Answer:,Where was the apple before the bathroom? 
185,bathroom,"Answer:

Explanation:",Where was the football before the hallway? 
186,bedroom,"Answer:

Available options:
[1]. The bathroom.
[2].",Where was the milk before the bathroom? 
187,kitchen,"Answer:

<choices>
<!-- answer -->
<!-- answer",Where was the apple before the office? 
188,garden,"Answer:

<choices>
<listing>
<item>The office",Where was the milk before the office? 
189,garden,Answer:,Where was the milk before the office? 
190,kitchen,"Answer:
<choices>
<!--<pre>
<!--<",Where was the football before the bathroom? 
191,hallway,"Answer:

<context>
<example>
<context>
<example",Where was the milk before the kitchen? 
192,bedroom,Answer:,Where was the football before the bathroom? 
193,hallway,"Answer:

<choices>
<!-- answers: --><!-- options",Where was the milk before the kitchen? 
194,hallway,Answer:,Where was the milk before the kitchen? 
195,hallway,"Answer:

<context>
<question>
<answer>
<context",Where was the apple before the office? 
196,bathroom,Answer:,Where was the apple before the office? 
197,bedroom,"Answer:

Explanation:",Where was the apple before the bathroom? 
198,bathroom,"Answer:

<choices>
<!-- TODO: Add choices here -->",Where was the apple before the office? 
199,kitchen,"OPTIONS:
[1]. The kitchen.
[2]. The bathroom.",Where was the milk before the garden? 
200,garden,"Answer:

Available options:
(A). The kitchen.
(B).",Where was the milk before the bedroom? 
201,bedroom,"Answer:

<choices>
<a id=""choice-1""></a",Where was the milk before the garden? 
202,bedroom,"Answer:

<choices>
[1]. The kitchen.
[2].",Where was the milk before the garden? 
203,bedroom,Answer:,Where was the milk before the garden? 
204,bathroom,Answer:,Where was the football before the bedroom? 
205,bedroom,"Answer:

Available options:
(1). The apple was in the garden.",Where was the apple before the garden? 
206,kitchen,"Answer:

<solution>
The answer is: Before the hallway.",Where was the apple before the hallway? 
207,kitchen,"Answer:

Explanation:",Where was the apple before the hallway? 
208,kitchen,"Answer:
<choices>
<i>The garden</i>,<br>",Where was the milk before the office? 
209,garden,"Answer:

<solution>
The answer is: The milk was discarded before the",Where was the milk before the kitchen? 
210,bathroom,"Answer:
<choices> <a href=""/answer/></a> <a",Where was the football before the hallway? 
211,hallway,"Answer:

Available options:
(A). The bathroom.
(B).",Where was the football before the kitchen? 
212,hallway,"Answer:

<choices>
<a id=""choice-1""></a",Where was the football before the kitchen? 
213,kitchen,"Answer:

<choices>
<a id=""choice-1""></a",Where was the milk before the garden? 
214,kitchen,"Answer:

<choices>
<a id=""choice-1""></a",Where was the milk before the bathroom? 
215,office,"Answer:

<choices>
<i>The garden</i>, <i",Where was the football before the hallway? 
216,hallway,Answer:,Where was the apple before the bedroom? 
217,hallway,Answer:,Where was the apple before the bedroom? 
218,hallway,"Answer:

Available options:
(A). in the bathroom.
(B",Where was the apple before the bedroom? 
219,kitchen,"Answer:

<choices>
[a]. Before the garden.
[b",Where was the apple before the garden? 
220,bedroom,"Answer:

<choices>
[a]. The garden.
[b].",Where was the milk before the garden? 
221,bedroom,Answer:,Where was the milk before the garden? 
222,bedroom,"Answer:

<choices>
[a]. kitchen;
[b]. bathroom",Where was the milk before the garden? 
223,bedroom,"Answer:

Available options:
[i] the garden
[ii] the",Where was the milk before the office? 
224,bedroom,"Answer:

<choices>
[i] The garden.
[ii]",Where was the milk before the office? 
225,bedroom,Answer:,Where was the milk before the hallway? 
226,bedroom,"Answer:

Explanation:",Where was the milk before the hallway? 
227,bedroom,"Answer:

<solution>
The answer is: The bedroom.

Explanation",Where was the milk before the hallway? 
228,hallway,"Answer:
<choices>
<i>The bedroom</i>
<i",Where was the apple before the bedroom? 
229,hallway,"Answer:

<choices>
<listing>
<item>
<",Where was the football before the bedroom? 
230,kitchen,"Answer:

<choices>
[a]. Before the bedroom.
[b",Where was the apple before the garden? 
231,kitchen,Answer:,Where was the apple before the garden? 
232,garden,"Answer:

<choices>
[1]. The bedroom.
[2].",Where was the football before the bedroom? 
233,hallway,"Answer:

Explanation:",Where was the milk before the kitchen? 
234,kitchen,"Answer:

<choices>
<i>The kitchen</i>
<",Where was the milk before the hallway? 
235,bedroom,"Answer: In the garden.

Question: What was the purpose of the letter to",Where was the milk before the office? 
236,bedroom,"Answer:

<choices>
  A). The garden.
  B). The kitchen",Where was the milk before the office? 
237,bedroom,"Answer:

<choices>
[a]. the kitchen.
[b].",Where was the milk before the office? 
238,bedroom,"Answer:

<choices>
<a id=""choice-1""></a",Where was the milk before the office? 
239,kitchen,Answer:,Where was the football before the bedroom? 
240,bathroom,"Answer:

<choices>
[i] The garden.
[ii]",Where was the football before the bedroom? 
241,bathroom,"Answer:

Explanation:",Where was the football before the bedroom? 
242,bathroom,Answer:,Where was the football before the garden? 
243,kitchen,"Answer:

Available options:
(1). The garden.
(2).",Where was the milk before the garden? 
244,office,Answer:,Where was the milk before the kitchen? 
245,bedroom,"Answer:

Explanation:",Where was the milk before the office? 
246,bedroom,"Answer:

Available options:
(1). The garden.
(2).",Where was the milk before the office? 
247,bedroom,"Answer:

Possible answers:
[A]. The garden.
[B].",Where was the milk before the office? 
248,kitchen,"Answer:

OPT:
[A]. bathroom
[B]. hallway",Where was the milk before the garden? 
249,kitchen,"Answer:

Available options:
(i). the bathroom.
(ii).",Where was the milk before the garden? 
250,hallway,"Answer:

<choices>
<!-- answers: -->
<!--",Where was the football before the bathroom? 
251,hallway,"Answer:

Available options:
(1). The garden.
(2).",Where was the football before the bathroom? 
252,hallway,"Answer:

Explanation:",Where was the football before the bathroom? 
253,bathroom,"Answer:

<choices>
<i>The bathroom</i>, <i",Where was the milk before the kitchen? 
254,garden,"Answer:

Explanation:",Where was the football before the hallway? 
255,bedroom,Answer:,Where was the apple before the kitchen? 
256,bathroom,"Answer: Before the hallway the apple was in the bathroom.

Context:",Where was the apple before the hallway? 
257,bathroom,"Answer:

<choices>
[a]. Landewednack.",Where was the apple before the hallway? 
258,bathroom,Answer:,Where was the apple before the hallway? 
259,bathroom,"Answer:

Available options:
[i] Before the bedroom.
[ii",Where was the apple before the hallway? 
260,hallway,"Answer:

Available options:
[i] Before the bathroom
[ii]",Where was the apple before the bathroom? 
261,office,"Answer:

OPT:
[i] The bathroom.
[ii] The",Where was the milk before the garden? 
262,bathroom,"Answer:

<choices>
i. The garden.
ii. The bathroom",Where was the milk before the office? 
263,bathroom,"Answer:

<choices>
<i>The garden</i>,<br",Where was the milk before the office? 
264,hallway,"Answer:

<choices>
<i>Before the bedroom</i>",Where was the football before the bedroom? 
265,bathroom,"Answer:

<choices>
[i] Bathroom.
[ii]",Where was the milk before the office? 
266,bathroom,Answer:,Where was the apple before the garden? 
267,bathroom,Answer:,Where was the apple before the garden? 
268,bathroom,"Answer:

<choices>
[1]. Before the garden the apple was in",Where was the apple before the garden? 
269,garden,"Answer:

<choices>
[a]. The garden.
[b].",Where was the football before the hallway? 
270,garden,"Answer:

<choices>
<i>A) The garden.</i",Where was the football before the kitchen? 
271,garden,Answer:,Where was the football before the kitchen? 
272,kitchen,Answer:,Where was the apple before the bathroom? 
273,bathroom,Answer:,Where was the apple before the hallway? 
274,bathroom,Answer:,Where was the apple before the office? 
275,office,"Answer:

<choices>
[i] Bathroom.
[ii]",Where was the football before the bedroom? 
276,kitchen,"Answer:

Available options:
[1]. Before the garden.
[2",Where was the football before the garden? 
277,bedroom,"Answer:

Available options:
[i] The garden.
[ii]",Where was the football before the hallway? 
278,bathroom,"Answer:

<choices>
<i>before the garden</i>",Where was the apple before the garden? 
279,office,"Answer:

<solution>
The answer is: before the bathroom

Explanation",Where was the apple before the bathroom? 
280,kitchen,"Answer:

<solution>
The answer is: Before the bedroom the apple was",Where was the apple before the bedroom? 
281,kitchen,"Answer:

<solution>
The answer is: Before the bedroom the apple was",Where was the apple before the bedroom? 
282,kitchen,Answer:,Where was the apple before the bedroom? 
283,hallway,Answer:,Where was the apple before the kitchen? 
284,office,Answer:,Where was the football before the kitchen? 
285,office,"Answer:

<choices>
i. Before the bathroom, the apple was in",Where was the apple before the bathroom? 
286,office,"Answer:

Explanation:",Where was the apple before the bathroom? 
287,bathroom,"Answer: In the bathroom.

Question: What was the apple in the bathroom doing",Where was the apple before the office? 
288,office,Answer:,Where was the milk before the bedroom? 
289,office,"Answer: _The bedroom_

Question: Who went back to the bedroom?",Where was the milk before the bedroom? 
290,garden,"Answer:

<choices>
<i>A) The garden.</i",Where was the football before the kitchen? 
291,garden,Answer:,Where was the football before the bathroom? 
292,garden,Answer:,Where was the football before the bathroom? 
293,hallway,"Answer:

<choices>
<a id=""choice-1""></a",Where was the football before the bedroom? 
294,bedroom,"Answer:

<solution>
The answer is: Before the hallway",Where was the football before the hallway? 
295,bedroom,Answer:,Where was the apple before the garden? 
296,garden,"Answer:
<option>The garden</option>
<option>The bedroom</",Where was the apple before the kitchen? 
297,kitchen,"Answer:

Available options:
(1). The garden.
(2).",Where was the milk before the bathroom? 
298,garden,Answer:,Where was the football before the bathroom? 
299,garden,"Answer:

<solution>
The answer is: Before the bathroom.
</",Where was the apple before the bathroom? 
300,hallway,Answer:,Where was the milk before the office? 
301,office,"Answer:

<context>
<question>
<answer>
<context",Where was the milk before the bathroom? 
302,office,"Answer:

<solution>
The answer is: Before the bathroom.
</",Where was the milk before the bathroom? 
303,office,"Answer:

<choices>
[i] The kitchen.
[ii]",Where was the milk before the bathroom? 
304,bedroom,"Answer:

<choices>
<i>The kitchen</i>
<",Where was the football before the office? 
305,hallway,"Answer:

<choices>
<a id=""choice-1""></a",Where was the football before the bathroom? 
306,hallway,"Answer:

Available options:
[i] The bathroom.
[ii]",Where was the football before the bathroom? 
307,hallway,"Answer:

<choices>
<i>The bathroom</i>
<",Where was the football before the bathroom? 
308,bathroom,"Answer:

<solution>
The answer is: before the hallway",Where was the milk before the hallway? 
309,garden,"Answer:

<choices>
<i>A) Bathroom</i>",Where was the apple before the hallway? 
310,office,Answer:,Where was the football before the bathroom? 
311,office,"Answer:

<list>
<item>
<description>
<context",Where was the football before the bathroom? 
312,bathroom,Answer:,Where was the football before the garden? 
313,hallway,Answer:,Where was the football before the bedroom? 
314,hallway,"Answer: Before the bedroom the football was in the bathroom.

Question: What is the",Where was the football before the bedroom? 
315,office,Answer:,Where was the milk before the hallway? 
316,office,"Answer:

<choices>
[1]. The kitchen.
[2].",Where was the milk before the hallway? 
317,kitchen,"Answer:

<choices>
<a id=""choice1""></a>",Where was the milk before the garden? 
318,kitchen,"Answer:

<choices>
<i>The kitchen</i>
<",Where was the milk before the garden? 
319,bedroom,"Answer:

<choices>
<a id=""choice-1""></a",Where was the milk before the office? 
320,garden,"Answer:

<solution>
The answer is: before the hallway",Where was the milk before the hallway? 
321,bedroom,Answer:,Where was the football before the bathroom? 
322,hallway,"Answer:
<option>The bathroom</option>

<short_answer>",Where was the milk before the bedroom? 
323,bedroom,"Answer:

<choices>
<i>The bathroom</i>
<",Where was the football before the bathroom? 
324,hallway,"Answer: Before the bedroom.

<context>

<question>",Where was the apple before the bedroom? 
325,bedroom,"Answer:

<choices>
<listing>
<item>
<",Where was the milk before the bathroom? 
326,bedroom,"Answer:

Available options:
[i] The bathroom.
[ii]",Where was the milk before the bathroom? 
327,office,"Answer:

<choices>
<!-- answer: bedroom -->
<!",Where was the apple before the bathroom? 
328,office,Answer:,Where was the apple before the bathroom? 
329,office,Answer:,Where was the apple before the bathroom? 
330,garden,"Answer:

Explanation:",Where was the football before the bedroom? 
331,garden,"Answer:

<solution>
The answer is: Mary put down the milk.",Where was the milk before the bedroom? 
332,garden,Answer:,Where was the milk before the bedroom? 
333,garden,"Answer:

Available options:
(1). Before the bedroom.
(2",Where was the football before the bedroom? 
334,garden,"Answer:

OPT:
[i] The bathroom.
[ii] The",Where was the football before the bedroom? 
335,office,"Answer:

<choices>
[a]. The garden.
[b].",Where was the milk before the garden? 
336,office,Answer:,Where was the milk before the garden? 
337,office,Answer:,Where was the apple before the kitchen? 
338,kitchen,Answer:,Where was the apple before the hallway? 
339,hallway,"Answer:

<choices>
<listing>
<item>
<",Where was the apple before the office? 
340,bathroom,"Answer:

<choices>
<i>The first location</i>,<",Where was the apple before the garden? 
341,bathroom,"Answer:

<choices>
<!-- answer the following question -->
<",Where was the apple before the garden? 
342,kitchen,"Answer:

Choose your answer from:
[A]. The bedroom.
[",Where was the milk before the garden? 
343,garden,"Answer:

<choices>
<i>A) The garden.</i",Where was the milk before the bathroom? 
344,kitchen,"Answer:

Explanation:",Where was the milk before the garden? 
345,bedroom,"Answer:

<choices>
[a]. The kitchen.
[b].",Where was the milk before the hallway? 
346,bedroom,"Answer:

<choices>
i. The garden
ii. The hallway",Where was the milk before the garden? 
347,bedroom,"OPTIONS:
[a]. not enough information.
[b]. the barn.",Where was the milk before the garden? 
348,bedroom,Answer:,Where was the milk before the garden? 
349,hallway,"Answer: Before the bathroom, the milk was in the garden.

Answer: Before the",Where was the milk before the bathroom? 
350,garden,Answer:,Where was the apple before the office? 
351,bathroom,Answer:,Where was the football before the garden? 
352,hallway,"Answer:

Explanation:",Where was the football before the bedroom? 
353,hallway,Answer:,Where was the football before the bedroom? 
354,hallway,Answer:,Where was the football before the garden? 
355,kitchen,Answer:,Where was the milk before the office? 
356,kitchen,"Answer:

<choices>
[a]. The kitchen.
[b].",Where was the milk before the office? 
357,kitchen,"Answer:

Available options:
[i] The kitchen.
[ii]",Where was the milk before the office? 
358,hallway,"Answer:

Available options:
(A). in the kitchen.
(B",Where was the football before the garden? 
359,bathroom,"Answer:

<choices>
[a]. in the garden.
[b",Where was the football before the garden? 
