,target,output,question
246,garden,Answer:,Where is Sandra? 
247,garden,Answer:,Where is Sandra? 
248,garden,Answer:,Where is Sandra? 
249,garden,Answer:,Where is Daniel? 
250,bedroom,Answer:,Where is Daniel? 
251,office,Answer:,Where is Mary? 
252,bathroom,"Answer:

<context>

<context>

<context>",Where is Daniel? 
253,bathroom,"Answer:

<solution>
Daniel moved to the bathroom.
</solution>",Where is Daniel? 
254,bedroom,Answer:,Where is John? 
255,bedroom,Answer:,Where is John? 
256,office,"Answer: The left foot.

Question: Where is the right foot?",Where is Sandra? 
257,office,"Answer: The most recent location of Sandra is balcony.

Based on the context,",Where is Sandra? 
258,kitchen,"Answer:

<choices>
<a id=""choice-1""></a",Where is Mary? 
259,garden,Answer:,Where is Mary? 
260,garden,Answer:,Where is Sandra? 
261,office,"Answer:

Explanation:",Where is Mary? 
262,hallway,"Answer:

<solution>
The answer is: balcony

Question: What",Where is Sandra? 
263,office,Answer:,Where is John? 
264,office,Answer:,Where is John? 
265,bathroom,Answer:,Where is Sandra? 
266,garden,Answer:,Where is Sandra? 
267,bedroom,Answer:,Where is Sandra? 
268,bathroom,Answer:,Where is John? 
269,bedroom,Answer:,Where is Daniel? 
270,kitchen,Answer:,Where is Daniel? 
271,office,"Answer:
<option>The kitchen
<option>The garage
<option>",Where is Sandra? 
272,office,"Answer:

Available options:
(1). in the kitchen.
(2",Where is Sandra? 
273,kitchen,Answer:,Where is Daniel? 
274,bathroom,Answer:,Where is Daniel? 
275,office,Answer:,Where is Sandra? 
276,kitchen,Answer:,Where is Daniel? 
277,hallway,Answer:,Where is Mary? 
278,office,Answer:,Where is John? 
279,bathroom,Answer:,Where is John? 
280,bathroom,Answer:,Where is Sandra? 
281,garden,"Answer:

<choices>
<i>The garden</i>,<br",Where is Daniel? 
282,office,"Answer:

Explanation:",Where is Sandra? 
283,office,"Answer:

<context>
The answer is: <context>
</context",Where is Sandra? 
284,garden,Answer:,Where is John? 
285,office,"Answer: The _chaise-lounge_

Based on the context,",Where is John? 
286,bathroom,"Answer:

<choices>
<option>The bathroom</option>
<",Where is Sandra? 
287,office,Answer:,Where is John? 
288,garden,"Answer:

OPT:

[i] The garden.
[ii]",Where is Daniel? 
289,bathroom,"Answer:

<choices>
<a id=""choice-1""></a",Where is Sandra? 
290,kitchen,"Answer:

<context>
""The Supervisor's office is here, and",Where is Mary? 
291,kitchen,"Answer:

Explanation:",Where is John? 
292,bedroom,"Answer:

OPT:
[i] The kitchen.
[ii] The",Where is John? 
293,kitchen,Answer:,Where is Mary? 
294,kitchen,Answer:,Where is John? 
295,garden,"Answer:

<choices>
<!-- TODO: Add choices here -->",Where is Sandra? 
296,garden,Answer:,Where is Daniel? 
297,hallway,"Answer:

<choices>
<i>The house</i>
<",Where is John? 
298,hallway,Answer:,Where is Mary? 
299,bathroom,"Answer:
<option>The bathroom

<context>

Answer:",Where is Mary? 
300,bathroom,"Answer: The most recent location of Mary is balcony.

<context>
The",Where is Mary? 
301,bathroom,"Answer:

Explanation:",Where is Mary? 
302,bathroom,Answer:,Where is Mary? 
303,office,Answer:,Where is John? 
304,hallway,Answer:,Where is Mary? 
305,garden,Answer:,Where is Daniel? 
306,bathroom,"Answer:

The most recent location of Daniel is balcony.

[Illustration",Where is Daniel? 
307,office,"Answer: The most recent location of Daniel is balcony.

Question: What is the",Where is Daniel? 
308,office,"Answer:

Explanation:",Where is Daniel? 
309,kitchen,"Answer:

Explanation:",Where is John? 
310,garden,Answer:,Where is Daniel? 
311,garden,Answer:,Where is Sandra? 
312,office,Answer:,Where is Daniel? 
313,bedroom,"Answer:

Explanation:",Where is Sandra? 
314,garden,Answer:,Where is John? 
315,office,Answer:,Where is Mary? 
316,bedroom,Answer:,Where is Daniel? 
317,office,"Answer:
<option>Rosemullion</option>

<context>",Where is Mary? 
318,office,Answer:,Where is Mary? 
319,garden,Answer:,Where is Daniel? 
320,garden,Answer:,Where is John? 
321,kitchen,"Answer:

Explanation:",Where is Sandra? 
322,kitchen,"Answer:
<option>The kitchen</option>
<option>The bathroom</",Where is Sandra? 
323,garden,"Answer:

<choices>
[i] garden
[ii] kitchen",Where is Daniel? 
324,garden,Answer:,Where is Daniel? 
325,bathroom,"Answer:

OPT:
[i] The bathroom
[ii] The kitchen",Where is Sandra? 
326,bedroom,"Answer:

Available options:
(A). in the kitchen.
(B",Where is John? 
327,garden,"Answer:

Explanation:",Where is Sandra? 
328,garden,Answer:,Where is Sandra? 
329,bedroom,Answer:,Where is Daniel? 
330,kitchen,"Answer:

<choices>
[1]. The kitchen.
[2].",Where is Sandra? 
331,office,"Answer:

Available options:
(A). Chicago
(B). Chicago",Where is John? 
332,kitchen,"Answer:

<solution>
Sandra is in the kitchen.
</solution",Where is Sandra? 
333,bedroom,Answer:,Where is Daniel? 
334,bedroom,Answer:,Where is Daniel? 
335,office,"Answer:

Based on the context, the correct answer is:

John is",Where is John? 
336,hallway,"Answer:

OPT:
[i] The hallway.
[ii]",Where is Daniel? 
337,office,Answer:,Where is Sandra? 
338,hallway,Answer:,Where is Sandra? 
339,hallway,Answer:,Where is Sandra? 
340,hallway,Answer:,Where is Mary? 
341,garden,Answer:,Where is Mary? 
342,office,"Answer: The most recent location of Daniel is balcony.

Based on the context,",Where is Daniel? 
343,kitchen,Answer:,Where is Sandra? 
344,garden,"Answer:

<solution>
Sandra went to the garden.
</solution",Where is Sandra? 
345,office,Answer:,Where is Mary? 
346,hallway,Answer:,Where is Daniel? 
347,hallway,"Answer:

<solution>
John went to the hallway.
</solution",Where is John? 
348,kitchen,Answer:,Where is Mary? 
349,kitchen,Answer:,Where is John? 
350,bedroom,Answer:,Where is Sandra? 
351,garden,Answer:,Where is John? 
352,garden,Answer:,Where is Sandra? 
353,bedroom,"Answer:

<choices>
[1]. The garden.
[2].",Where is Sandra? 
354,bedroom,Answer:,Where is Sandra? 
355,bathroom,"Answer:

<choices>
[a]. in the woods.
[b",Where is Sandra? 
356,office,Answer:,Where is John? 
357,hallway,Answer:,Where is Mary? 
358,garden,Answer:,Where is Mary? 
359,hallway,Answer:,Where is Mary? 
360,garden,,Where is Daniel? 
361,bathroom,"Answer:

<context>
_The last patrol was held at the camp._",Where is Daniel? 
362,garden,"Answer:

<context>
The context states that Cameron went back to the garden",Where is Mary? 
363,garden,Answer:,Where is John? 
364,garden,Answer:,Where is Daniel? 
365,garden,"Answer:

Explanation:",Where is Sandra? 
366,garden,"Answer:

<choices>
<i>The garden</i>
<",Where is Sandra? 
367,hallway,"Answer:

<solution>
The most recent location of Daniel is the hallway",Where is Daniel? 
368,hallway,Answer:,Where is Mary? 
369,hallway,"Answer:

Explanation:",Where is Daniel? 
370,hallway,"Answer:

OPT:
[i] The hallway
[ii] The",Where is Daniel? 
371,hallway,Answer:,Where is Daniel? 
372,garden,"Answer:

Explanation:",Where is Mary? 
373,garden,"Answer:

Explanation:",Where is Mary? 
374,office,"Answer: The answer is present in the context.

Question: What is the name",Where is Mary? 
375,bedroom,"Answer:

pick from the following.
[A]. balcony.
[B",Where is Mary? 
376,kitchen,"Answer:

Explanation:",Where is Sandra? 
377,bathroom,"Answer:

<choices>
<i>A) The kitchen.
<",Where is Sandra? 
378,bathroom,"Answer:

<context>

The answer to this question is:",Where is Sandra? 
379,bedroom,"Answer: The most recent location of John is the bathroom.

Is the answer correct",Where is John? 
380,bathroom,"Answer:

<context>
of Eadwine, 103",Where is Mary? 
381,bedroom,Answer:,Where is John? 
382,bedroom,"Answer:

<choices>
<a id=""choice-1""></a",Where is Mary? 
383,office,"Answer:

Explanation:",Where is Sandra? 
384,office,"Answer:

<context>
Mary went to the kitchen.
</context>",Where is Mary? 
385,kitchen,"Answer:

<choices>
<i>The kitchen</i>
<",Where is Sandra? 
386,office,"Answer:

Explanation:",Where is Mary? 
387,office,Answer:,Where is John? 
388,office,Answer:,Where is Mary? 
389,kitchen,Answer:,Where is Sandra? 
390,kitchen,"Answer:

<choices>
<i>A) New York</i>",Where is Mary? 
391,hallway,"Answer:

Explanation:",Where is Daniel? 
392,bathroom,Answer:,Where is Mary? 
393,bedroom,Answer:,Where is Mary? 
394,office,Answer:,Where is Sandra? 
395,office,Answer:,Where is Daniel? 
396,bedroom,Answer:,Where is Daniel? 
397,office,Answer:,Where is Daniel? 
398,bathroom,"Answer:

<choices>
I. The bathroom.
II. The bedroom",Where is Sandra? 
399,garden,"Answer:

<context>
Sandra moved to the bedroom.
</context",Where is Sandra? 
400,bedroom,Answer:,Where is John? 
401,garden,Answer:,Where is John? 
402,bedroom,"Answer:

<choices>
<i>A) The bathroom</i>",Where is John? 
403,kitchen,"Answer:
<context>
Sandra moved to the kitchen.
</context>",Where is Sandra? 
404,office,"OPTIONS:
- in the kitchen
- in the bathroom
- in the bedroom",Where is Sandra? 
405,kitchen,Answer:,Where is Daniel? 
406,hallway,"Answer:

<context>

<question>

<answer>",Where is Daniel? 
407,bedroom,"Answer:
<context>
The answer is: 
</context>",Where is Sandra? 
408,garden,"Answer:

<solution>
Mary went to the garden.
</solution>",Where is Mary? 
409,kitchen,"Answer:

<context>
Sandra went to the bathroom.
</context",Where is Sandra? 
410,bedroom,"Answer:
<context>
The most recent location of John is ""shop.""</",Where is John? 
411,garden,Answer:,Where is Sandra? 
412,bathroom,"Answer:

<choices>
[i] bathroom
[ii] bedroom",Where is Sandra? 
413,hallway,Answer:,Where is Daniel? 
414,office,"Answer:

<solution>
The answer is: The most recent location of Sandra",Where is Sandra? 
415,bedroom,Answer:,Where is Daniel? 
416,bedroom,Answer:,Where is Daniel? 
417,kitchen,Answer:,Where is John? 
418,hallway,Answer:,Where is Sandra? 
419,bathroom,Answer:,Where is Sandra? 
420,hallway,Answer:,Where is Sandra? 
421,hallway,"Answer:

<choices>
<choice>
<choice>
<choice",Where is Sandra? 
422,bathroom,Answer:,Where is Sandra? 
423,hallway,Answer:,Where is Daniel? 
424,bedroom,"Answer:

<choices>
[i] The bathroom
[ii] The",Where is Mary? 
425,kitchen,Answer:,Where is John? 
426,kitchen,"Answer: The kitchen

Based on the context, what is the most likely location for",Where is John? 
427,office,"Answer:

<choices>
[i] Shirt-Tail Bend",Where is John? 
428,bedroom,Answer:,Where is Sandra? 
429,bedroom,Answer:,Where is Sandra? 
430,office,"Answer:

<choices>
[a]. in the jungle.
[b",Where is John? 
431,kitchen,"Answer:

<choices>
<a id=""choice-1""></a",Where is John? 
432,kitchen,"Answer:

<choices>
[i] The kitchen.
[ii]",Where is Mary? 
433,kitchen,"OPTIONS:
[1]. in the garden.
[2]. in the kitchen",Where is Mary? 
434,office,Answer:,Where is Daniel? 
435,garden,Answer:,Where is Sandra? 
436,kitchen,Answer:,Where is Mary? 
437,bathroom,Answer:,Where is John? 
438,bedroom,"Answer:

Available options:
1). The garden.
2). The kitchen",Where is Daniel? 
439,garden,Answer:,Where is John? 
440,bedroom,"Answer:

<context>

<example>
Sandra went to the",Where is Sandra? 
441,hallway,Answer:,Where is Daniel? 
442,bathroom,Answer:,Where is Daniel? 
443,garden,Answer:,Where is Mary? 
444,bedroom,"Answer:

<choices>
<i>The hallway</i>, <",Where is Daniel? 
445,garden,"Answer: The first thing Daniel did was to go to the bedroom.

<context>",Where is Daniel? 
446,bedroom,Answer:,Where is Sandra? 
447,hallway,"Answer:

Explanation:",Where is Daniel? 
448,garden,Answer:,Where is Daniel? 
449,kitchen,Answer:,Where is Sandra? 
450,kitchen,"Answer:
<option>The kitchen</option>
<option>The bathroom</",Where is John? 
451,kitchen,"Answer:

Available options:
1). The most recent location of John is the",Where is John? 
452,kitchen,"Answer:

<choices>
[i] The kitchen.
[ii]",Where is Sandra? 
453,garden,"Answer:

Available options:
[i] kitchen
[ii] garden",Where is Sandra? 
454,bathroom,"Answer:

<choices>
<a href=""/answer"">A</a",Where is Sandra? 
455,kitchen,Answer:,Where is Sandra? 
456,bedroom,Answer:,Where is Mary? 
457,hallway,Answer:,Where is John? 
458,garden,Answer:,Where is John? 
459,hallway,Answer:,Where is Sandra? 
460,bathroom,"Answer: The most recent location of Alan is the shop.

Based on this passage",Where is Sandra? 
461,garden,"Answer:
<context>
The most recent location of Sandra is balcony.
</",Where is Sandra? 
462,bedroom,Answer:,Where is John? 
463,office,"Answer:

<context>
The most recent location of John is the shop.",Where is John? 
464,garden,Answer:,Where is John? 
465,garden,Answer:,Where is Sandra? 
466,bedroom,"Answer:
<context>

<context>

<context>",Where is Daniel? 
467,bedroom,Answer:,Where is Daniel? 
468,bedroom,Answer:,Where is Sandra? 
469,office,"Answer:

<choices>
<i>The cave</i>
<",Where is John? 
470,hallway,"Answer:

<choices>
<i>The most recent location of Mary</",Where is Mary? 
471,office,"Answer:

<choices>
<!-- correct answer is: <br>",Where is Mary? 
472,office,Answer:,Where is Mary? 
473,bathroom,"Answer:

<choices>
<i>The bathroom</i>,<br",Where is John? 
474,kitchen,Answer:,Where is John? 
475,garden,"Answer:

<context>

The answer to this question is:",Where is John? 
