,target,output,question
77,bathroom,Answer:,What is north of the office?
78,kitchen,,What is east of the garden?
79,hallway,"Answer:

<solution>

The kitchen is south of the bedroom.",What is the kitchen south of?
80,garden,"Answer:

<choices>
<!-- ++ -->
<!--",What is west of the office?
81,office,Answer: The bedroom is west of the kitchen.,What is the bedroom west of?
82,kitchen,"Answer: The hallway is south of the kitchen.

Question: What is the",What is the hallway south of?
83,garden,"Answer: garden

What is the location of the garden?

Options:",What is the office west of?
84,bathroom,Answer:,What is north of the hallway?
85,office,,What is west of the garden?
86,office,"Answer: wallis

What is the context?",What is west of the garden?
87,garden,Answer:,What is east of the bathroom?
88,bathroom,"Answer: Kirksville

What is the context?",What is north of the office?
89,kitchen,Answer:,What is the bedroom west of?
90,office,,What is the bathroom south of?
91,office,Answer:,What is east of the bedroom?
92,bedroom,Answer:,What is south of the office?
93,bathroom,Answer:,What is the garden west of?
94,garden,,What is the bedroom west of?
95,hallway,Answer:,What is north of the garden?
96,bedroom,Answer:,What is the kitchen west of?
97,kitchen,,What is west of the bedroom?
98,bathroom,,What is the kitchen north of?
99,garden,Answer: The garden is south of the office.,What is the office north of?
100,bedroom,"Answer: garden

What is the context?",What is east of the hallway?
101,kitchen,"Answer: garden

Is the following answer to the question correct?

Yes",What is south of the hallway?
102,bedroom,Answer:,What is the office west of?
103,bathroom,,What is the kitchen north of?
104,hallway,"Answer: garden

What is the context?",What is west of the bedroom?
105,bedroom,Answer:,What is west of the kitchen?
106,office,,What is the kitchen south of?
107,bathroom,,What is west of the garden?
108,bedroom,"Answer: The bedroom is north of the bathroom.

Based on the context, what",What is the bathroom south of?
109,bathroom,"Answer: garden

What is the answer to the above question?",What is the kitchen west of?
110,garden,"Answer: bedroom

What is the garden east of?
Answer: garden

What",What is the hallway west of?
111,hallway,"Answer: garden

What is the kitchen south of?",What is the kitchen south of?
112,office,Answer:,What is south of the bathroom?
113,hallway,"Answer: bedroom

What is the location of the bedroom?

Your answer:",What is the office west of?
114,bedroom,,What is the kitchen north of?
115,office,Answer:,What is the garden east of?
116,bedroom,Answer:,What is the hallway south of?
117,bedroom,Answer:,What is the garden west of?
118,hallway,"Answer: kitchen

Answer: The hallway is north of the kitchen.",What is north of the office?
119,office,,What is west of the hallway?
120,bedroom,,What is the bathroom north of?
121,kitchen,,What is the hallway north of?
122,office,,What is east of the bathroom?
123,bathroom,,What is north of the hallway?
124,bathroom,Answer:,What is the bedroom north of?
125,kitchen,"Answer: garden

What is the context?",What is west of the garden?
126,bathroom,"Answer: garden

<context>
The
question is: What is north of",What is north of the kitchen?
127,hallway,,What is the bedroom east of?
128,garden,Answer:,What is the bedroom south of?
129,hallway,Answer:,What is east of the bathroom?
130,garden,,What is the bedroom east of?
131,kitchen,,What is south of the bathroom?
132,kitchen,Answer:,What is east of the garden?
133,bathroom,"Answer: garden

[97] _The London Magazine_, 182",What is the hallway east of?
134,office,,What is the hallway east of?
135,kitchen,Answer: The garden is east of the kitchen.,What is the garden east of?
136,bathroom,Answer: The bathroom is north of the bedroom.,What is the bedroom south of?
137,hallway,Answer:,What is the garden east of?
138,kitchen,,What is south of the hallway?
139,hallway,,What is west of the kitchen?
140,kitchen,,What is north of the garden?
141,office,,What is the kitchen west of?
142,bathroom,Answer:,What is the kitchen north of?
143,bathroom,,What is east of the kitchen?
144,bathroom,,What is east of the garden?
145,kitchen,,What is the office south of?
146,hallway,,What is the kitchen north of?
147,hallway,,What is the bedroom west of?
148,bathroom,"Answer: Bathroom

Your answer:",What is the office west of?
149,hallway,"Answer: The office is south of the hallway.

Is this answer to the",What is the office south of?
150,bathroom,,What is north of the hallway?
151,garden,,What is the bathroom east of?
152,kitchen,,What is the bathroom east of?
153,hallway,"Answer: The bedroom

[Illustration]

[Illustration]",What is south of the kitchen?
154,hallway,"Answer: bedroom

What is the answer to this question?",What is south of the office?
155,garden,"Answer: garden

Your code should pass the following assertions:

```python",What is the bedroom west of?
156,office,Answer:,What is south of the bedroom?
157,bathroom,Answer:,What is north of the garden?
158,garden,,What is the bedroom east of?
159,bedroom,,What is south of the kitchen?
160,hallway,Answer:,What is the office south of?
161,bathroom,"Answer: The Pavilion

Answer: The bedroom

Answer: The Pavilion",What is north of the garden?
162,hallway,,What is east of the bathroom?
163,hallway,Answer:,What is the office east of?
164,bathroom,"Answer: The bathroom

[94] Ed. [95] L'",What is the office west of?
165,kitchen,,What is west of the bedroom?
166,office,,What is north of the hallway?
167,garden,,What is the office north of?
168,kitchen,,What is west of the hallway?
169,bedroom,,What is the garden south of?
170,hallway,"Answer: <DW64>

What is the context?",What is the bedroom north of?
171,bathroom,Answer:,What is the hallway west of?
172,kitchen,"Answer: <DW64>

What is the context?",What is north of the garden?
173,hallway,,What is the bathroom north of?
174,bathroom,Answer:,What is south of the office?
175,office,"Answer: The kitchen

[3] The ""Lord's Table"" is the name",What is east of the bathroom?
176,hallway,Answer:,What is the bedroom west of?
177,hallway,"Answer: north

What is the context?",What is the office south of?
178,kitchen,"Answer: garden

What is the context?",What is south of the office?
179,bathroom,Answer:,What is the garden south of?
180,hallway,,What is the bedroom north of?
181,bathroom,"Answer: <DW53>s

Answer: <DW53",What is east of the hallway?
182,bedroom,Answer:,What is the hallway west of?
183,bathroom,,What is south of the garden?
184,bedroom,Answer:,What is the office west of?
185,bathroom,"Answer: ""garden""

Is this answer to the question correct?",What is west of the bedroom?
186,garden,"Answer:

<answer>
The office is west of the bathroom.
</answer",What is the office west of?
187,garden,,What is south of the bedroom?
188,kitchen,"Answer: garden

Answer: kitchen

Answer: bedroom

Answer: G",What is south of the office?
189,hallway,Answer:,What is east of the bathroom?
190,bathroom,,What is the kitchen east of?
191,bathroom,Answer:,What is the office east of?
192,bedroom,Answer:,What is the office south of?
193,office,,What is the kitchen south of?
194,bedroom,Answer:,What is east of the garden?
195,office,Answer:,What is east of the bathroom?
196,kitchen,Answer:,What is north of the hallway?
197,office,,What is the kitchen south of?
198,garden,Answer:,What is south of the hallway?
199,kitchen,"Answer:
<i>The bathroom</i>",What is the bathroom south of?
200,bedroom,Answer:,What is the hallway south of?
201,hallway,,What is east of the garden?
202,office,,What is the bathroom north of?
203,kitchen,"Answer: ""garden""

What is the kitchen south of?

Answer",What is west of the hallway?
204,office,,What is the bathroom east of?
205,garden,,What is the bedroom east of?
206,garden,"Answer: The garden

Answer: The garden

Answer: The garden",What is the office north of?
207,garden,"Answer:
<context>
The office is north of the garden.
</context>",What is the office north of?
208,garden,Answer:,What is south of the office?
209,bathroom,,What is south of the kitchen?
210,office,,What is south of the bedroom?
211,kitchen,Answer:,What is the office east of?
212,office,"Answer: _garden_

<context>

<example>",What is west of the bedroom?
213,hallway,,What is the bedroom south of?
214,hallway,"Answer:
<solution>
The kitchen is south of the hallway.",What is the kitchen south of?
215,bedroom,"Answer: The bathroom

Your answer:",What is west of the hallway?
216,bedroom,,What is west of the office?
217,hallway,,What is east of the bathroom?
218,office,,What is the garden south of?
219,hallway,,What is east of the office?
220,office,,What is south of the bedroom?
221,kitchen,,What is west of the bedroom?
222,kitchen,"Answer: garden

<context>
And--and--the Magnet with my first",What is west of the garden?
223,bedroom,Answer:,What is the bathroom west of?
224,kitchen,"Answer: east

Answer: east

Answer: east

Answer: east",What is the office west of?
225,hallway,,What is the garden east of?
226,hallway,"Answer: garden

Is the answer to the above question is ""The garden is north",What is north of the kitchen?
227,kitchen,,What is the garden north of?
228,hallway,,What is the garden north of?
229,kitchen,"Answer: garden

Is the answer ""garden"" correct?

OPT:",What is west of the bedroom?
230,garden,,What is north of the hallway?
231,garden,Answer:,What is the hallway west of?
232,hallway,,What is the bathroom east of?
233,bedroom,,What is the kitchen south of?
234,bathroom,,What is the office west of?
235,kitchen,"Answer: garden

**Please answer this question**: What is east of the bedroom",What is east of the bedroom?
236,office,"Answer: garden

Answer: garden

Answer: garden

Answer: garden",What is east of the bedroom?
237,bathroom,,What is east of the kitchen?
238,bedroom,"Answer: garden

What is the context?",What is west of the kitchen?
239,office,,What is the kitchen north of?
240,garden,"Answer: garden

What is the context?",What is north of the bedroom?
241,bathroom,Answer:,What is east of the kitchen?
242,office,"Answer:

<solution>

The answer is: north of the garden",What is north of the garden?
243,bedroom,,What is the hallway south of?
244,office,,What is the kitchen west of?
245,garden,,What is south of the bedroom?
246,garden,,What is west of the office?
247,kitchen,,What is the garden north of?
248,office,Answer:,What is west of the kitchen?
249,bedroom,Answer: The bedroom is west of the hallway.,What is the hallway west of?
250,office,,What is south of the bathroom?
251,kitchen,"Answer: garden

What is the context?",What is west of the bedroom?
252,office,"Answer: The kitchen

Islington, May 15. _Athelney",What is the hallway north of?
253,bedroom,,What is east of the hallway?
254,office,,What is south of the bathroom?
255,hallway,Answer: The hallway is south of the bedroom.,What is the bedroom north of?
256,bathroom,,What is the garden east of?
257,kitchen,,What is the bathroom north of?
258,kitchen,"Answer: garden

<context>
The question is sometimes asked, whether the State can",What is west of the bedroom?
259,garden,"Answer:
<solution>
<context>
(1) The garden is west of",What is the hallway east of?
260,kitchen,,What is south of the garden?
261,hallway,Answer:,What is the bedroom east of?
262,garden,Answer:,What is west of the office?
263,office,Answer:,What is north of the kitchen?
264,garden,Answer:,What is the office north of?
265,kitchen,,What is north of the office?
266,garden,"Answer: garden

What is the context for this question?",What is south of the bedroom?
267,hallway,,What is the garden north of?
268,garden,"Answer: 29

<example>
The bedroom is east of the kitchen.",What is the bedroom east of?
269,bedroom,,What is west of the hallway?
270,bathroom,"Answer:

<context>
The answer is: east of the hallway",What is east of the hallway?
271,kitchen,Answer:,What is the bedroom south of?
272,hallway,Answer:,What is east of the garden?
273,kitchen,"Answer: bedroom

What is the kitchen south of?

Answer: garden",What is the hallway south of?
274,office,Answer:,What is the bathroom east of?
275,bedroom,"Answer: the garden

What is the context?",What is the garden south of?
276,bathroom,,What is the kitchen west of?
277,bathroom,"Answer:
<solution>
The bathroom is east of the garden.",What is east of the garden?
278,bedroom,,What is south of the bathroom?
279,office,,What is the bedroom west of?
280,hallway,Answer:,What is north of the garden?
281,hallway,Answer:,What is west of the office?
282,hallway,Answer:,What is east of the bathroom?
283,kitchen,Answer:,What is west of the bedroom?
284,garden,"Answer:
<solution>
The answer is north of the office.
</solution>",What is north of the office?
285,garden,,What is the hallway south of?
286,hallway,,What is the garden east of?
287,bathroom,"Answer: garden

Is the following answer to the question ""What is east of the",What is east of the bedroom?
288,garden,,What is east of the office?
289,office,,What is the garden west of?
290,garden,,What is east of the bathroom?
291,garden,Answer:,What is the bedroom west of?
292,garden,,What is west of the kitchen?
293,office,,What is west of the bathroom?
294,bathroom,,What is south of the bedroom?
295,bathroom,,What is south of the bedroom?
296,bathroom,"Answer: garden

Is the answer to the question is ""The kitchen is south of",What is the kitchen south of?
297,office,"Answer: garden

What is the context?",What is east of the kitchen?
298,hallway,"Answer: garden

**Please answer this question**: What is the location of the",What is north of the kitchen?
299,kitchen,,What is the bathroom east of?
300,hallway,,What is west of the bathroom?
301,office,,What is south of the hallway?
302,bathroom,Answer:,What is the hallway west of?
303,bedroom,Answer: The bathroom is west of the bedroom.,What is east of the bathroom?
304,garden,,What is the office south of?
305,bedroom,,What is east of the office?
306,bedroom,,What is north of the hallway?
307,garden,,What is the office east of?
308,kitchen,"Answer:
<context>
<example>
<example>
<example>",What is the hallway west of?
309,garden,Answer:,What is west of the bathroom?
310,garden,Answer:,What is the kitchen west of?
311,bedroom,"Answer:
<i>The garden</i>",What is the office west of?
312,bathroom,"Answer: garden

<example>
The man was a man of great
intelligence",What is east of the garden?
313,bathroom,"Answer: The bathroom

Is the answer to the question ""What is east of the",What is east of the kitchen?
314,kitchen,"Answer: Tintagel Castle

Answer: Tintagel Castle",What is the garden north of?
315,kitchen,Answer:,What is west of the hallway?
316,office,Answer:,What is east of the garden?
317,office,"Answer: garden

What is the kitchen south of?",What is the hallway west of?
318,bedroom,Answer:,What is east of the garden?
319,hallway,Answer:,What is the garden east of?
320,bedroom,Answer:,What is the office west of?
321,hallway,Answer:,What is the bathroom west of?
322,bathroom,Answer:,What is the bedroom north of?
323,garden,,What is the bedroom east of?
324,bathroom,Answer:,What is the garden west of?
325,hallway,Answer:,What is south of the garden?
326,hallway,,What is south of the office?
327,kitchen,,What is the garden east of?
328,bathroom,,What is the garden west of?
329,office,,What is the bathroom west of?
330,hallway,,What is west of the garden?
331,bathroom,,What is south of the hallway?
332,hallway,,What is the bedroom east of?
333,kitchen,Answer:,What is the bedroom south of?
334,kitchen,Answer:,What is the garden south of?
335,bathroom,Answer:,What is west of the office?
336,garden,Answer:,What is south of the bathroom?
337,bathroom,"Answer:

Explanation:",What is west of the garden?
338,bathroom,Answer:,What is north of the office?
339,garden,"Answer: The garden

What is the value of the index number?",What is east of the office?
340,bathroom,"Answer: garden

What is the context?",What is west of the kitchen?
341,office,,What is the garden south of?
342,hallway,Answer:,What is west of the bedroom?
343,bedroom,Answer:,What is south of the hallway?
344,garden,,What is the hallway east of?
345,hallway,"Answer: The kitchen

[37] The lime sent to Negapatam",What is north of the kitchen?
346,garden,"Answer: The garden

Your answer:",What is west of the office?
347,bathroom,"Answer: Mill Springs

Is the answer to the above question is ""The kitchen is",What is the office west of?
348,bathroom,Answer:,What is the garden north of?
349,garden,Answer:,What is the office south of?
350,garden,"Answer: garden

Is the answer to the above question is ""south of"" correct",What is the hallway north of?
351,hallway,"Answer:

<solution>
The kitchen is west of the bedroom.",What is the kitchen west of?
352,bathroom,,What is north of the hallway?
353,bedroom,,What is the kitchen north of?
354,bathroom,Answer:,What is the kitchen south of?
355,bedroom,"Answer:

<solution>

<history>

<context>",What is north of the office?
356,hallway,"Answer: The hallway

What is west of the bathroom?

Answer:",What is east of the bathroom?
357,kitchen,"Answer: garden

Is this answer to the question correct?

OPT:",What is south of the hallway?
358,hallway,"Answer: St Eustache

<context>
The 'battle' of",What is west of the office?
359,bedroom,"Answer:
<solution>
The Raad is the legislative body of the Boer Republic",What is the office north of?
360,kitchen,Answer:,What is north of the garden?
361,hallway,Answer:,What is the garden east of?
362,bathroom,,What is the kitchen west of?
363,garden,,What is the hallway east of?
364,bedroom,"Answer: <br>
<br>
<br>
<br>",What is south of the office?
365,bathroom,,What is the office west of?
366,hallway,"Answer: garden

<context>
The hallway is east of the bedroom.",What is east of the bedroom?
367,garden,"Answer: garden

Answer: garden

Answer: garden

Answer: garden",What is west of the bedroom?
368,kitchen,"Answer:
<context>
The bathroom is west of the kitchen.",What is the bathroom west of?
369,bathroom,"Answer: bathroom

What is the context?",What is north of the bedroom?
370,bathroom,,What is the garden south of?
371,bathroom,"Answer: garden

What is the kitchen east of?

Answer: bedroom",What is the hallway west of?
372,office,"Answer: bathroom

Your answer:",What is the hallway east of?
373,office,"Answer: garden

What is the context?

OPT:
[1].",What is east of the kitchen?
374,bathroom,Answer:,What is north of the kitchen?
375,office,Answer:,What is west of the bathroom?
376,kitchen,Answer:,What is the office west of?
377,garden,,What is south of the bedroom?
378,garden,"Answer: garden

What is the kitchen south of?

Your answer:",What is north of the kitchen?
379,office,Answer:,What is the bedroom south of?
380,kitchen,Answer: The garden is north of the office.,What is the office north of?
381,hallway,,What is the bedroom west of?
382,bathroom,Answer:,What is west of the office?
383,bedroom,,What is the garden south of?
384,office,"Answer:

<choices>
<i>The bedroom</i>
<",What is north of the bathroom?
385,bedroom,,What is east of the garden?
386,bathroom,,What is the kitchen east of?
387,bedroom,,What is the garden south of?
388,bedroom,Answer:,What is the office south of?
389,hallway,,What is south of the bedroom?
390,kitchen,Answer:,What is the hallway north of?
391,bathroom,,What is north of the garden?
392,kitchen,"Answer: garden

What is the context?",What is west of the garden?
393,garden,Answer:,What is south of the hallway?
394,bedroom,Answer:,What is the office east of?
395,bathroom,,What is the garden south of?
396,bedroom,Answer:,What is the office west of?
397,bedroom,Answer:,What is west of the bathroom?
398,kitchen,Answer:,What is west of the office?
399,hallway,Answer:,What is north of the garden?
400,office,Answer:,What is south of the bathroom?
401,garden,Answer:,What is west of the office?
402,hallway,"Answer:

Available options:
(A). west of the kitchen.
(",What is the bedroom east of?
403,bathroom,Answer:,What is the office west of?
404,bedroom,"Answer: The bathroom

<example>
The house was built of stone, and the",What is north of the garden?
405,hallway,"Answer:
<i>The garden is north of the bedroom.</i>",What is the bedroom north of?
406,bathroom,,What is west of the hallway?
407,bedroom,,What is the bathroom east of?
408,bedroom,Answer:,What is the office east of?
409,garden,"Answer: garden

<context>
The captain was a man of great
intellig",What is south of the bathroom?
410,bathroom,Answer:,What is north of the office?
411,hallway,Answer:,What is north of the kitchen?
412,office,Answer:,What is the bathroom south of?
413,bathroom,,What is the bedroom north of?
414,kitchen,"Answer: The bedroom is west of the kitchen.

Question: What is west of",What is the bathroom west of?
415,garden,,What is the hallway north of?
416,hallway,"Answer: garden

Is the question answered correctly?

OPT:
(A",What is south of the bathroom?
417,bathroom,"Answer: the bathroom

Is this answer to the question plausible?

OPT:",What is the hallway north of?
418,hallway,"Answer: bathroom

Answer: The hallway is south of the bathroom.",What is the office south of?
419,office,"Answer: the kitchen

[1] The Adventures of Oliver and Company, by G",What is the hallway east of?
420,kitchen,Answer:,What is east of the bathroom?
421,hallway,Answer:,What is north of the office?
422,kitchen,Answer:,What is the bedroom west of?
423,office,Answer:,What is the garden west of?
424,garden,,What is the kitchen east of?
425,office,"Answer: The bedroom is south of the kitchen.

Question: What is west of",What is the bedroom south of?
426,bathroom,,What is the hallway south of?
427,office,"Answer: the garden

What is the bathroom located in relation to the garden?",What is north of the bathroom?
428,hallway,,What is the garden north of?
429,bedroom,,What is the kitchen east of?
430,kitchen,"Answer: garden

What is the answer to this question based on the passage?",What is east of the bedroom?
431,bedroom,Answer:,What is south of the bathroom?
432,kitchen,"Answer: kitchen

Answer: The kitchen is south of the hallway.",What is the hallway south of?
433,kitchen,"Answer: the kitchen

Is this answer to the question correct?

OPT:",What is west of the office?
434,garden,,What is north of the kitchen?
435,bathroom,Answer:,What is the bedroom south of?
436,garden,"Answer: garden

What is the kitchen south of?",What is west of the kitchen?
437,bathroom,Answer:,What is the bedroom east of?
438,bedroom,Answer:,What is the bathroom west of?
439,garden,Answer:,What is the office south of?
440,bathroom,Answer:,What is the kitchen east of?
441,kitchen,Answer:,What is the hallway east of?
442,bedroom,"Answer: The bedroom

What is the context?",What is south of the office?
443,bedroom,Answer:,What is the garden south of?
444,bathroom,,What is south of the office?
445,bedroom,,What is east of the bathroom?
446,office,,What is the kitchen east of?
447,bathroom,,What is the kitchen south of?
448,garden,"Answer: garden

What is the answer to this question based on the context?",What is west of the hallway?
449,garden,Answer:,What is the bathroom south of?
450,hallway,"Answer:
<context>
The answer to this question is: The bedroom
</",What is north of the office?
451,hallway,Answer:,What is south of the bathroom?
452,office,Answer:,What is south of the bedroom?
453,garden,Answer:,What is east of the hallway?
454,bedroom,Answer:,What is the office south of?
455,kitchen,Answer:,What is west of the hallway?
456,kitchen,,What is south of the garden?
457,bedroom,Answer:,What is east of the hallway?
458,bedroom,Answer:,What is south of the kitchen?
459,kitchen,Answer:,What is the hallway west of?
460,bedroom,"Answer: garden

What is the context?",What is west of the hallway?
461,kitchen,,What is the garden west of?
462,hallway,,What is east of the bathroom?
463,office,Answer:,What is west of the garden?
464,garden,Answer:,What is west of the bathroom?
465,office,Answer:,What is the garden north of?
466,garden,Answer: The garden is west of the garden.,What is west of the office?
467,office,Answer:,What is the bedroom east of?
468,kitchen,"Answer: garden

What is the context?",What is south of the bedroom?
469,hallway,,What is the bathroom north of?
470,bedroom,,What is west of the kitchen?
471,office,,What is west of the garden?
472,bathroom,Answer:,What is east of the hallway?
473,bathroom,"Answer:

<solution>
The garden is west of the bedroom.
</",What is the garden west of?
474,bedroom,,What is east of the office?
475,hallway,,What is the office west of?
476,bathroom,"Answer: garden

Answer: The bedroom is south of the kitchen.

Answer",What is the bedroom south of?
477,kitchen,"Answer: The kitchen

Is this answer to the question correct?

OPT:",What is west of the bathroom?
478,office,Answer:,What is the garden north of?
479,kitchen,"Answer: The kitchen

<example>
The house is south of the garden. The",What is north of the garden?
480,bedroom,"Answer: garden

What is the context?",What is west of the kitchen?
481,bathroom,"Answer: garden

Answer: The answer is: garden

Is the above reasoning correct",What is south of the hallway?
482,hallway,,What is north of the kitchen?
483,garden,,What is north of the office?
484,bedroom,Answer: The kitchen is east of the bedroom.,What is the kitchen east of?
485,garden,"Answer: garden

<context>
And the second is, That although they did divers",What is east of the hallway?
486,bedroom,"Answer: garden

Your code should pass the following assertions:
```python
assert answer",What is south of the hallway?
487,hallway,"Answer: garden

What is west of the kitchen?

Answer: bathroom",What is east of the kitchen?
488,bathroom,Answer:,What is the office south of?
489,hallway,,What is the bedroom south of?
490,hallway,,What is north of the bathroom?
491,garden,,What is east of the bathroom?
492,garden,,What is south of the kitchen?
493,office,Answer:,What is south of the garden?
494,bedroom,,What is the office west of?
495,hallway,"Answer: garden

What is south of the bedroom?

Answer: garden",What is north of the bedroom?
496,office,,What is north of the bedroom?
497,bedroom,,What is the office north of?
498,kitchen,"Answer: The garden

Reverse engineering the question:

Given the context,",What is the office east of?
499,hallway,"Answer: north

Is this answer to the question plausible?

OPT:",What is the bathroom south of?
500,garden,Answer:,What is east of the hallway?
501,office,Answer:,What is east of the kitchen?
502,bedroom,,What is north of the garden?
503,hallway,"Answer:
<solution>
The bathroom is east of the bedroom.",What is the bathroom east of?
504,bedroom,,What is the hallway west of?
505,garden,"Answer: garden

What is the relationship between the kitchen and the garden?",What is west of the bathroom?
506,bedroom,,What is north of the office?
507,bedroom,,What is the hallway north of?
508,bathroom,,What is the garden north of?
509,office,"Answer: bathroom

<example>
The man is a man of the earth. The",What is the hallway east of?
510,kitchen,,What is south of the bedroom?
511,hallway,,What is the office east of?
512,hallway,,What is the garden north of?
513,garden,Answer:,What is north of the office?
514,garden,Answer:,What is the hallway north of?
515,bathroom,Answer:,What is the office north of?
516,garden,Answer:,What is west of the hallway?
517,office,,What is the bathroom south of?
518,office,Answer:,What is north of the hallway?
519,hallway,Answer:,What is east of the bathroom?
520,bathroom,"Answer: garden

What is the context?",What is south of the bedroom?
521,hallway,,What is west of the bathroom?
522,kitchen,,What is the bedroom south of?
523,garden,,What is west of the bedroom?
524,garden,"Answer: the office

Is this answer to the question correct?

OPT:",What is the office north of?
525,garden,"Answer: The garden

Is the above reasoning correct?",What is north of the bathroom?
526,office,Answer:,What is south of the garden?
527,bathroom,"Answer:

Explanation:",What is west of the garden?
528,garden,,What is the bedroom east of?
529,hallway,"Answer: The bedroom

What is the answer to this question based on the preceding passage",What is south of the office?
530,kitchen,Answer:,What is the garden south of?
531,hallway,Answer:,What is west of the bedroom?
532,office,"Answer:
<solution>
</solution>

<context>
Not more fur",What is the bedroom west of?
533,kitchen,,What is the garden east of?
534,garden,"Answer: garden

Is the answer ""bedroom""?

Your answer:",What is the bedroom south of?
535,kitchen,Answer:,What is the hallway east of?
536,garden,Answer:,What is the hallway east of?
537,bedroom,Answer:,What is the garden south of?
538,bedroom,"Answer: garden

<example>
The house is north of the garden. The garden",What is east of the garden?
539,kitchen,Answer:,What is the hallway west of?
540,hallway,,What is the bedroom east of?
541,hallway,"Answer:
<choices>
<!-- Your answer goes here -->
</choices",What is the bathroom south of?
542,garden,Answer:,What is north of the kitchen?
543,garden,Answer:,What is east of the kitchen?
544,office,Answer:,What is the bathroom north of?
545,hallway,Answer:,What is the office east of?
546,hallway,,What is the bedroom east of?
547,office,,What is north of the hallway?
548,bedroom,"Answer: garden

What is the millionaire's mother's name?

Answer",What is west of the kitchen?
549,hallway,Answer:,What is south of the bathroom?
550,office,,What is east of the hallway?
551,bathroom,Answer:,What is the hallway east of?
552,hallway,Answer:,What is north of the bedroom?
553,bedroom,,What is the garden south of?
554,office,"Answer: The _monochord_

<context>

<example>",What is south of the bedroom?
555,bathroom,Answer:,What is east of the garden?
556,kitchen,Answer:,What is west of the garden?
557,bathroom,,What is the bedroom east of?
558,garden,Answer: The bathroom is south of the kitchen.,What is the bathroom south of?
559,kitchen,Answer:,What is the garden west of?
560,bedroom,Answer:,What is the kitchen south of?
561,kitchen,Answer:,What is east of the office?
