,target,output,question
117,bedroom,Answer:,What is the garden west of?
118,hallway,"Answer:
<choices>
<i>The kitchen</i>
<i",What is north of the office?
119,office,Answer:,What is west of the hallway?
120,bedroom,Answer:,What is the bathroom north of?
121,kitchen,,What is the hallway north of?
122,office,"Answer:
<choices>
[a]. bathroom
[b]. kitchen
[",What is east of the bathroom?
123,bathroom,Answer:,What is north of the hallway?
124,bathroom,Answer:,What is the bedroom north of?
125,kitchen,"Answer:
<solution>
The answer is: The garden is west of the kitchen",What is west of the garden?
126,bathroom,Answer:,What is north of the kitchen?
127,hallway,Answer:,What is the bedroom east of?
128,garden,"Answer:

<solution>
The bedroom is south of the kitchen.
</",What is the bedroom south of?
129,hallway,Answer:,What is east of the bathroom?
130,garden,"Answer:
<a href=""https://en.wikipedia.org/wiki/B",What is the bedroom east of?
131,kitchen,Answer:,What is south of the bathroom?
132,kitchen,"OPTIONS:
[a]. the garden
[b]. the kitchen
[c",What is east of the garden?
133,bathroom,Answer:,What is the hallway east of?
134,office,Answer:,What is the hallway east of?
135,kitchen,Answer:,What is the garden east of?
136,bathroom,Answer:,What is the bedroom south of?
137,hallway,"Answer:

<choices>
[1]. The kitchen.
[2].",What is the garden east of?
138,kitchen,Answer:,What is south of the hallway?
139,hallway,"Answer: garden

Based on this paragraph, is the answer ""garden"" a",What is west of the kitchen?
140,kitchen,Answer:,What is north of the garden?
141,office,Answer:,What is the kitchen west of?
142,bathroom,Answer:,What is the kitchen north of?
143,bathroom,"Answer:

<context>

The kitchen is east of the bedroom.",What is east of the kitchen?
144,bathroom,"Answer:

A) The house
B) The kitchen
C) The bedroom",What is east of the garden?
145,kitchen,"Answer:

<choices>
<!--<context>
_Throwing",What is the office south of?
146,hallway,"Answer:

OPT:
[i] south of the kitchen.
[ii",What is the kitchen north of?
147,hallway,"Answer:

OPTIONS:
[i] south of the kitchen.
[",What is the bedroom west of?
148,bathroom,,What is the office west of?
149,hallway,Answer:,What is the office south of?
150,bathroom,Answer:,What is north of the hallway?
151,garden,"Answer:

Available options:
(i). south of the kitchen.
(",What is the bathroom east of?
152,kitchen,Answer:,What is the bathroom east of?
153,hallway,Answer:,What is south of the kitchen?
154,hallway,"Answer:

<choices>
<!-- TODO: Add the correct answer here",What is south of the office?
155,garden,"Answer:
<choices>
	<!-- answer: bedroom -->
</choices",What is the bedroom west of?
156,office,Answer:,What is south of the bedroom?
157,bathroom,"Answer: bathroom

Based on the paragraph, does the answer to the question make sense",What is north of the garden?
158,garden,"Answer:

<choices>
<i>south</i>,
<i",What is the bedroom east of?
159,bedroom,"Answer:

Available options:
(A). north of the kitchen.
(",What is south of the kitchen?
160,hallway,Answer:,What is the office south of?
161,bathroom,Answer:,What is north of the garden?
162,hallway,Answer:,What is east of the bathroom?
163,hallway,Answer:,What is the office east of?
164,bathroom,"Answer: The garden is west of the office.

<example>
The _Pat",What is the office west of?
165,kitchen,"Answer:
<choices> <a href=""/qampage/100",What is west of the bedroom?
166,office,"Answer:

<choices>
i. south of the kitchen.
ii.",What is north of the hallway?
167,garden,"Answer:
<choices>
<i>Rock Castle</i>
<i",What is the office north of?
168,kitchen,"Answer:

<list>
<item>
<description>The kitchen is",What is west of the hallway?
169,bedroom,"Answer:

<context>
The garden is south of the hallway.",What is the garden south of?
170,hallway,"Answer:

pick from the following.
[A]. south of the kitchen.",What is the bedroom north of?
171,bathroom,"Answer: The bedroom

Question: What is the kitchen south of?

Answer",What is the hallway west of?
172,kitchen,"Answer:

<context>
The answer is: north of the garden",What is north of the garden?
173,hallway,"Answer: south of the garden

Question: What is the bathroom south of?",What is the bathroom north of?
174,bathroom,"Answer:
<solution>
The answer is: The answer is: The answer is",What is south of the office?
175,office,"Answer:

<choices>
[i] Northumberland
[ii] Bath",What is east of the bathroom?
176,hallway,"Answer:

OPT:
[i] North of the kitchen.
[ii",What is the bedroom west of?
177,hallway,"Answer:

<choices>
<i>The kitchen</i>
<",What is the office south of?
178,kitchen,Answer:,What is south of the office?
179,bathroom,"Answer:

<choices>
<!-- Your answer goes here -->
</",What is the garden south of?
180,hallway,"Answer:

<choices>
<i>south of the bathroom</i>",What is the bedroom north of?
181,bathroom,"Answer: garden

Is the answer A or B?

OPT:
[",What is east of the hallway?
182,bedroom,Answer:,What is the hallway west of?
183,bathroom,"Answer:

<context>

<example>
The garden is south of",What is south of the garden?
184,bedroom,,What is the office west of?
185,bathroom,"Answer: The bathroom

Question: What is the kitchen?

Answer: South",What is west of the bedroom?
186,garden,,What is the office west of?
187,garden,"Answer:

<context>

Answer:

<context>",What is south of the bedroom?
188,kitchen,Answer:,What is south of the office?
189,hallway,Answer:,What is east of the bathroom?
190,bathroom,Answer:,What is the kitchen east of?
191,bathroom,Answer:,What is the office east of?
192,bedroom,"Answer:

<context>
The hallway is south of the office. The bedroom",What is the office south of?
193,office,"Answer:

<context>
The kitchen is south of the bedroom.
</",What is the kitchen south of?
194,bedroom,"Answer:

<context>
The garden is east of the hallway.",What is east of the garden?
195,office,Answer:,What is east of the bathroom?
196,kitchen,Answer:,What is north of the hallway?
197,office,"Answer:
<option>north of the kitchen</option>

Question: What",What is the kitchen south of?
198,garden,Answer:,What is south of the hallway?
199,kitchen,Answer:,What is the bathroom south of?
200,bedroom,"Answer:
<choices>
<i>The bedroom</i>
<i",What is the hallway south of?
201,hallway,"Answer:

Available options:
(A). hallway
(B). garden",What is east of the garden?
202,office,"Answer:
<a href=""https://en.wikipedia.org/wiki/B",What is the bathroom north of?
203,kitchen,"Answer:

<choices>
[a]. White Oak Swamp
[b",What is west of the hallway?
204,office,"Answer:

<choices>
[a]. Chickahominy.
[",What is the bathroom east of?
205,garden,Answer:,What is the bedroom east of?
206,garden,"Answer:

<choices> <i>The office is south of the kitchen.",What is the office north of?
207,garden,"Answer:
<choices> <i>Garden</i>, <i>House",What is the office north of?
208,garden,"Answer:

<list>
<item>
<description>The garden is",What is south of the office?
209,bathroom,"Answer:

<choices>
<!-- correct answer: south of the kitchen",What is south of the kitchen?
210,office,Answer:,What is south of the bedroom?
211,kitchen,"Answer:
<choices>
<!-- answer is ""office"" -->
<!",What is the office east of?
212,office,"Answer:

<solution>
<list>
<item>West of the",What is west of the bedroom?
213,hallway,"Answer:

<choices>
[a]. north of the kitchen.
[",What is the bedroom south of?
214,hallway,"Answer:

Available options:
(1). north of the kitchen.
(",What is the kitchen south of?
215,bedroom,Answer:,What is west of the hallway?
216,bedroom,Answer:,What is west of the office?
217,hallway,"Answer: The hallway

Question: What is west of the hallway?",What is east of the bathroom?
218,office,"Answer:

OPTIONS:
- Country Place taken for the Shooting Season.",What is the garden south of?
219,hallway,Answer:,What is east of the office?
220,office,"Answer:

<solution>

The answer is: south of the bedroom",What is south of the bedroom?
221,kitchen,Answer:,What is west of the bedroom?
222,kitchen,"OPTIONS:
[1]. The garden is west of the bathroom.
[2",What is west of the garden?
223,bedroom,"Answer:

OPT:
[i] Black Lane
[ii] Dragon Spring",What is the bathroom west of?
224,kitchen,Answer:,What is the office west of?
225,hallway,Answer:,What is the garden east of?
226,hallway,"Answer:
<choices>
<i>The hallway</i>
<",What is north of the kitchen?
227,kitchen,"Answer:

Available options:
[i] south of the kitchen.
[",What is the garden north of?
228,hallway,"Answer:

<choices>
<i>south</i>
<i",What is the garden north of?
229,kitchen,"Answer:

_The garden_

SCENE VI


<context",What is west of the bedroom?
230,garden,"Answer: garden

Question: What is west of the bedroom?

Answer:",What is north of the hallway?
231,garden,Answer:,What is the hallway west of?
232,hallway,Answer:,What is the bathroom east of?
233,bedroom,"Answer:

<context>
The kitchen is south of the bathroom. The '",What is the kitchen south of?
234,bathroom,"Possible answers:
[i] bathroom
[ii] office
[iii] bathroom",What is the office west of?
235,kitchen,Answer:,What is east of the bedroom?
236,office,"Answer:

Available options:
[i] The garden is west of the bedroom",What is east of the bedroom?
237,bathroom,Answer:,What is east of the kitchen?
238,bedroom,"Answer:

<choices>
i. The bedroom
ii. The garden",What is west of the kitchen?
239,office,"Answer:

<choices>
<i>The bedroom</i>
<",What is the kitchen north of?
240,garden,"Answer:

<choices>
<i>The garden</i>
<",What is north of the bedroom?
241,bathroom,"Answer:
<choices>
<i>The hallway</i>
<",What is east of the kitchen?
242,office,"Answer:
<choices>
<i>The bedroom</i>
<i",What is north of the garden?
243,bedroom,"Answer:

OPT:
[i] south of the kitchen.
[ii",What is the hallway south of?
244,office,"Answer:

<choices>
<i>north</i>,
<i",What is the kitchen west of?
245,garden,Answer:,What is south of the bedroom?
246,garden,Answer:,What is west of the office?
247,kitchen,"Answer:
<solution>
The garden is north of the kitchen.
</solution>",What is the garden north of?
248,office,"Answer:
<list>
<item>
<description>
<value>",What is west of the kitchen?
249,bedroom,"Answer:
<a href=""https://en.wikipedia.org/wiki/Hallway",What is the hallway west of?
250,office,Answer:,What is south of the bathroom?
251,kitchen,Answer:,What is west of the bedroom?
252,office,Answer:,What is the hallway north of?
253,bedroom,Answer:,What is east of the hallway?
254,office,Answer:,What is south of the bathroom?
255,hallway,"Answer:

OPT:
[1]. south of the kitchen.
[2",What is the bedroom north of?
256,bathroom,Answer:,What is the garden east of?
257,kitchen,"Answer:

<context>

<example>

The hallway is",What is the bathroom north of?
258,kitchen,Answer:,What is west of the bedroom?
259,garden,"Answer: The hallway is west of the office.

Question: What is the",What is the hallway east of?
260,kitchen,"Answer: The bedroom is south of the garden.

[38] The third",What is south of the garden?
261,hallway,Answer:,What is the bedroom east of?
262,garden,"Answer:

<choices>
<i>The</i>
<i",What is west of the office?
263,office,"Answer:

<list>
<item>
<description>
<source",What is north of the kitchen?
264,garden,Answer:,What is the office north of?
265,kitchen,"Answer:

<context>

<question>

<answer>",What is north of the office?
266,garden,"Answer:

<context>
The answer is:

<DW7",What is south of the bedroom?
267,hallway,"Answer:
<solution>The garden is north of the hallway.</solution>",What is the garden north of?
268,garden,"Answer:

<choices> <i>The bedroom is south of the kitchen.",What is the bedroom east of?
269,bedroom,"Answer:

Choose from:
[A]. kitchen.
[B]. bathroom",What is west of the hallway?
270,bathroom,Answer:,What is east of the hallway?
271,kitchen,"Answer:

<context>
The bedroom is south of the kitchen.
</",What is the bedroom south of?
272,hallway,Answer:,What is east of the garden?
273,kitchen,Answer:,What is the hallway south of?
274,office,"Answer:

<choices>
<i>The kitchen</i>
<",What is the bathroom east of?
275,bedroom,"Answer:

<choices>
<!-- Your answer goes here -->
</",What is the garden south of?
276,bathroom,"Answer:

OPT:
[i] south of
[ii] north of",What is the kitchen west of?
277,bathroom,"Answer:

Available options:
[i] west of the kitchen.
[",What is east of the garden?
278,bedroom,"Answer:

<choices> <a href=""/answer/>1. bedroom </",What is south of the bathroom?
279,office,"Answer:

<choices>
<i>north</i>, <i>",What is the bedroom west of?
280,hallway,"Answer:
<choices>
[1]. The bedroom is north of the kitchen.",What is north of the garden?
281,hallway,"Answer:
<solution>
<context>
<answer>
<context>",What is west of the office?
282,hallway,"Answer: The hallway

[Footnote 634: The 'l",What is east of the bathroom?
283,kitchen,"Answer:

<context>
The answer is: west of the bedroom",What is west of the bedroom?
284,garden,Your Answer:,What is north of the office?
285,garden,Answer:,What is the hallway south of?
286,hallway,Answer:,What is the garden east of?
287,bathroom,"Answer:
<solution>
The answer is: east of the bedroom.",What is east of the bedroom?
288,garden,Answer:,What is east of the office?
289,office,"Answer:

OPT:
[i] south of the kitchen.
[ii",What is the garden west of?
290,garden,"Answer:

<choices>
i. The bathroom
ii. The bedroom",What is east of the bathroom?
291,garden,,What is the bedroom west of?
292,garden,"Answer:

<choices>
[1]. south of the kitchen.
[",What is west of the kitchen?
293,office,Answer:,What is west of the bathroom?
294,bathroom,Answer:,What is south of the bedroom?
295,bathroom,"Answer:

<choices>
<i>north</i>, <i>",What is south of the bedroom?
296,bathroom,"Answer:

<1>

<2>

<3>",What is the kitchen south of?
297,office,Answer:,What is east of the kitchen?
298,hallway,"Answer:

Available options:
(A). garden
(B). garden",What is north of the kitchen?
299,kitchen,"Answer:

<choices>
[a]. Cedarville.
[",What is the bathroom east of?
300,hallway,"Answer:

Available options:
[i] woods
[ii] bushes",What is west of the bathroom?
301,office,"Answer:

<choices>
<i>The bedroom</i>
<",What is south of the hallway?
302,bathroom,"Answer:

<list>
<item>
<description>The hallway",What is the hallway west of?
303,bedroom,Answer: Ten thousand herds in dense array are seen. Aloft like columns propping up,What is east of the bathroom?
304,garden,"Answer:
<choices> <i>The garden</i> <i>The bedroom",What is the office south of?
305,bedroom,,What is east of the office?
306,bedroom,Answer:,What is north of the hallway?
307,garden,"Answer:
<solution>
The office east of is the Three Black Crows.",What is the office east of?
308,kitchen,Answer:,What is the hallway west of?
309,garden,"Answer: Gloucester

Based on the context, what is west of the bathroom?",What is west of the bathroom?
310,garden,"Answer:
<choices>
<i>south of the kitchen</i>,",What is the kitchen west of?
311,bedroom,Answer:,What is the office west of?
312,bathroom,Answer:,What is east of the garden?
313,bathroom,Answer:,What is east of the kitchen?
314,kitchen,"Answer:
<a href=""https://en.wikipedia.org/wiki/Gard",What is the garden north of?
315,kitchen,Answer:,What is west of the hallway?
316,office,,What is east of the garden?
317,office,Answer:,What is the hallway west of?
318,bedroom,"Answer:

<choices>
i. north
ii. south
iii.",What is east of the garden?
319,hallway,Answer:,What is the garden east of?
320,bedroom,Answer:,What is the office west of?
321,hallway,"Answer:

<choices>
[i] north
[ii] south",What is the bathroom west of?
322,bathroom,"Answer:
<choices> <a href=""https://en.wikipedia.org/wiki",What is the bedroom north of?
323,garden,,What is the bedroom east of?
324,bathroom,"Answer:

<context>
<example>
The garden is west of the",What is the garden west of?
325,hallway,"Answer:

<choices>
<!-- answer the question based on the context",What is south of the garden?
326,hallway,"Answer:

OPT:
[i] The bedroom is north of the kitchen.",What is south of the office?
327,kitchen,"Answer:

<choices>
i. south of the kitchen.
ii.",What is the garden east of?
328,bathroom,Answer:,What is the garden west of?
329,office,Answer:,What is the bathroom west of?
330,hallway,"Answer:

<context>

<example>
The hallway is south",What is west of the garden?
331,bathroom,"Answer:

<choices>
<a id=""choice-1""></a",What is south of the hallway?
332,hallway,"Answer:

<list>
<item>
<description>The bedroom is",What is the bedroom east of?
333,kitchen,Answer:,What is the bedroom south of?
334,kitchen,Answer:,What is the garden south of?
335,bathroom,"Answer:

<choices> + bathroom + bathroom
 + bathroom + bathroom
 +",What is west of the office?
336,garden,"Answer:

OPT:
[i] The garden
[ii] The bedroom",What is south of the bathroom?
337,bathroom,"Answer:

<choices>
<a id=""choice-1""></a",What is west of the garden?
338,bathroom,"Answer:

Available options:
(A). The bedroom is north of the kitchen",What is north of the office?
339,garden,"Answer:

Available options:
[i] The garden.
[ii]",What is east of the office?
340,bathroom,Answer:,What is west of the kitchen?
341,office,Answer:,What is the garden south of?
342,hallway,"Answer:
<choices> <a href=""https://en.wikipedia.org/",What is west of the bedroom?
343,bedroom,"Answer:

OPT:
- north of the kitchen.
- north of the",What is south of the hallway?
344,garden,"Answer:
<choices> <a href=""/gutenberg.php?file=",What is the hallway east of?
345,hallway,Answer:,What is north of the kitchen?
346,garden,"Answer:

<choices>
 + garden
 + kitchen
 + garden
 +",What is west of the office?
347,bathroom,Answer:,What is the office west of?
348,bathroom,"Answer:

<context>
The garden is south of the office.</context",What is the garden north of?
349,garden,"Answer:

OPTIONS:
- kitchen
- garden
- bedroom
-",What is the office south of?
350,garden,"Answer:

<list>
<item>
<description>The hallway",What is the hallway north of?
351,hallway,Answer:,What is the kitchen west of?
352,bathroom,"Answer:
<solution>
The answer is: north of the hallway",What is north of the hallway?
353,bedroom,"Answer:
<choices>
<i>south of the kitchen</i>",What is the kitchen north of?
354,bathroom,Answer:,What is the kitchen south of?
355,bedroom,"Answer:

<choices>
<i>The bedroom</i>
<",What is north of the office?
356,hallway,"Answer:

Available options:
[i] White Springs Hotel
[ii]",What is east of the bathroom?
357,kitchen,"Answer:

<choices> <a id=""choice1""></a>",What is south of the hallway?
358,hallway,Answer:,What is west of the office?
359,bedroom,"Answer:
<choices> <i>The kitchen</i> <i>The bedroom",What is the office north of?
360,kitchen,"Answer:

Available options:
(A). south of the garden.
(",What is north of the garden?
361,hallway,"Answer:

OPTIONS:
- west of the kitchen.
- south of",What is the garden east of?
362,bathroom,"Possible answers:
[i] The kitchen is south of the bedroom.
[ii]",What is the kitchen west of?
363,garden,"Answer:

<choices>
<i>south</i>
<i",What is the hallway east of?
364,bedroom,Answer:,What is south of the office?
365,bathroom,Answer:,What is the office west of?
366,hallway,"Answer:
<a href=""https://en.wikipedia.org/wiki/App",What is east of the bedroom?
367,garden,"Answer:

<solution>

<context>

<answer>",What is west of the bedroom?
368,kitchen,Answer:,What is the bathroom west of?
369,bathroom,"Answer:

<choices>
i. bathroom
ii. bathroom
iii.",What is north of the bedroom?
370,bathroom,"Answer:

<choices>
<i>north</i>
<i",What is the garden south of?
371,bathroom,Answer:,What is the hallway west of?
372,office,"Answer:
<a href=""https://en.wikipedia.org/wiki/Hallway",What is the hallway east of?
373,office,"Answer: The garden is north of the kitchen.

Is that a correct answer?",What is east of the kitchen?
374,bathroom,"Answer:
<context>
 The answer is: north of the kitchen.
</",What is north of the kitchen?
375,office,Answer:,What is west of the bathroom?
376,kitchen,"Possible answers:
[A]. garden
[B]. kitchen
[C]. office",What is the office west of?
377,garden,Answer:,What is south of the bedroom?
378,garden,"Answer: <i>The bedroom</i>

Is this answer correct?",What is north of the kitchen?
379,office,Answer:,What is the bedroom south of?
380,kitchen,"Answer:
<choices>
i. The office is south of the kitchen.
ii",What is the office north of?
381,hallway,Answer:,What is the bedroom west of?
382,bathroom,Answer:,What is west of the office?
383,bedroom,Answer:,What is the garden south of?
384,office,"Answer: bedroom

Based on this passage, what is north of the bathroom?",What is north of the bathroom?
385,bedroom,"Answer: The bedroom

Based on the paragraph, what is the bedroom located next to",What is east of the garden?
386,bathroom,Answer:,What is the kitchen east of?
387,bedroom,"Answer:

Available options:
(A). north of the kitchen.
(",What is the garden south of?
388,bedroom,Answer:,What is the office south of?
389,hallway,Answer:,What is south of the bedroom?
390,kitchen,"Answer: The hallway is south of the kitchen.

Question: What is the",What is the hallway north of?
391,bathroom,Answer:,What is north of the garden?
392,kitchen,Answer:,What is west of the garden?
393,garden,Answer:,What is south of the hallway?
394,bedroom,"Answer:
<a href=""https://en.wikipedia.org/wiki/Cleveland",What is the office east of?
395,bathroom,"Answer:

<choices>
i. north of the kitchen.
ii.",What is the garden south of?
396,bedroom,"Answer:

OPTIONS:
- St. Marvells
- St.",What is the office west of?
397,bedroom,Answer:,What is west of the bathroom?
398,kitchen,"Answer:

OPT:
[A]. Kitchen
[B]. West
[",What is west of the office?
399,hallway,Answer:,What is north of the garden?
400,office,,What is south of the bathroom?
401,garden,Answer:,What is west of the office?
402,hallway,Answer:,What is the bedroom east of?
403,bathroom,Answer:,What is the office west of?
404,bedroom,Answer:,What is north of the garden?
405,hallway,"Answer:
<choices>
<i>The kitchen</i>
<i",What is the bedroom north of?
406,bathroom,"Answer:
<choices>
<i>The garden</i>
<i",What is west of the hallway?
407,bedroom,Answer:,What is the bathroom east of?
408,bedroom,Answer:,What is the office east of?
409,garden,Answer:,What is south of the bathroom?
410,bathroom,"Possible answers:
[1]. The bedroom.
[2]. The kitchen.
[",What is north of the office?
411,hallway,Answer:,What is north of the kitchen?
412,office,"Answer:

[1] The Church of England, in her Prayer Book, has a",What is the bathroom south of?
413,bathroom,"Answer:

<context>
The bedroom is north of the kitchen.
</context",What is the bedroom north of?
414,kitchen,Answer:,What is the bathroom west of?
415,garden,Answer:,What is the hallway north of?
416,hallway,"Answer:

<choices>
<!-- answers: north, west, south",What is south of the bathroom?
417,bathroom,Answer:,What is the hallway north of?
418,hallway,"Answer: The hallway is south of the bathroom.

Question: What is the",What is the office south of?
419,office,Answer:,What is the hallway east of?
420,kitchen,"Answer:

Available options:
[i] Kitchen
[ii] Bathroom",What is east of the bathroom?
421,hallway,"Answer:

Available options:
[i] The bedroom is north of the office",What is north of the office?
422,kitchen,Answer:,What is the bedroom west of?
423,office,"Answer:

<context>
The garden is west of the bedroom.
</context",What is the garden west of?
424,garden,Answer:,What is the kitchen east of?
425,office,"Answer:

<choices>
i. north of the kitchen.
ii.",What is the bedroom south of?
426,bathroom,Answer:,What is the hallway south of?
