,target,output,question
24,Jeff,"Answer: Marcel Legay.

Question: What is the name of the cab",Who gave the apple? 
25,apple,"Answer: A little apple.

Question: What did Fred give to Jeff?",What did Jeff give to Fred? 
26,Fred,"Answer: The model.

Question: What was the apple?

Answer:",Who received the apple? 
27,Jeff,"Answer: Charles.

Question: What was the apple?

Answer: A",Who received the apple? 
28,Jeff,"Answer: Charles.

Question: What was the apple?

Answer: A",Who gave the apple? 
29,Fred,"Answer: <DW53>

Question: Who did Jeff give the apple",Who did Jeff give the apple to? 
30,Mary,"Answer: <DW53>

Question: What was the comet doing?",Who gave the milk? 
31,Bill,"Answer: The Microgaster.

Question: What is the Microgaster? Answer:",Who gave the milk? 
32,Bill,"Answer: The Microgaster.

Question: Who gave the paper to Bill?",Who gave the milk to Mary? 
33,milk,"Answer: Milk.

Question: What did Fred give to Mary?

Answer",What did Bill give to Mary? 
34,apple,"Answer: A pear.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
35,Jeff,"Answer: Papineau.

Question: Who did Fred give the milk to? Answer:",Who did Fred give the milk to? 
36,Jeff,"Answer: The French-Canadian.

Question: What did Fred give the milk to",Who did Fred give the milk to? 
37,milk,"Answer: The milk.

Question: What did Santa Maria say about the distance from",What did Jeff give to Mary? 
38,milk,"Answer: The milk.

Question: What did Fred give to Bill?",What did Jeff give to Mary? 
39,Fred,"Answer: Fred.

Question: What was the apple?

Answer: A",Who gave the apple? 
40,Mary,"Answer: Bill.

Question: What was the milk?

Answer: A",Who gave the milk? 
41,milk,"Answer: She gave him the milk.

Question: What did Fred give to Mary",What did Mary give to Fred? 
42,Jeff,"Answer: The Queen.

Question: Who gave the milk?

Answer:",Who gave the milk? 
43,Fred,"Answer: The Queen.

Question: Who gave the milk? Answer: The Queen.",Who received the milk? 
44,Mary,"Answer: The President of the ""Quat'z' Arts"" Ball.",Who gave the milk? 
45,Bill,"Answer: Bill.

Question: Who did Bill give the milk to?",Who did Mary give the milk to? 
46,milk,"Answer: Milk.

Question: What did Bill give to Mary?

Answer",What did Mary give to Bill? 
47,Mary,"Answer: Mary.

Question: What is the name of the fish?",Who gave the milk? 
48,Mary,"Answer: Mary.

Question: What did Mary give the milk to?",Who did Bill give the milk to? 
49,Bill,"Answer: Bill.

Question: Who went to the hallway?

Answer",Who gave the milk to Mary? 
50,Mary,"Answer: The writer of this book.

Question: Who gave the apple to Fred",Who gave the apple to Fred? 
51,Fred,"Answer: Fred.

Question: Who gave the apple to Mary?

Answer",Who gave the apple to Mary? 
52,apple,"Answer: Mary gave the apple to Fred.

Question: What did Fred give to",What did Fred give to Mary? 
53,apple,"Answer: A bottle of milk.

Question: What did Aggie give to Alfred",What did Mary give to Jeff? 
54,apple,"Answer: A watch.

Question: What did Aggie give to Jimmy?",What did Mary give to Jeff? 
55,Fred,"Answer: Bill.

Question: What did Bill do with the football?",Who received the football? 
56,football,"Answer: A football.

Question: What did Anna say she was going to do",What did Bill give to Fred? 
57,Bill,"Answer: Bill.

Question: What was the apple?

Answer: A",Who gave the apple? 
58,Bill,"Answer: Agricola.

Question: Who did Agricola give the apple",Who did Mary give the apple to? 
59,Jeff,"Answer: Dagobert.

Question: What did Dagobert say to his",Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff.

Question: What is the caterpillar of the cabbage?",Who did Bill give the apple to? 
61,Bill,"Answer: The White Butterfly.

Question: Who gave the egg to Jeff?",Who gave the apple to Jeff? 
62,Jeff,"Answer: The author of the story.

Question: Who gave the apple to Jeff",Who gave the apple to Bill? 
63,Bill,"Answer: Mary.

Question: Who gave the apple?

Answer: Jeff",Who received the apple? 
64,Mary,"Answer: Fred.

Question: Who put the football there?

Answer:",Who gave the milk? 
65,Mary,"<context>

Answer: The boy who was in the room with the boy who",Who gave the apple to Bill? 
66,Bill,"“Yes, three beds!” repeated Jimmie. “And they’re all in",Who did Mary give the apple to? 
67,Mary,"Answer: Mary

Question: Who did Bill give the apple to?

Answer",Who did Bill give the apple to? 
68,apple,"""I don't know,"" said Cyril, ""but I think you are right.",What did Bill give to Mary? 
69,Mary,"Answer: Mary

Question: What did Mary do with the apple?

Answer",Who did Bill give the apple to? 
70,apple,"Answer: A football.

Question: What did Carmen say to the woman who",What did Fred give to Jeff? 
71,Jeff,"Answer: The girl.

Question: Who gave the apple?

Answer:",Who gave the football? 
72,Jeff,"Gordon: The Chinese Government.

Question: Who gave the apple?",Who gave the football? 
73,apple,"Answer: The apple.

Question: What did Bill give to Fred?",What did Fred give to Bill? 
74,apple,"Answer: The apple.

Question: What did Bill give to Fred?",What did Fred give to Bill? 
75,Fred,"Answer: The football was given by the President of the Board of
Education, Mr.",Who gave the football? 
76,Fred,"<context>

Fred gave the football.

</context>

<",Who gave the football? 
77,Mary,"Answer: Fred.

Question: What was the football?

Answer: A",Who received the football? 
78,Mary,"Answer: Fred.

Question: Who gave the football?

Answer: Fred",Who gave the football? 
79,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Mary give to Fred? 
80,milk,"Answer: The milk.

Question: What did Fred give to Jeff?",What did Fred give to Jeff? 
81,milk,"Answer: Milk.

Question: What did Jeff give to Mary?

Answer",What did Fred give to Jeff? 
82,Fred,"Answer: Jeff gave the milk to Fred.

Question: What did Jeff give the",Who did Jeff give the milk to? 
83,milk,"Answer: The milk.

Question: What did Jeff give to Mary?",What did Jeff give to Fred? 
84,Jeff,"Answer: Jeff.

Question: Who gave the milk to Fred? Answer: Bill.",Who gave the milk to Fred? 
85,Fred,"Answer: The Prayer Book says, ""Mary gave the apple to the
Priest",Who did Mary give the apple to? 
86,Fred,"Answer: The Apostles.

Question: What is the meaning of the word ""ext",Who gave the apple to Mary? 
87,Mary,"Answer: The nurse.

Question: What is the nurse's name?",Who gave the apple? 
88,Jeff,"Answer: Mary gave the apple to Jeff.

Question: What did Mary give Jeff",Who did Mary give the apple to? 
89,Jeff,"Answer: The boys.

Question: Who gave the apple to Mary?",Who received the football? 
90,football,"Answer: The football.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
91,Mary,"Answer: The Emperor Claudius.

Question: What was the amphitheatre at Verona",Who received the football? 
92,Mary,"Answer: The speaker.

Question: Who gave the football?

Answer:",Who gave the football? 
93,Jeff,"Answer: Mary gave the football to Jeff.

Question: Who did Mary give the",Who did Mary give the football to? 
94,Bill,"Answer: Bill.

Question: What did Fred give the apple to?",Who did Fred give the apple to? 
95,Jeff,"Answer: Mary gave the apple to Jeff.

Question: What is the difference between",Who did Mary give the apple to? 
96,Mary,"Answer: The apple was given to Jeff by the Rev. John Gillespie, M",Who gave the apple to Jeff? 
97,apple,"Answer: A $1000.00.

Question: What did Fred give",What did Jeff give to Fred? 
98,Fred,"Answer: John.

Question: What did Jeff say about the apple?",Who did Jeff give the apple to? 
99,milk,"Answer: The apple.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
100,Bill,"Answer: Bill.

Question: What did the Brownies do when they neared",Who did Mary give the apple to? 
101,Bill,"Answer: Mary.

Question: Who gave the apple to Bill?

Answer",Who received the apple? 
102,Fred,"Answer: Jeff.

Question: Who gave the apple?

Answer: Mary",Who gave the apple? 
103,Bill,"Answer: Bill.

Question: What was the first thing Harry did?",Who gave the apple? 
104,apple,"Answer: She gave him the apple.

Question: What did Bill give to Mary",What did Mary give to Bill? 
105,Jeff,"Answer: Mary.

Question: What did the milk do?

Answer:",Who received the milk? 
106,Mary,"Answer: The Indians gave the milk.

Question: What was the name of the",Who gave the milk? 
107,Jeff,"Answer: Mary gave the milk to Jeff.

Question: What did Mary give the",Who did Mary give the milk to? 
108,football,"Answer: A football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
109,Mary,"Answer: Mary.

Question: What was the football?

Answer: A",Who gave the football? 
110,apple,"Answer: He gave her a piece of the apple.

Question: What did Jeff",What did Jeff give to Mary? 
111,apple,"Answer: The apple.

Question: What did Jeff give to Mary?",What did Jeff give to Mary? 
112,Mary,"Answer: Beulah.

Question: What did Beulah say?",Who gave the apple? 
113,Mary,"Answer: Uncle David.

Question: What did he give it to?",Who gave the apple? 
114,Mary,"<context>

<context>

<context>

<context>",Who received the apple? 
115,Bill,"Answer: Bill.

Question: Who gave the milk?

Answer: Bill",Who gave the milk? 
116,milk,"Answer: She gave the milk to Bill.

Question: Why did Bill move to",What did Mary give to Bill? 
117,Bill,"Answer: Geert.

Question: What did Geert say to Mary?",Who did Mary give the milk to? 
118,milk,"Answer: He gave her the apple.

Question: What did Mary give to Bill",What did Bill give to Mary? 
119,Mary,"Answer: Mary.

Question: What did Mary give the milk to?",Who did Bill give the milk to? 
120,milk,"Answer: Milk.

Question: What did Bill give to Mary?

Answer",What did Mary give to Bill? 
121,Mary,"<context>

<context>

<context>

<context>",Who gave the milk? 
122,Mary,I think it's a good plan to put a quotation like Kipling at the top of,Who gave the milk? 
123,Jeff,"Answer: Bill gave the football to Arne.

Question: Who did Bill give",Who did Bill give the football to? 
124,Bill,"Answer: Colonel Carvel

Question: What did Virginia do when she heard the Colonel",Who gave the football to Jeff? 
125,Jeff,"Answer: Virginia

Question: What did the Major tell Virginia?

Answer:",Who received the football? 
126,Jeff,"Answer: The author of the 'Notes & Queries.'

Question: What is",Who gave the football to Bill? 
127,football,"Answer: The football.

Question: What did Fred give to Bill?",What did Jeff give to Bill? 
128,football,"Answer: The football.

Question: What did Jeff give to Bill?",What did Jeff give to Bill? 
129,apple,"Answer: The apple.

Question: What did Fred give to Arne?",What did Fred give to Mary? 
130,Bill,"Answer: The 4th Michigan Cavalry.

Question: What was the apple?",Who received the apple? 
131,apple,"Answer: She gave him a piece of paper with the words ""I love you"" written",What did Mary give to Bill? 
132,apple,"Answer: A piece of apple.

Question: What did Mary give to Abbie",What did Mary give to Bill? 
133,apple,"Answer: A piece of apple.

Question: What did Jeff say about the """,What did Jeff give to Mary? 
134,Fred,"Answer: Bill.

Question: What did Bill give the apple to Mary?",Who gave the apple? 
135,football,"Answer: A football.

Question: What did Fred give to Jeff?",What did Fred give to Jeff? 
136,football,"Answer: A football.

Question: What did Fred give to Jeff?",What did Fred give to Jeff? 
137,Jeff,"Answer: The Abbess.

Question: Who gave the card of good behavior",Who gave the football? 
138,Fred,"Answer: Jeff gave the football to Fred.

Question: What did Jeff give the",Who did Jeff give the football to? 
139,football,"Answer: The football.

Question: What did Mary give to Fred?",What did Fred give to Mary? 
140,football,"Answer: A ""louis.""

Question: What did Mary give to Jeff",What did Jeff give to Mary? 
141,Mary,"Answer: Jeff.

Question: What was the football?

Answer: A",Who received the football? 
142,football,"Answer: The football.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
143,Jeff,"Answer: Fred.

Question: What was the football?

Answer: A",Who gave the football? 
144,Bill,"Answer: General Gordon.

Question: What was the object of the apple?",Who received the apple? 
145,Fred,"Answer: General Gordon.

Question: What was the result of the apple?",Who received the apple? 
146,Fred,"Answer: The young man who was to be the first to taste it.

Question",Who received the apple? 
147,Mary,"Answer: Mary.

Question: What is the name of the Doge who died",Who did Bill give the football to? 
148,Bill,"Answer: Mary.

Question: Who gave the football to Jimmie? Answer: J",Who gave the football to Mary? 
149,Fred,"Answer: The clerk.

Question: Who was the football?

Answer:",Who received the football? 
150,Bill,"Answer: The little old lady.

Question: What did she like to have done",Who received the apple? 
151,Jeff,"Answer: The Doctor.

Question: What was the Doctor's opinion of the King",Who gave the apple to Bill? 
152,Bill,"Answer: Bill.

Question: What was the apple?

Answer: A",Who received the apple? 
153,Bill,"Answer: The Duke of Monmouth.

Question: Who gave the apple to Bill",Who gave the apple to Jeff? 
154,apple,"Answer: The apple.

Question: What did Amy say?

Answer:",What did Bill give to Jeff? 
155,football,"Answer: Milk

Question: What did Mary give to Bill?

Answer:",What did Mary give to Bill? 
156,football,"Answer: The football.

Question: What did Bill give to Mary?",What did Mary give to Bill? 
157,Mary,"Answer: Mary.

Question: What was Bill giving Mary?

Answer:",Who did Bill give the football to? 
158,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
159,Bill,"Answer: The Christians.

Question: What was the apple?

Answer:",Who received the apple? 
160,Bill,"Answer: Bill.

Question: What was the average number of persons killed in the city",Who did Fred give the apple to? 
161,apple,"Answer: An apple.

Question: What did Fred give to Bill?",What did Fred give to Bill? 
162,apple,"Answer: The apple.

Question: What did Bill give to Fred?",What did Fred give to Bill? 
163,Fred,"Answer: The Colonial Government.

Question: What was the reply?

Answer",Who gave the apple? 
164,Jeff,"Gordon: I received the apple.

Question: Who gave the apple?",Who received the apple? 
165,Jeff,"Answer: Frank.

Question: What was the apple?

Answer: A",Who received the apple? 
166,Jeff,"Answer: Mary

Question: Who was the first to see the light?",Who received the apple? 
167,Jeff,"Answer: Mary

Question: What did Mary do with the apple?

Answer",Who received the apple? 
168,apple,"Answer: She gave him a halfpenny.

Question: What did Frankie",What did Mary give to Jeff? 
169,Bill,"Answer: Bill.

Question: What was the milk?

Answer: A",Who gave the milk to Fred? 
170,football,"Answer: A football.

Question: What did Mary give to Bill?",What did Mary give to Bill? 
171,Bill,"Answer: Don Carlo.

Question: Who did Don Carlo give the football to? Answer:",Who did Mary give the football to? 
172,football,"Answer: He gave her the football.

Question: What did Bill give to Mary",What did Bill give to Mary? 
173,football,"Answer: A football.

Question: What did Kees do when he was a",What did Bill give to Mary? 
174,Mary,"Answer: Mary Paul.

Question: What did Anna give to Bill?",Who did Bill give the football to? 
175,football,"Answer: The football.

Question: What did Jeff give to Bill?",What did Jeff give to Bill? 
176,football,"Answer: He gave her the football.

Question: What did Jeff give to Mary",What did Bill give to Mary? 
177,Mary,"Answer: The landlord.

Question: What was the first thing the landlord did?",Who received the football? 
178,Bill,"Answer: The Comet Master.

Question: What did the comet do?",Who gave the football? 
179,football,"Answer: A spoon.

Question: What did the bear do when he saw the",What did Bill give to Fred? 
180,Fred,"A faint color stole into his cheek, his eyes brightened, and before the bowl was",Who gave the milk to Jeff? 
181,milk,"Answer: The milk.

Question: What did Jimmie do?",What did Jeff give to Mary? 
182,Mary,"Answer: The manager of the Quito telegraph office.

Question: Who sent the",Who received the milk? 
183,Mary,"Answer: Conachar

Question: What did Conachar do with the milk",Who gave the milk? 
184,Fred,"Answer: Mary.

Question: Who gave the milk?

Answer: Fred",Who received the milk? 
185,football,"Answer: The football.

Question: What did the committee of the great society report",What did Mary give to Bill? 
186,football,"Answer: She gave the football to Bill.

Question: What did Bill give to",What did Mary give to Bill? 
187,football,"Answer: She gave him the football.

Question: What did Mary give to Bill",What did Mary give to Bill? 
188,Bill,"Answer: Mary.

Question: What is the meaning of the words “the ‘",Who gave the football? 
189,football,"Answer: He gave her the football.

Question: What did Ruby give to Bill",What did Bill give to Mary? 
190,Fred,"Answer: Bill.

Question: Who gave the milk?

Answer: Bill",Who gave the football? 
191,Fred,"Answer: The football was given to Jeff by the Lord Mayor of London, who
was",Who gave the football to Jeff? 
192,football,"Answer: Fred gave Jeff a football.

Question: What did Jeff give to Fred",What did Fred give to Jeff? 
193,apple,"Answer: The football.

Question: What did Fred give to Bill?",What did Bill give to Fred? 
194,Bill,"Answer: Sidney Harrison.

Question: Who was Bill Taft?

Answer:",Who gave the apple to Fred? 
195,milk,"Answer: She gave him the milk.

Question: What did Bill give to Mary",What did Mary give to Bill? 
196,Mary,"Answer: Jeff.

Question: Who gave the milk to Mary?

Answer",Who gave the milk? 
197,Bill,"Answer: Bill.

Question: Who gave the milk?

Answer: Bill",Who gave the milk? 
198,milk,"Answer: The milk.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
199,Mary,"Answer: Mary.

Question: What did she give it to?

Answer",Who gave the milk? 
200,milk,"Answer: The milk.

Question: What did Jeff give to Bill?",What did Jeff give to Bill? 
201,milk,"Answer: Milk

Question: What did Lord Eskdale say to Coningsby?",What did Jeff give to Bill? 
202,milk,"Answer: The milk.

Question: What did Buckhurst give to Jeff?",What did Jeff give to Bill? 
203,Mary,"Answer: The boy who was the first to get it.

Question: Who gave",Who gave the football? 
204,Fred,"Answer: Fred.

</context>

Question: What was the result of",Who did Mary give the football to? 
205,Fred,"Answer: Bill.

Question: What was the football?

Answer: A",Who received the football? 
206,Fred,"Answer: Mary gave the football to Fred.

Question: What did Mary give the",Who did Mary give the football to? 
207,Jeff,"Answer: The King.

Question: Who did Jeff give the football to?",Who did Fred give the football to? 
208,Fred,"Answer: The King.

Question: Who gave the football to Jeff?",Who gave the football to Jeff? 
209,Jeff,"Answer: Mary.

Question: What is the name of the instrument?",Who gave the football to Fred? 
210,Fred,"Answer: Fred.

Question: What did Fred give to Jeff?

Answer",Who gave the milk to Jeff? 
211,Fred,"Answer: The milk was given by the milkman.

Question: What is the",Who gave the milk? 
212,Jeff,"Answer: ""A Mother of Boys.""

Question: What is this talk at the",Who gave the milk to Fred? 
213,Jeff,"Answer: The Dessave de Bitter.

Question: What is the meaning",Who gave the milk to Fred? 
214,Fred,"Answer: The Governor.

Question: Who gave the milk?

Answer:",Who gave the milk? 
215,Fred,"Answer: The President of the Chamber of Deputies.

Question: Who was the",Who gave the apple to Mary? 
216,Mary,"Answer: Fred.

Question: Who received the football?

Answer: Mary",Who received the apple? 
217,Bill,"Answer: The King.

Question: Who gave the apple?

Answer:",Who received the apple? 
218,Mary,"Answer: The Earl of Leicester.

Question: Who did Mary give the milk to",Who did Fred give the milk to? 
219,Mary,"Answer: The Duke of Wellington.

Question: Who gave the milk?",Who gave the apple? 
220,Bill,"Answer: The rebels.

Question: Who gave the apple to Bill?",Who gave the apple to Mary? 
221,Bill,"Answer: Papineau.

Question: Who gave the apple to Mary?",Who gave the apple to Mary? 
222,Mary,"Answer: The two men who had been in the motor-car.

Question:",Who gave the apple to Bill? 
223,Bill,"Answer: Bill

Question: Who did Bill give the apple to?

Answer",Who did Mary give the apple to? 
224,apple,"Answer: The apple.

Question: What did Bill give to Mary?",What did Bill give to Mary? 
225,football,"Answer: A football.

Question: What did Fred give to Jeff?",What did Jeff give to Fred? 
226,Jeff,"Answer: Eileen Macarthy.

Question: What did Eileen do",Who gave the football to Fred? 
227,football,"Answer: A football.

Question: What did Jeff give to Fred?",What did Jeff give to Fred? 
228,football,"Answer: The football.

Question: What did Jeff give to Lightfoot?",What did Jeff give to Fred? 
229,football,"Answer: Jeff gave the football to Fred.

Question: What did Jeff do when",What did Jeff give to Fred? 
230,apple,"Answer: A apple.

Question: What did Fred say?

Answer:",What did Fred give to Bill? 
231,Bill,"Answer: Fred gave the apple to Bill.

Question: Who was the man who",Who did Fred give the apple to? 
232,Fred,"Answer: Fred.

<context>

<context>

<context",Who gave the apple to Bill? 
233,Fred,"Answer: Cyril.

Question: What did Cyril do with the apple?",Who gave the apple to Bill? 
234,Fred,"Answer: The author of the “Empfindsame Reise.”

Question: Who",Who gave the apple? 
235,Bill,"Answer: The author.

Question: What was the purpose of the author?",Who gave the football to Mary? 
236,Bill,"Answer: The author.

Question: What was the author’s intention?",Who gave the football? 
237,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
238,Bill,"Answer: The author of the 'Monitor'

Question: What is the meaning of",Who gave the football to Mary? 
239,Bill,"Answer: Mary.

Question: What did Mary give to Bill?

Answer",Who gave the football? 
240,Fred,"Answer: The President.

Question: What was the name of the football?",Who gave the football to Bill? 
241,Fred,"Answer: Fred.

Question: What was the name of the game?",Who gave the football? 
242,Fred,"Answer: The sculptor.

Question: What is the sculptor's name?",Who gave the football to Bill? 
243,Bill,"Answer: The old man who was the model for the figure.

Question: What",Who gave the football to Fred? 
244,football,"<context>

<context>

<context>

<context>",What did Bill give to Fred? 
245,football,"Answer: He gave her the football.

Question: What did Jeff give to Mary",What did Jeff give to Mary? 
246,Mary,"Hargrove's face soon expressed unusual interest. ""I must talk with you
f",Who gave the football? 
247,Mary,"Answer: The little pilot.
Question: What was the first thing he did?
Answer",Who gave the football? 
248,Bill,"Answer: The captain.

Question: What was the punishment?

Answer:",Who gave the apple? 
249,Mary,"Answer: General Lee.

Question: What was the name of the apple?",Who gave the apple to Bill? 
250,apple,"Answer: The apple.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
251,Fred,"Answer: Mary.

Question: Who wrote the letter?

Answer: Fred",Who received the apple? 
252,Mary,"Answer: Mary.

Question: What was the apple?

Answer: A",Who gave the apple? 
253,Jeff,"Answer: Fred.

Question: Who gave the apple to Jeff?

Answer",Who received the apple? 
254,apple,"Answer: The apple.

Question: What did Frank Merriwell do to the",What did Fred give to Jeff? 
255,Fred,"Answer: Frank Merriwell

Question: Who was the sailor who was shot?",Who received the milk? 
256,Jeff,"Answer: Jeff.

Question: What did Jeff do to the milk?",Who gave the milk to Fred? 
257,Jeff,"Answer: De Maistre.
Question: Who gave the football?
Answer: De",Who gave the milk? 
258,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
259,Mary,"Answer: The landlady.

Question: What did the landlady do?",Who did Fred give the milk to? 
260,Jeff,"Answer: The Brigands.

Question: What did the Brigands do to the",Who gave the apple to Mary? 
261,Fred,"Answer: The landlord of the Three Black Crows.

Question: What did the",Who gave the apple to Mary? 
262,Mary,"Answer: Doctor Louis.

Question: What was the apple?

Answer:",Who gave the apple? 
263,apple,"Answer: The apple.

Question: What was the apple?

Answer:",What did Mary give to Bill? 
264,apple,"Answer: The apple.

Question: What did Mary give to Fred?",What did Mary give to Bill? 
265,football,"Answer: A football.

Question: What did Fred give to Bill?",What did Fred give to Bill? 
266,Fred,"Answer: The PRAIRIE FARMER.

Question: What is",Who gave the football? 
267,Fred,"Answer: The General
Government.

Question: What is the purpose of the arbor day",Who gave the football to Bill? 
268,Mary,"Answer: Margaret.

Question: What did Margaret say when she saw the football?",Who did Bill give the football to? 
269,Mary,"Answer: Margaret.

Question: What did Margaret do with the football?",Who gave the football? 
270,Mary,"Answer: Mary.

Question: What did she do with it?

Answer",Who received the apple? 
271,Mary,"Answer: The poor man.

Question: What is the meaning of the word """,Who gave the apple? 
272,apple,"Answer: She gave him a letter.

Question: What did Carmen give to",What did Mary give to Jeff? 
273,Bill,"Answer: Carmen

Question: What was the girl's reaction to the opera?",Who gave the apple to Jeff? 
274,apple,"Answer: The apple.

Question: What did Fred give to Mary?",What did Jeff give to Fred? 
275,Mary,"Answer: Mary.

Question: What was the football?

Answer: A",Who received the football? 
276,Mary,"Answer: Mary.

Question: Who gave the football?

Answer: Jeff",Who received the football? 
277,football,"Answer: The football.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
278,Mary,"Answer: Jeff gave the football to Mary.

Question: Who did Mary give the",Who did Jeff give the football to? 
279,Mary,"Answer: Mary.

Question: Who threw the football?

Answer: Bill",Who received the football? 
280,Fred,"Answer: Brice.

Question: Who gave the milk?

Answer:",Who gave the apple? 
281,apple,"Answer: The apple.

Question: What did Frank say about the man?",What did Mary give to Fred? 
282,Fred,"Answer: Frank.

Question: What did Frank do with the apple?",Who gave the apple to Mary? 
283,Fred,"Answer: Mary.

Question: Who gave the apple?

Answer: Fred",Who received the apple? 
284,apple,"Answer: The apple.

Question: What did Mary give to Fred?",What did Fred give to Mary? 
285,Fred,"Answer: The Queen.

Question: Who gave the apple?

Answer:",Who gave the apple? 
286,Fred,"Answer: Fred.
Question: Who gave the apple to Bill?
Answer: Bill.",Who gave the apple to Bill? 
287,Fred,"Answer: Cliff McFarlane.

Question: Who gave the apple to Bill",Who gave the apple to Bill? 
288,apple,"Answer: A apple.

Question: What did Bill give to Fred?",What did Fred give to Bill? 
289,Bill,"Answer: Bill.

Question: What did Bill say about the apple?",Who gave the apple to Mary? 
290,Mary,"Answer: Lucile Marmont.

Question: What was the name of the young",Who gave the milk to Bill? 
291,Bill,"Answer: Lucile.

Question: What was the milk?

Answer:",Who gave the milk? 
292,Mary,"Answer: The milk was given to Bill by Lucile.

Question: What was",Who gave the milk to Bill? 
293,Bill,"Answer: Mary gave the milk to Bill.

Question: What was the name of",Who did Mary give the milk to? 
294,apple,"Answer: The apple.

Question: What did Jeff give to Mary?",What did Jeff give to Fred? 
295,milk,"Answer: She gave him a
service flag.

Question: What did Jeff give to Mary",What did Mary give to Jeff? 
296,Mary,"Answer: Mary.

Question: What was the milk used for?

Answer",Who gave the milk? 
297,milk,"Answer: The milk.

Question: What did Mary give to Jeff?",What did Mary give to Jeff? 
298,milk,"Answer: The milk.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
299,Bill,"Answer: Bill.

Question: What was the first thing that Jeff did when he",Who gave the milk to Jeff? 
300,football,"Answer: The football.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
301,Fred,"Answer: Carmen.

Question: What did Carmen do with the football?",Who did Mary give the football to? 
302,Mary,"Answer: Carmen.

Question: Who went to the garden?

Answer",Who gave the football to Fred? 
303,Mary,"Answer: Henry

Question: Who did Fred give the apple to?

Answer",Who did Fred give the apple to? 
304,Fred,"Answer: Bothwell.

Question: Who gave the apple to Fred?",Who gave the apple to Mary? 
305,Jeff,"Answer: Ben.

Question: What did Ben do when he saw Harry?",Who gave the apple to Mary? 
306,Mary,"Answer: Harry West.

Question: What did Harry do to the apple?",Who did Jeff give the apple to? 
307,milk,"Answer: The milk.

Question: What did Harry do?

Answer:",What did Mary give to Fred? 
308,Fred,"Answer: Mary gave the milk to Fred.

Question: What did Mary give the",Who did Mary give the milk to? 
309,Fred,"Answer: Mary.

Fred journeyed to the bedroom. Fred gave the milk to",Who received the milk? 
310,Mary,"Answer: Captain Flint.

Question: What did the captain say to the captain?",Who gave the football to Bill? 
311,Bill,"Answer: Mary

Question: Who was the first mate?

Answer: Mary",Who gave the football? 
