,target,output,question
71,Jeff,"Answer: The peasant.

Question: Who gave the apple?

Answer:",Who gave the football? 
72,Jeff,"Answer: Tom Brice.

Question: Who gave the apple?

Answer",Who gave the football? 
73,apple,"Answer: Bill gave the apple to Fred.

Question: What did Pauline say",What did Fred give to Bill? 
74,apple,"Answer: The apple.

Question: What did Bill give to Jeff?",What did Fred give to Bill? 
75,Fred,"Answer: Mary.
Question: Who gave the football?
Answer: Mary.
Question",Who gave the football? 
76,Fred,"<context>

<context>

<context>

<context>",Who gave the football? 
77,Mary,"Answer: Fred.

</context>

Question: What was Fred's first",Who received the football? 
78,Mary,"Answer: Van Bibber

Question: What did Van Bibber do?",Who gave the football? 
79,football,"Answer: She gave him the football.

Question: What did Fred give to Mary",What did Mary give to Fred? 
80,milk,"Answer: The milk.

Question: What did Fred give to the men?",What did Fred give to Jeff? 
81,milk,"Answer: The football.

Question: What did Fred give to Jeff?",What did Fred give to Jeff? 
82,Fred,"Answer: Fred

Question: Who did Fred give the milk to?

Answer",Who did Jeff give the milk to? 
83,milk,"Answer: He gave the milk.

Question: What did Fred give to Jeff?",What did Jeff give to Fred? 
84,Jeff,"Answer: The milk was given to Fred by the French Convention.

Question: Who",Who gave the milk to Fred? 
85,Fred,"Answer: Mary gave it to Fred.

Question: What did Fred do with the",Who did Mary give the apple to? 
86,Fred,"Answer: The Lord Protector.

Question: Who gave the apple to Fred?",Who gave the apple to Mary? 
87,Mary,"Answer: Mary.

Question: What was the apple? Answer: A _boy_.",Who gave the apple? 
88,Jeff,"Answer: Mary gave the apple to Jeff.

Question: What was Mary's motive",Who did Mary give the apple to? 
89,Jeff,"Answer: Mary.

Question: Who received the apple?

Answer: Mary",Who received the football? 
90,football,"Answer: The football.

Question: What did Mary give to Jeff?",What did Mary give to Jeff? 
91,Mary,"Answer: Mary.

Question: Who received the football?

Answer: Mary",Who received the football? 
92,Mary,"Answer: Jeff.

Question: What was the name of the instrument?",Who gave the football? 
93,Jeff,"Answer: Mary gave the football to Jeff.

Question: What did Jeff do with",Who did Mary give the football to? 
94,Bill,"Answer: Mary.

Question: Who did Mary give the apple to?",Who did Fred give the apple to? 
95,Jeff,"Answer: Mary gave the apple to Jeff.

Question: What is the difference between",Who did Mary give the apple to? 
96,Mary,"Answer: Mary.

Question: What was the purpose of the letter to Mary?",Who gave the apple to Jeff? 
97,apple,"Answer: A Fez.

Question: What did Jeff give to Fred?",What did Jeff give to Fred? 
98,Fred,"Answer: Jeff gave the apple to Fred.

Question: Who did Fred give the",Who did Jeff give the apple to? 
99,milk,"Answer: Mary gave the apple to Jeff.

Question: What did Bill give to",What did Bill give to Mary? 
100,Bill,"Answer: Mary gave the apple to Bill.

Question: What did Mary give the",Who did Mary give the apple to? 
101,Bill,"Answer: Mary

Question: What did Mary do with the apple?

Answer",Who received the apple? 
102,Fred,"Answer: Mary.

Question: Who was Bill?

Answer: Bill.",Who gave the apple? 
103,Bill,"Answer: Mary.

Question: What did Mary do with the apple?",Who gave the apple? 
104,apple,"Answer: The apple.

Question: What did Bill give to Mary?",What did Mary give to Bill? 
105,Jeff,"Answer: Mary.

Question: What did Mary do with the milk?",Who received the milk? 
106,Mary,"Answer: Mary.

Question: What is the name of the disease?",Who gave the milk? 
107,Jeff,"Answer: Mary gave the milk to Jeff.

Question: What did Mary give the",Who did Mary give the milk to? 
108,football,"Answer: A football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
109,Mary,"""I don't know,"" said Mary. ""I don't know."" ""I don",Who gave the football? 
110,apple,"Answer: The apple.

Question: What did Mary give to Jeff?",What did Jeff give to Mary? 
111,apple,"Answer: He gave her the apple.

Question: What did Jeff say about the",What did Jeff give to Mary? 
112,Mary,"Answer: Mary.

Question: What did Mary give to Jeff?

Answer",Who gave the apple? 
113,Mary,"Answer: Mary.

Question: What was the apple?

Answer: A",Who gave the apple? 
114,Mary,"Answer: Mary.

Question: Who gave the apple?

Answer: Mary",Who received the apple? 
115,Bill,"Answer: Bill.

Question: Who gave the milk?

Answer: Bill",Who gave the milk? 
116,milk,"Answer: The milk to Bill.

Question: What did the men, bending cheer",What did Mary give to Bill? 
117,Bill,"Answer: Bill.

Question: Who did Fred give the milk to?",Who did Mary give the milk to? 
118,milk,"Answer: The milk.

Question: What did Bill give to Mary?",What did Bill give to Mary? 
119,Mary,"Answer: Mary.

Question: What did Mary give the milk to?",Who did Bill give the milk to? 
120,milk,"Answer: A silver casket full of noble cigars from Paiacombo, Manila",What did Mary give to Bill? 
121,Mary,"Answer: Mary.

Question: What was the first thing Rudolph did?",Who gave the milk? 
122,Mary,"Answer: Mathews.

Question: What was the rumpus about?",Who gave the milk? 
123,Jeff,"Answer: Fred.

Question: What did Fred say about the idea of the young",Who did Bill give the football to? 
124,Bill,"Answer: Bill.

Question: What did Bill do with the football?",Who gave the football to Jeff? 
125,Jeff,"Answer: Jeff.

Question: What was the football?

Answer: A",Who received the football? 
126,Jeff,"Answer: Doctor Louis.

Question: What did Bill do with the football?",Who gave the football to Bill? 
127,football,"Answer: The football.

Question: What did Bill give to Jeff?",What did Jeff give to Bill? 
128,football,"Answer: A football.

Question: What did Bill give to Jeff?",What did Jeff give to Bill? 
129,apple,"Answer: Fred gave Mary the apple.

Question: What did Mary give to Fred",What did Fred give to Mary? 
130,Bill,"Answer: Mary.

Question: What was the name of the man who gave the",Who received the apple? 
131,apple,"<context>

Stots said that if I could not find the gentleman to whom",What did Mary give to Bill? 
132,apple,"Answer: She gave him the apple.

Question: What did Mary say to Bill",What did Mary give to Bill? 
133,apple,"Answer: He gave her the apple.

Question: What did Mary give to Bill",What did Jeff give to Mary? 
134,Fred,"Answer: Mary.

Question: What was the apple?

Answer: A",Who gave the apple? 
135,football,"Answer: A football.

Question: What did Fred give to Jeff?",What did Fred give to Jeff? 
136,football,"Answer: The football.

Question: What did Fred give to Jeff?",What did Fred give to Jeff? 
137,Jeff,"Answer: Bill.

Question: What was the football?

Answer: A",Who gave the football? 
138,Fred,"Answer: Bill

Question: What did Jeff give the football to?

Answer",Who did Jeff give the football to? 
139,football,"Answer: The football.

Question: What did Mary give to Fred?",What did Fred give to Mary? 
140,football,"Answer: A football.

Question: What did Mary give to Jeff?",What did Jeff give to Mary? 
141,Mary,"Answer: George.

Question: What did George do with the football?",Who received the football? 
142,football,"Answer: A football.

Question: What did Jennie do when she saw the",What did Mary give to Jeff? 
143,Jeff,"Answer: The first person to pass it to the next.

Question: Who passed",Who gave the football? 
144,Bill,"Answer: Bill.

Question: What did he say?

Answer: """,Who received the apple? 
145,Fred,"Answer: The minister.

Question: What did the minister do?

Answer",Who received the apple? 
146,Fred,"Answer: Mary.

Question: Who received the monkey?

Answer: Min",Who received the apple? 
147,Mary,"Answer: Mary.

Question: What did Bill give Mary?

Answer:",Who did Bill give the football to? 
148,Bill,"Answer: Bill.

Question: What did Bill do with the football?",Who gave the football to Mary? 
149,Fred,"Answer: Mary.

Question: What did Mary do with the football?",Who received the football? 
150,Bill,"Answer: Jeff.

Question: What was the apple?

Answer: A",Who received the apple? 
151,Jeff,"Answer: The Mayas.

Question: What is the meaning of the urn",Who gave the apple to Bill? 
152,Bill,"Answer: Mary.

Question: Who gave the apple?

Answer: Bill",Who received the apple? 
153,Bill,"Answer: Bill.

Question: What was the apple?

Answer: A",Who gave the apple to Jeff? 
154,apple,"Answer: The apple.

Question: What did Jeff give to Bill?",What did Bill give to Jeff? 
155,football,"Answer: The apple.

Question: What did Bill give to Mary?",What did Mary give to Bill? 
156,football,"Answer: The football.

Question: What did Bill give to Mary?",What did Mary give to Bill? 
157,Mary,"Answer: Mary.

Question: Who did Mary give the football to?",Who did Bill give the football to? 
158,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
159,Bill,"Answer: Bill.

Question: Who gave the apple?

Answer: Mary",Who received the apple? 
160,Bill,"Answer: The doctor

<context>

<context>

<context",Who did Fred give the apple to? 
161,apple,"Answer: He gave the apple to Bill.

Fred journeyed to the garden.",What did Fred give to Bill? 
162,apple,"Answer: Bill gave Fred the apple.

Question: What did Fred give to Bill",What did Fred give to Bill? 
163,Fred,"Answer: The Lord.

Question: What is the meaning of the apple?",Who gave the apple? 
164,Jeff,"Answer: The penitent sinner.

Question: Who received the apple?",Who received the apple? 
165,Jeff,"Answer: The ""Prayer of Faith"" was offered to the sick man.",Who received the apple? 
166,Jeff,"Answer: Opplands-Knut.

Question: What did Opplands-K",Who received the apple? 
167,Jeff,"Answer: Bill.

Question: What did Bill do with the apple?",Who received the apple? 
168,apple,"Answer: The apple.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
169,Bill,"Answer: Bill.

Question: Who got the milk?

Answer: Fred",Who gave the milk to Fred? 
170,football,"Answer: She gave him a football.

Question: What did Bill give to Mary",What did Mary give to Bill? 
171,Bill,"Answer: Bill.

Question: What did Mary give the football to?",Who did Mary give the football to? 
172,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
173,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
174,Mary,"Answer: Mary.

Question: Who did Bill give the football to?",Who did Bill give the football to? 
175,football,"Answer: A football.

Question: What did Jeff give to Bill?",What did Jeff give to Bill? 
176,football,"Answer: He gave her the apple.

Question: What did Mary give to Bill",What did Bill give to Mary? 
177,Mary,"Answer: Mary.

Question: What did Mary do?

Answer: She",Who received the football? 
178,Bill,"Answer: Bill.

Question: What did Bill do with the football?",Who gave the football? 
179,football,"Answer: Bill gave Fred the football.

Question: What did Mary do when she",What did Bill give to Fred? 
180,Fred,"Answer: Fred.

Question: What did Fred give to Jeff?

Answer",Who gave the milk to Jeff? 
181,milk,"Answer: The milk.

Question: What did Mary give to Jeff?",What did Jeff give to Mary? 
182,Mary,"Answer: Fred.
Question: Who gave the milk to Fred?
Answer: Mary.",Who received the milk? 
183,Mary,"Answer: Jeff.

Question: Who gave the milk to Fred?

Answer",Who gave the milk? 
184,Fred,"Answer: Fred.

Question: What is the milk used for?

Answer",Who received the milk? 
185,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Mary give to Bill? 
186,football,"Answer: She gave the football to Bill.

Question: What did Mary give to",What did Mary give to Bill? 
187,football,"Answer: The football.

Question: What did Bill give to Mary?",What did Mary give to Bill? 
188,Bill,"Answer: Patience

Question: Who gave the milk?

Answer: Bill",Who gave the football? 
189,football,"<context>

<context>

<context>

<context>",What did Bill give to Mary? 
190,Fred,"Answer: The American girl.

Question: Who gave the football?

Answer",Who gave the football? 
191,Fred,"Answer: The manager.

Question: What did the manager say?

Answer",Who gave the football to Jeff? 
192,football,"Answer: The football.

Question: What did Jeff give to Mary?",What did Fred give to Jeff? 
193,apple,"Answer: The apple.

Question: What did Fred give to Bill?",What did Bill give to Fred? 
194,Bill,"Answer: Fred gave the apple to Bill.

Question: Who gave the apple to",Who gave the apple to Fred? 
195,milk,"Answer: She gave him the milk.

Question: What did Bill give to Mary",What did Mary give to Bill? 
196,Mary,"Answer: Emil Grelieu.

Question: Who gave the milk?",Who gave the milk? 
197,Bill,"_The girl enters._

_She is very pale, very thin, and beautiful",Who gave the milk? 
198,milk,"Answer: The milk.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
199,Mary,"Answer: Amy.

</context>

Question: What did Amy do with",Who gave the milk? 
200,milk,"Answer: The milk.

Question: What did Alfred do?

Answer:",What did Jeff give to Bill? 
201,milk,"Answer: Milk

Question: What did Alfred give to Bill?

Answer:",What did Jeff give to Bill? 
202,milk,"Answer: The milk.

Question: What did Zoie do when Jimmy got the",What did Jeff give to Bill? 
203,Mary,"Answer: Mary

Question: What did Mary do with the football?

Answer",Who gave the football? 
204,Fred,"Answer: Mary gave the football to Fred.

Question: What did Mary give the",Who did Mary give the football to? 
205,Fred,"Answer: Mary.

[226] ""Sore did he cumber",Who received the football? 
206,Fred,"Answer: Mary gave the football to Bill.

Question: Who did Bill give the",Who did Mary give the football to? 
207,Jeff,"Answer: Fred gave the football to Bill.

Question: What did Fred give to",Who did Fred give the football to? 
208,Fred,"Answer: Mary.

Question: Who went to the kitchen?

Answer:",Who gave the football to Jeff? 
209,Jeff,"Answer: Bill.

Question: What was the name of the ship?",Who gave the football to Fred? 
210,Fred,"Answer: The doctor.

Question: What is the doctor?

Answer:",Who gave the milk to Jeff? 
211,Fred,"Answer: The milk was given to Jeff by Fred.

Question: Who gave the",Who gave the milk? 
212,Jeff,"Answer: The priest who was called Father Kelly.

Question: Who gave the milk",Who gave the milk to Fred? 
213,Jeff,"Answer: The priest.

Question: What was the purpose of the lime room?",Who gave the milk to Fred? 
214,Fred,"Answer: Fred.

Question: What was the milk for?

Answer:",Who gave the milk? 
215,Fred,"MARY

_To the tall officer._

VON BLUMENFELD",Who gave the apple to Mary? 
216,Mary,"Answer: The officer.

Question: Who gave the apple to Mary?",Who received the apple? 
217,Bill,"<context>

<context>

<context>

<context>",Who received the apple? 
218,Mary,"Answer: Sam.

Question: Who did Fred give the apple to?",Who did Fred give the milk to? 
219,Mary,"Answer: The Count.

Question: Who gave the milk?

Answer:",Who gave the apple? 
220,Bill,"Answer: The Count.

Question: Who gave the apple to the Count?",Who gave the apple to Mary? 
221,Bill,"Answer: The officer who was standing at attention.

Question: Who gave the apple",Who gave the apple to Mary? 
222,Mary,"Answer: Mary.

Question: Who gave the apple to Mary?

Answer",Who gave the apple to Bill? 
223,Bill,"Answer: Mary gave the apple to Bill.

Question: What did Mary give Bill",Who did Mary give the apple to? 
224,apple,"Answer: The apple.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
225,football,"Answer: A football.

Question: What did Jeff give to Fred?",What did Jeff give to Fred? 
226,Jeff,"Answer: The football was given to Fred by the devil.

Question: What is",Who gave the football to Fred? 
227,football,"Answer: The football.

Question: What did Jeff give to Fred?",What did Jeff give to Fred? 
228,football,"Answer: A football.

Question: What did Fred give to Jeff?",What did Jeff give to Fred? 
229,football,"Answer: Jeff gave the football to Fred.

Question: What did Jeff do when",What did Jeff give to Fred? 
230,apple,"<context>

<context>

<context>

<context>",What did Fred give to Bill? 
231,Bill,"Answer: Bill

Question: What did Fred give Bill?

Answer: The",Who did Fred give the apple to? 
232,Fred,"Answer: Fred.

Question: What did Fred do with the apple?",Who gave the apple to Bill? 
233,Fred,"Answer: Bill gave the apple to Fred.

Question: What is the name of",Who gave the apple to Bill? 
234,Fred,"Answer: The god of the air, the lord of the whirlwind and the tempest",Who gave the apple? 
235,Bill,"Answer: Jeff.

Question: What was the name of the country where the football",Who gave the football to Mary? 
236,Bill,"Answer: Mary.

Question: What was the football?

Answer: A",Who gave the football? 
237,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
238,Bill,"Answer: Bill.

Question: Who gave the football to Mary?

Answer",Who gave the football to Mary? 
239,Bill,"Answer: Bill.

Question: Who gave the milk?

Answer: Jack",Who gave the football? 
240,Fred,"Answer: The little girl.

<context>

<context>",Who gave the football to Bill? 
241,Fred,"Answer: Bill.

Question: What was the reason why the boy was sent to",Who gave the football? 
242,Fred,"<context>

Answer: The keeper of the poorhouse.

</context",Who gave the football to Bill? 
243,Bill,"Answer: The Strangler.

Question: Who was the Strangler?",Who gave the football to Fred? 
244,football,"Answer: The football.

Question: What did Fred give to Bill?",What did Bill give to Fred? 
245,football,"Answer: A football.

Question: What did Jeff say to Mary?",What did Jeff give to Mary? 
246,Mary,"Answer: Jeff.

Question: Who gave the milk?

Answer: Bill",Who gave the football? 
247,Mary,"Answer: Jeff.

Question: Who gave the milk?

Answer: Mary",Who gave the football? 
248,Bill,"Answer: Bill.

Question: Who gave the apple?

Answer: Bill",Who gave the apple? 
249,Mary,"Answer: Mary.

Question: Who gave the apple to Bill?

Answer",Who gave the apple to Bill? 
250,apple,"Answer: The apple.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
251,Fred,"Answer: Fred.

Question: Who went to the kitchen?

Answer:",Who received the apple? 
252,Mary,"Answer: Fred.

Question: Who gave the football?

Answer: Fred",Who gave the apple? 
253,Jeff,"Answer: Fred.

Question: Who gave the apple to Jeff?

Answer",Who received the apple? 
254,apple,"Answer: The apple.

Question: What did Jeff give to Fred?",What did Fred give to Jeff? 
255,Fred,"Answer: Jeff.

Question: Who took the football?

Answer: Bill",Who received the milk? 
256,Jeff,"Answer: Mees.

Question: What was Mees' face like?",Who gave the milk to Fred? 
257,Jeff,"Answer: Bill.

Question: Who gave the football?

Answer: Bill",Who gave the milk? 
258,football,"Answer: The football.

Question: What did Mary give to Jeff?",What did Bill give to Mary? 
259,Mary,"Answer: Mary.

Question: Who did Mary give the apple to?",Who did Fred give the milk to? 
260,Jeff,"Answer: Jeff.

Question: What is the difference between the Long and Short Boston",Who gave the apple to Mary? 
261,Fred,"Answer: Dr. Inglis.

Question: What was the name of the",Who gave the apple to Mary? 
262,Mary,"Answer: Elsie

Question: What was the apple?

Answer: A",Who gave the apple? 
263,apple,"Answer: Mary gave the apple to Bill.

Question: What did Bill give to",What did Mary give to Bill? 
264,apple,"Answer: Mary gave the apple to Bill.

Question: What did Mary give to",What did Mary give to Bill? 
265,football,"Answer: The football.

Question: What did Fred give to Bill?",What did Fred give to Bill? 
266,Fred,"Answer: The Abbess.

Question: Who gave the apple?",Who gave the football? 
267,Fred,"Answer: The Abbess.

Question: What did Bridget do to the",Who gave the football to Bill? 
268,Mary,"Answer: Mary.

Question: What did Mary give the football to?",Who did Bill give the football to? 
269,Mary,"Answer: Mary.

Question: What was the order?

Answer: The",Who gave the football? 
270,Mary,"<context>

<context>

<context>

<context>",Who received the apple? 
271,Mary,"Answer: <NAME>.

Question: What was the apple?

Answer:",Who gave the apple? 
272,apple,"Answer: She gave him a piece of apple.

Question: What did Mary give",What did Mary give to Jeff? 
273,Bill,"Answer: Mary.

</context>

Question: Who went to the bathroom",Who gave the apple to Jeff? 
274,apple,"Answer: The apple.

Question: What did Fred give to Jeff?",What did Jeff give to Fred? 
275,Mary,"Answer: Jeff.

Question: Who gave the football?

Answer: Mary",Who received the football? 
276,Mary,"Answer: Jeff.

Question: What was the football?

Answer: A",Who received the football? 
277,football,"Answer: The football.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
278,Mary,"Answer: Mary.

Question: What is the size of the football?",Who did Jeff give the football to? 
279,Mary,"Answer: Mary.

Question: What was the football?

Answer: A",Who received the football? 
280,Fred,"Answer: <DW72>

Question: What did Amy say to B",Who gave the apple? 
281,apple,"Answer: The apple.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
282,Fred,"Answer: The Pope.

Question: Who gave the apple to Fred?",Who gave the apple to Mary? 
283,Fred,"Answer: Mary.

Question: Who gave the apple?

Answer: Bill",Who received the apple? 
284,apple,"Answer: The apple.

</context>

Question: What did Mary give",What did Fred give to Mary? 
285,Fred,"Answer: The _Hero of Shirt-Tail Bend_.

|Tom",Who gave the apple? 
286,Fred,"Answer: The women.

Question: What did the women tell Bill about his deeds",Who gave the apple to Bill? 
287,Fred,"Answer: Bill gave the apple to Fred.

Question: What did Fred do with",Who gave the apple to Bill? 
288,apple,"Answer: The apple.

Question: What did Bill give to Fred?",What did Fred give to Bill? 
289,Bill,"Answer: Milton Woodward.

Question: What did Milton Woodward do?",Who gave the apple to Mary? 
290,Mary,"Answer: Mary.

Question: What did Mary do with the milk?",Who gave the milk to Bill? 
291,Bill,"Answer: The teacher.

Question: Who gave the apple?

Answer:",Who gave the milk? 
292,Mary,"Answer: The Pope.

Question: Who gave the milk to Mary?
Answer:",Who gave the milk to Bill? 
293,Bill,"Answer: Mary gave the milk to Bill.

Question: What did Mary give the",Who did Mary give the milk to? 
294,apple,"Answer: The apple.

Question: What did Fred give to Mary?",What did Jeff give to Fred? 
295,milk,"Answer: Mary gave him a cup of the nut brown.

Question: What did",What did Mary give to Jeff? 
296,Mary,"Answer: Yorick.

Question: What did he do with it?",Who gave the milk? 
297,milk,"Answer: The milk.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
298,milk,"Answer: Mary gave the milk to Jeff.

Question: What did Jeff give to",What did Mary give to Jeff? 
299,Bill,"Answer: Mary.

Question: What did Mary do with the milk?",Who gave the milk to Jeff? 
300,football,"Answer: The football.

Fred went to the garden. Bill journeyed to the bathroom.",What did Mary give to Fred? 
301,Fred,"Answer: Fred.

Question: What did Fred give the football to?",Who did Mary give the football to? 
302,Mary,"Answer: Sawkins.

Question: Who gave the football to Sawkins?",Who gave the football to Fred? 
303,Mary,"Answer: Mary.

Question: Who did Fred give the apple to?",Who did Fred give the apple to? 
304,Fred,"Answer: Fred.

Question: Who gave the apple to Fred?

Answer",Who gave the apple to Mary? 
305,Jeff,"Answer: Angeline.

Question: What did Angeline do with the apple?",Who gave the apple to Mary? 
306,Mary,"<context>

Answer: Mary.

<context>

Question:",Who did Jeff give the apple to? 
307,milk,"Answer: The milk.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
308,Fred,"Answer: Mary gave the milk to Fred.

Question: Who did Fred give the",Who did Mary give the milk to? 
309,Fred,"Answer: The President of the Directory.

Question: Who gave the milk?",Who received the milk? 
310,Mary,"Answer: The guide.

Question: What did the guide say?

Answer",Who gave the football to Bill? 
311,Bill,"Answer: Bill

Question: What did Bill do with the football?

Answer",Who gave the football? 
312,football,"Answer: The apple.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
