,target,output,question
87,Mary,"Answer: The Governor of the Company's Port.

Question: What is the name",Who gave the apple? 
88,Jeff,"Answer: Jeff.
</context>

Question: What is the difference between the E",Who did Mary give the apple to? 
89,Jeff,"Answer: The bailiff.

Question: What was the bailiff's opinion of",Who received the football? 
90,football,"Answer: The football.

Question: What did Dagobert give to Gabriel?",What did Mary give to Jeff? 
91,Mary,"Answer: Agricola Baudoin.

Question: What was the name of",Who received the football? 
92,Mary,"Answer: Mary.

Question: Who was the first to give the football?",Who gave the football? 
93,Jeff,"Answer: She gave it to Jeff.

Question: What was Papineau's",Who did Mary give the football to? 
94,Bill,"Answer: Bill.

Question: What did Fred give the apple to?",Who did Fred give the apple to? 
95,Jeff,"Answer: Jennie.

Question: What did Mary give to Jeff?",Who did Mary give the apple to? 
96,Mary,"Answer: Jennie.

Question: What was the name of the house at Craw",Who gave the apple to Jeff? 
97,apple,"Answer: The apple to Jeff.

Question: What did Jeff say to Fred?",What did Jeff give to Fred? 
98,Fred,"Answer: Mary.

Question: What was the name of the First Minnesota battery?",Who did Jeff give the apple to? 
99,milk,"Answer: Milk.

Question: What did Mary give to Bill?

Answer",What did Bill give to Mary? 
100,Bill,"Answer: Mary gave the apple to Bill.

Question: What did Mary do after",Who did Mary give the apple to? 
101,Bill,"Answer: Mary.

Question: What did Mary do with the apple?",Who received the apple? 
102,Fred,"Answer: The apple was given to Bill by Miss Mary Howell.

Question:",Who gave the apple? 
103,Bill,"Answer: Anna.

Question: What did Anna say?

Answer: She",Who gave the apple? 
104,apple,"Answer: The apple.

Question: What did Bill give to Mary? Answer: The apple",What did Mary give to Bill? 
105,Jeff,"Answer: The milk was given to the poor.

Question: Who gave the milk",Who received the milk? 
106,Mary,"Answer: The man who gave the milk.

Question: Who gave the milk?",Who gave the milk? 
107,Jeff,"Answer: Tracy.

Question: Who did Tracy give the milk to?",Who did Mary give the milk to? 
108,football,"Answer: He gave her a ball.

Question: What did Mary give to Bill",What did Bill give to Mary? 
109,Mary,"Answer: Bill.

Question: Who gave the football?

Answer: Bill",Who gave the football? 
110,apple,"Answer: He gave her the apple.

Question: What did Jeff give to Mary",What did Jeff give to Mary? 
111,apple,"Answer: A penny.

Question: What did Jeff give to Mary?",What did Jeff give to Mary? 
112,Mary,"Answer: Mary.
Question: What was the apple?
Answer: A piece of",Who gave the apple? 
113,Mary,"Answer: The manager of the hotel.

Question: What did the clerk say?",Who gave the apple? 
114,Mary,"Answer: The millionaire aviator.

Question: What did the millionaire av",Who received the apple? 
115,Bill,"<context>

Answer: The boys.

</context>

<",Who gave the milk? 
116,milk,"Answer: She gave him the milk.

Question: What did Eleanor say to J",What did Mary give to Bill? 
117,Bill,"Answer: She gave it to Peter.

Question: What did Peter do with the",Who did Mary give the milk to? 
118,milk,"Answer: A cup of tea.

Question: What did David give to Margaret?",What did Bill give to Mary? 
119,Mary,"Answer: Mary.
</context>

Question: What did Superintendent Strong do?",Who did Bill give the milk to? 
120,milk,"Answer: Milk.

Question: What did Cameron do when he came to the point",What did Mary give to Bill? 
121,Mary,"Answer: The Chief.

Question: What was the Chief's name?",Who gave the milk? 
122,Mary,"Answer: The Brownies.

Question: Who gave the apple?

Answer",Who gave the milk? 
123,Jeff,"Answer: The Brownies.

Question: What is the meaning of the word """,Who did Bill give the football to? 
124,Bill,"Answer: The lady who was in the hallway.

Question: What is the name",Who gave the football to Jeff? 
125,Jeff,"Answer: Bill.

Question: What is the name of the author?",Who received the football? 
126,Jeff,"""He was a German gentleman, who, in the year 1600,",Who gave the football to Bill? 
127,football,"Answer: The football.

Question: What did Jeff give to Bill?",What did Jeff give to Bill? 
128,football,"Answer: The football.

Question: What did Bill give to Jeff? Answer: The pistol",What did Jeff give to Bill? 
129,apple,"Answer: The apple.

Question: What did Mary give to Fred?",What did Fred give to Mary? 
130,Bill,"Answer: Mary.

Question: What did she say?

Answer: “",Who received the apple? 
131,apple,"Answer: A apple.

Question: What did Mary give to Bill?",What did Mary give to Bill? 
132,apple,"Answer: She gave him the apple.

Question: What did Mary give to Bill",What did Mary give to Bill? 
133,apple,"Answer: He gave her the apple.

Question: What did Mary give to Jeff",What did Jeff give to Mary? 
134,Fred,"Answer: The King of the Belgians.

Question: What was the apple?",Who gave the apple? 
135,football,"Answer: He gave Jeff a football.

Question: What did Fred give to Jeff",What did Fred give to Jeff? 
136,football,"Answer: The football.

Question: What did Fred give to Jeff?",What did Fred give to Jeff? 
137,Jeff,"Answer: The Frenchman.

Question: Who gave the milk?

Answer",Who gave the football? 
138,Fred,"Answer: The concierge.

Question: What is the concierge's",Who did Jeff give the football to? 
139,football,"Answer: The football.

Question: What was the football?

Answer:",What did Fred give to Mary? 
140,football,"Answer: He gave her a book.

Question: What did Jeff give to Mary",What did Jeff give to Mary? 
141,Mary,"Answer: Jeff.

Question: Who gave it to Jeff?

Answer:",Who received the football? 
142,football,"Answer: A chicken or a beefsteak.

Question: What did the mat",What did Mary give to Jeff? 
143,Jeff,"Answer: The children.

Question: What did the children do with the football?",Who gave the football? 
144,Bill,"Answer: Fred gave the apple to Bill.

Question: What is the name of",Who received the apple? 
145,Fred,"Answer: The Shire Horse Society.

Question: What is the name of the",Who received the apple? 
146,Fred,"Answer: The first to give it.

Question: Who gave the apple?",Who received the apple? 
147,Mary,"Answer: Sir Edward Stern.

Question: What is the name of the stud that",Who did Bill give the football to? 
148,Bill,"Answer: The Minstrel.

Question: What was the Minstrel's name",Who gave the football to Mary? 
149,Fred,"Answer: Mary.

Question: What was the football?

Answer: A",Who received the football? 
150,Bill,"Answer: The Minstrel.

Question: What was the apple?",Who received the apple? 
151,Jeff,"Answer: Edward

Question: What did Harry do with the apple?

Answer",Who gave the apple to Bill? 
152,Bill,"Answer: Edward.

Question: Who gave the apple?

Answer: Harry",Who received the apple? 
153,Bill,"Answer: The missionary.

Question: Who gave the apple to Bill? Answer: The soldier",Who gave the apple to Jeff? 
154,apple,"Answer: The apple.

Question: What did Bill give to Jeff?",What did Bill give to Jeff? 
155,football,"Answer: A football.

Question: What did Bill give to Mary?",What did Mary give to Bill? 
156,football,"Answer: A box of chocolates.

Question: What did Bill give to Eleanor?",What did Mary give to Bill? 
157,Mary,"Answer: Mary.

Question: Who gave Mary the football? Answer: Bill.",Who did Bill give the football to? 
158,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
159,Bill,"Answer: Mary.

Question: Who gave the apple?

Answer: Bill",Who received the apple? 
160,Bill,"Answer: Bill Lockwood.

Question: Who did Bill give the apple to?",Who did Fred give the apple to? 
161,apple,"Answer: A piece of fruit.

Question: What did Carl give to Bill?",What did Fred give to Bill? 
162,apple,"Answer: He gave the apple to Bill.

Question: What did Carl give to",What did Fred give to Bill? 
163,Fred,"Answer: Ben Whitcomb.

Question: What did the boys do with the apple",Who gave the apple? 
164,Jeff,"Answer: Bill.

Question: Who threw the apple?

Answer: Jeff",Who received the apple? 
165,Jeff,"Answer: Bill.
Question: What was the apple?
Answer: An apple.",Who received the apple? 
166,Jeff,"Answer: General Gordon.

Question: Who was the first to say that the Commissioners",Who received the apple? 
167,Jeff,"Answer: Mary.

Question: Who passed the apple to Jeff?

Answer",Who received the apple? 
168,apple,"Answer: A bottle of wine.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
169,Bill,"Answer: The Colonel.

Question: What was the Colonel's name?",Who gave the milk to Fred? 
170,football,"Answer: A football.

Question: What did Stephen say to his mother?",What did Mary give to Bill? 
171,Bill,"Answer: She gave it to Roger Pepys.

Question: What did Roger Pep",Who did Mary give the football to? 
172,football,"Answer: He gave her a bauble.

Question: What did Mary give",What did Bill give to Mary? 
173,football,"Answer: He gave her a new dress, and a new pair of shoes.",What did Bill give to Mary? 
174,Mary,"Answer: Mary.

Question: What was the name of the Duke of Monmouth",Who did Bill give the football to? 
175,football,"Answer: A football.

Question: What did Bill give to Jeff?",What did Jeff give to Bill? 
176,football,"Answer: He gave her the football.

Question: What did Mary give to Bill",What did Bill give to Mary? 
177,Mary,"Answer: Mary.

Question: Who was the sexton?

Answer:",Who received the football? 
178,Bill,"Answer: Sir Evelyn Baring.

Question: Who went to the bathroom",Who gave the football? 
179,football,"Answer: The football.

Question: What did Fred give to Bill?",What did Bill give to Fred? 
180,Fred,"Answer: The missionary.

Question: What was the missionary's name?",Who gave the milk to Jeff? 
181,milk,"Answer: He gave her the milk.

Question: What did Mother Bunch,",What did Jeff give to Mary? 
182,Mary,"Answer: Mary.

Question: What was the result of the milk?",Who received the milk? 
183,Mary,"Answer: I don't know.

Question: Who gave the milk?",Who gave the milk? 
184,Fred,"Answer: Sidney Page.

Question: What was the name of the woman who gave",Who received the milk? 
185,football,"Answer: She gave the football to Bill.

Question: What did Papineau",What did Mary give to Bill? 
186,football,"Answer: The football.

Question: What did the Reformers say about the football",What did Mary give to Bill? 
187,football,"Answer: She gave him the
football.

Question: What did Mary give to Bill",What did Mary give to Bill? 
188,Bill,"Answer: The Church of England.

Question: Who gave the football? Answer: The Church",Who gave the football? 
189,football,"Answer: He gave her the football.

Question: What did Mary give to Bill",What did Bill give to Mary? 
190,Fred,"Answer: The sculptor.

Question: What is the difference between the two?",Who gave the football? 
191,Fred,"Answer: The
<DW72> of the <DW72> of the",Who gave the football to Jeff? 
192,football,"Answer: The football.

Question: What did Jeff give to Fred?
Answer:",What did Fred give to Jeff? 
193,apple,"Answer: The apple.

Question: What did Fred give to Jeff?",What did Bill give to Fred? 
194,Bill,"Answer: The apple was given to Fred by the Goddess Ilithyia, who was",Who gave the apple to Fred? 
195,milk,"Answer: She gave him the milk.

Question: What did Bill give to Mary",What did Mary give to Bill? 
196,Mary,"Answer: Mary.

Question: What was the milk?

Answer: A",Who gave the milk? 
197,Bill,"Answer: Mary.

Question: Who gave the milk?

Answer: Bill",Who gave the milk? 
198,milk,"Answer: He gave her the milk.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
199,Mary,"Answer: Mary.

Question: What was the price of a Shire stallion",Who gave the milk? 
200,milk,"Answer: He gave the milk to Bill.

Question: What did Jeff give to",What did Jeff give to Bill? 
201,milk,"Answer: He gave Bill a glass of cold water.

<context>",What did Jeff give to Bill? 
202,milk,"Answer: He gave the football to Bill.

Question: What did Mary give to",What did Jeff give to Bill? 
203,Mary,"Answer: Mary Leavenworth.

Question: What did she say?",Who gave the football? 
204,Fred,"Answer: Eleanore Leavenworth.

Question: What did Mary give the",Who did Mary give the football to? 
205,Fred,"Answer: Gabriel Carew

Question: Who went to the bathroom?

Answer",Who received the football? 
206,Fred,"Answer: She gave it to Mandy.

Question: Who did Mandy give",Who did Mary give the football to? 
207,Jeff,"</context>

Answer: Running Stream.

</context>

</",Who did Fred give the football to? 
208,Fred,"Answer: The Bey.

Question: What is the name of the river?",Who gave the football to Jeff? 
209,Jeff,"Answer: The Sheikh Tahib.

Question: What is the name of the",Who gave the football to Fred? 
210,Fred,"Answer: The Shereef.

Question: Who gave the milk to Jeff?",Who gave the milk to Jeff? 
211,Fred,"Answer: Mrs. D.

Question: What did she say?

Answer",Who gave the milk? 
212,Jeff,"Answer: Dr. Inglis.

Question: What was the result of the",Who gave the milk to Fred? 
213,Jeff,"Answer: Elsie Inglis.

Question: What was the name of the",Who gave the milk to Fred? 
214,Fred,"Answer: ""The Frenchman.""

Question: Who gave the milk?",Who gave the milk? 
215,Fred,"Answer: The apple was given to Mary by the apple.

Question: Who gave",Who gave the apple to Mary? 
216,Mary,"_The King's
Court._--I have a copy of the MS. of the """,Who received the apple? 
217,Bill,"Answer: Mary.

Question: Who gave the apple?

Answer: Bill",Who received the apple? 
218,Mary,"Answer: Mary.

Question: Who did Mary give the milk to?",Who did Fred give the milk to? 
219,Mary,"Answer: Lucile.

Question: What did Lucile say?

Answer",Who gave the apple? 
220,Bill,"Answer: Lucile.

Question: Who gave the apple to Bill?",Who gave the apple to Mary? 
221,Bill,"Answer: The King.

Question: Who gave the apple to Mary? Answer: The King",Who gave the apple to Mary? 
222,Mary,"Answer: The King.

Question: What was the King’s reply?",Who gave the apple to Bill? 
223,Bill,"Answer: Mary gave the apple to Bill.
Question: Who gave the apple to Bill?",Who did Mary give the apple to? 
224,apple,"Answer: The apple.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
225,football,"Answer: The football.

Question: What did Fred give to Jeff?
Answer:",What did Jeff give to Fred? 
226,Jeff,"Answer: The football was given to Fred by the author of this book.

Question",Who gave the football to Fred? 
227,football,"Answer: A football.

Question: What did Jeff give to Fred?",What did Jeff give to Fred? 
228,football,"Answer: A football.

Question: What did Fred give to Jeff?",What did Jeff give to Fred? 
229,football,"Answer: He gave the football to Fred.

Question: What did Horace do with",What did Jeff give to Fred? 
230,apple,"Answer: He gave the apple to Bill.

Question: What did Fred give to",What did Fred give to Bill? 
231,Bill,"Answer: Aggie

Question: What did Aggie do when Jimmy was not looking",Who did Fred give the apple to? 
232,Fred,"Answer: Alfred

Question: What did Alfred do when he found Zoie's hat",Who gave the apple to Bill? 
233,Fred,"Answer: Alfred.

Question: What did Zoie say to Bill?",Who gave the apple to Bill? 
234,Fred,"Answer: Bill.

Question: What is the name of the apple?",Who gave the apple? 
235,Bill,"Answer: Mary's mother.

Question: Who gave the football to Mary?",Who gave the football to Mary? 
236,Bill,"Answer: Mr. Smith.

Question: What did he give it to?",Who gave the football? 
237,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
238,Bill,"Answer: Bill.

Question: Who gave the football to Fred?

Answer",Who gave the football to Mary? 
239,Bill,"Answer: Bill.

Question: Who went to the hallway?

Answer",Who gave the football? 
240,Fred,"Answer: The football was given to Bill by the football.

Question: Who gave",Who gave the football to Bill? 
241,Fred,"Answer: The writer of the first chapter of the fourth volume of the
Fortnightly",Who gave the football? 
242,Fred,"<context>

Answer: I don't know.

</context>",Who gave the football to Bill? 
243,Bill,"Answer: David

Question: What was the problem that Beulah was having?",Who gave the football to Fred? 
244,football,"Answer: A football.

Question: What did Fred give to Bill?",What did Bill give to Fred? 
245,football,"Answer: A football.

Question: What did Margaret tell Eleanor about her daughter?",What did Jeff give to Mary? 
246,Mary,"Answer: The old man.

Question: Who gave the letter? Answer: The old man",Who gave the football? 
247,Mary,"Answer: The Rover boys.

Question: Who gave the football?

Answer",Who gave the football? 
248,Bill,"Answer: The man who gave the apple to Mary.

Question: Who gave the apple",Who gave the apple? 
249,Mary,"Answer: The Hon. Henry Labouchere, in London Truth.

Question",Who gave the apple to Bill? 
250,apple,"Answer: An apple.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
251,Fred,"Answer: The trailer.

Question: What did the trailer do with the apple?",Who received the apple? 
252,Mary,"Answer: The Plunger.

Question: What was the Plunger's",Who gave the apple? 
253,Jeff,"RITZAU

I don't know. STEIN

I don't know either",Who received the apple? 
254,apple,"Answer: The apple.

Question: What did Fred give to Regulus?",What did Fred give to Jeff? 
255,Fred,"Answer: Attilia.

Question: Who was the father?

Answer:",Who received the milk? 
256,Jeff,"Answer: Regulus.

Question: What does the milk represent?

Answer",Who gave the milk to Fred? 
257,Jeff,"Answer: The boy.
</context>

Question: What was the boy's name",Who gave the milk? 
258,football,"Answer: The football.

Question: What did Mary give to Bill?",What did Bill give to Mary? 
259,Mary,"Answer: Mary.

Question: What did Mary give the milk to?",Who did Fred give the milk to? 
260,Jeff,"Answer: The apple was given to Mary by the author of the novel.

Question",Who gave the apple to Mary? 
261,Fred,"Answer: Cyril

Question: Who gave the apple to Fred?

Answer",Who gave the apple to Mary? 
262,Mary,"Answer: I don't know.

Question: What is the number of her room",Who gave the apple? 
263,apple,"Answer: The apple.

Question: What did Bill give to Mary?",What did Mary give to Bill? 
264,apple,"Answer: The apple.

Question: What did Bill give to Mary?
Answer:",What did Mary give to Bill? 
265,football,"Answer: He gave him the apple.

Question: What did Fred give to Bill",What did Fred give to Bill? 
266,Fred,"Answer: The author.

Question: Who gave the milk?

Answer:",Who gave the football? 
267,Fred,"Answer: The Epeirae.

Question: What is the name of the",Who gave the football to Bill? 
268,Mary,"Answer: Mary.

Question: What did Mary give the football to?",Who did Bill give the football to? 
269,Mary,"Answer: The girl who was to be the first to see the football.

Question",Who gave the football? 
270,Mary,"Answer: Suza Fairfield.

Question: What was the apple?",Who received the apple? 
271,Mary,"<DW52>

<DW65>

<D",Who gave the apple? 
272,apple,"Answer: She gave him the apple.

Question: What did Mary give to Jeff?",What did Mary give to Jeff? 
273,Bill,"Answer: The King.

Question: Who gave the apple to Fred?",Who gave the apple to Jeff? 
274,apple,"Answer: Three times in closing strife they stood,
And thrice the Saxon blade drank",What did Jeff give to Fred? 
275,Mary,"Answer: Mary.

Question: Who gave the football?

Answer: Jeff",Who received the football? 
276,Mary,"Answer: Mary.

Question: Who was the Minstrel?

Answer",Who received the football? 
277,football,"Answer: The football.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
278,Mary,"Answer: Mary.

Question: Who did Jeff give the football to?",Who did Jeff give the football to? 
279,Mary,"Answer: Mary.

Question: What is the meaning of the word ""Osteopathy",Who received the football? 
280,Fred,"Answer: The Osteopath.

Question: Who gave the milk?

Answer",Who gave the apple? 
281,apple,"Answer: A bottle of the worm eradicator.

Question: What did Fred give to",What did Mary give to Fred? 
282,Fred,"Answer: Mary gave the apple to Fred.

Question: What is the name of",Who gave the apple to Mary? 
283,Fred,"Answer: Mary.

Question: What did Mary give the apple to Fred?",Who received the apple? 
284,apple,"Answer: The apple.

Question: What did Mary give to Fred?",What did Fred give to Mary? 
285,Fred,"Answer: Jerry.

Question: What did Jerry do?

Answer: He",Who gave the apple? 
286,Fred,"Answer: Moira.

Question: What did Moira do with the apple?",Who gave the apple to Bill? 
287,Fred,"Answer: Lightfoot

Question: What did the captain say to the captain of the",Who gave the apple to Bill? 
288,apple,"Answer: A football.

Question: What did the captain do when he was in",What did Fred give to Bill? 
289,Bill,"Answer: John Curgenven.

Question: What did John Curgenven say",Who gave the apple to Mary? 
290,Mary,"Answer: Mary Mundy.

Question: What was the name of the church?",Who gave the milk to Bill? 
291,Bill,"Answer: Charles.

Question: What was the first thing you saw?",Who gave the milk? 
292,Mary,"Answer: Bald-head.

Question: What did Bill give to Mary?",Who gave the milk to Bill? 
293,Bill,"Answer: Mary gave the milk to Bill.

Question: What did Mary give the",Who did Mary give the milk to? 
294,apple,"Answer: The apple.

Question: What did Dan give to Fred?",What did Jeff give to Fred? 
295,milk,"Answer: She gave him the milk.

Question: What did Jeff give to Mary",What did Mary give to Jeff? 
296,Mary,"Answer: Fred.

Question: What was the name of the young man who gave",Who gave the milk? 
297,milk,"Answer: She gave him a letter from her father.

Question: What did Fred",What did Mary give to Jeff? 
298,milk,"Answer: She gave him the milk.

Question: What did Jeff give to Mary?",What did Mary give to Jeff? 
299,Bill,"Answer: The author.

Question: Who wrote the book?

Answer:",Who gave the milk to Jeff? 
300,football,"Answer: She gave him the
football.

Question: What did Fred give to Mary",What did Mary give to Fred? 
301,Fred,"Answer: Frankie Owen.

Answer: Mary.

Answer: Frankie",Who did Mary give the football to? 
302,Mary,"Answer: Frankie.

Question: What was the name of the football?",Who gave the football to Fred? 
303,Mary,"Answer: Anna.

Question: What did Anna say to Grandmother?",Who did Fred give the apple to? 
304,Fred,"Answer: Grandfather.

Question: What did Anna say about the horse?",Who gave the apple to Mary? 
305,Jeff,"Answer: The father of Mary.

Question: Who gave the apple to Chl",Who gave the apple to Mary? 
306,Mary,"Answer: The teacher.

Question: What did Angeline write in her journal?",Who did Jeff give the apple to? 
307,milk,"Answer: The milk.

Question: What did Fred give to Mary?",What did Mary give to Fred? 
308,Fred,"Answer: Agricola.

Question: Who was Agricola?",Who did Mary give the milk to? 
309,Fred,"Answer: Agricola.

Question: Who gave the milk? Answer: Mary.",Who received the milk? 
310,Mary,"Answer: Agricola.

Question: What is the difference between a Jew and a Jew",Who gave the football to Bill? 
311,Bill,"Answer: Mary.

Question: What is the difference between a cloud and a whipped",Who gave the football? 
