,target,output,question
31,garden,"Answer: In the garden.

Question: Where is the football?

Answer",Where is the apple? 
32,kitchen,"Answer: In the church.

Question: Where is the apple?

Answer",Where is the football? 
33,kitchen,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
34,kitchen,"Answer: It is in the garden.

Question: Where is the apple?",Where is the apple? 
35,office,"Answer: In the kitchen.

Question: What is the milk for?",Where is the milk? 
36,kitchen,"Answer: It is in the room.

Question: What is the football?",Where is the football? 
37,kitchen,"Answer: In the kitchen.

Question: What is the football?

Answer",Where is the football? 
38,kitchen,"Answer: In the hallway.

Question: Who is the football?",Where is the football? 
39,bedroom,"<context>

<context>

<context>

<context>",Where is the milk? 
40,bedroom,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the milk? 
41,office,"Answer: In the kitchen.

Question: What is the difference between a milkman",Where is the milk? 
42,office,"Answer: In the kitchen.

Question: What is the difference between a cloud and",Where is the milk? 
43,office,"Answer: In the milk-pail.

Question: What is the difference between",Where is the milk? 
44,kitchen,"Answer: In the garden.

Question: Where is the football?

Answer",Where is the apple? 
45,bedroom,"Answer: In the bedroom.

Question: What is the milk?

Answer",Where is the milk? 
46,office,"Answer: In the middle of the cave.

Question: What is the football?",Where is the football? 
47,bathroom,"<context>

<context>

<context>

<context>",Where is the football? 
48,bathroom,"Answer: It is in the cellar.

Question: Where is the girl?",Where is the football? 
49,bedroom,"<context>

Answer: I am not at present in a resort.",Where is the milk? 
50,bathroom,"Answer: In the cup.

Question: What is the meaning of the word """,Where is the milk? 
51,hallway,"Answer: In the tree.

Question: Where is the tree?

Answer",Where is the apple? 
52,kitchen,"Answer: In the kitchen.

Question: Where is the map?

Answer",Where is the football? 
53,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
54,kitchen,"Answer: It is in the hallway.

Question: Where is the canoe?",Where is the football? 
55,bathroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the apple? 
56,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
57,kitchen,"Answer: It is in the bathroom.

Question: Where is the apple?",Where is the milk? 
58,kitchen,"Answer: It is in the bathroom.

Question: Where is the apple?",Where is the milk? 
59,bedroom,"Answer: It is in the room where the fight is to be held.

Question",Where is the apple? 
60,garden,"Answer: In the hay-mow.

Question: What is the name of",Where is the milk? 
61,garden,"Answer: It is in the milk-house.

Question: What is the milk",Where is the milk? 
62,kitchen,"Answer: In the garden.

Question: What is the meaning of the story?",Where is the football? 
63,kitchen,"Answer: In the garden.

Question: What is the football?

Answer",Where is the football? 
64,kitchen,"<context>

Answer: In the kitchen.

<context>",Where is the football? 
65,kitchen,"Answer: It is in the kitchen.

Question: What is the football?",Where is the football? 
66,kitchen,"""I am not going to say that I would not do what I would do if I",Where is the football? 
67,bedroom,"Answer: It is in the kitchen.

Question: What is the milk?",Where is the milk? 
68,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
69,bedroom,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the football? 
70,garden,"Answer: It is in the kitchen.

Question: Where is the kitchen?",Where is the apple? 
71,garden,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the apple? 
72,bathroom,"Answer: It is in the hand of the goose.

Question: What is the",Where is the apple? 
73,bathroom,"Answer: In the kitchen.

Question: What is the apple?

Answer",Where is the apple? 
74,bathroom,"Answer: In the Simon cabin.

Question: Where is the candle?",Where is the apple? 
75,office,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
76,hallway,"Answer: In the kitchen.

Question: What is the name of the hotel?",Where is the milk? 
77,hallway,"Answer: In the hallway.

Question: Where is the apple?",Where is the milk? 
78,hallway,"Answer: In the hall.

Question: Where is the hall?

Answer",Where is the milk? 
79,hallway,"Answer: In the bag.

Question: Where is the bag?

Answer",Where is the milk? 
80,bathroom,"Answer: It is in the bag.

Question: What is the football?",Where is the football? 
81,bathroom,"Answer: In the kitchen.

Question: Where is the coal?

Answer",Where is the football? 
82,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
83,kitchen,"<DW53>

<DW53>

<D",Where is the football? 
84,kitchen,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the football? 
85,bathroom,"Answer: It is in the kitchen.

Question: What is the milk?",Where is the milk? 
86,kitchen,"Answer: It is in the garden.

Question: What is the meaning of the",Where is the apple? 
87,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
88,bedroom,"Answer: In the hallway.

Question: Where is the apple?",Where is the football? 
89,kitchen,"Answer: In the room where the rebels were assembled.

Question: Where is the",Where is the apple? 
90,kitchen,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the milk? 
91,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
92,kitchen,"Answer: It is in the kitchen.

Question: What is the meaning of the",Where is the milk? 
93,kitchen,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the milk? 
94,kitchen,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the milk? 
95,bathroom,"Answer: It is in the hallway.

Question: What is the football?",Where is the football? 
96,bathroom,"Answer: In the middle of the field.

Question: What is the football?",Where is the football? 
97,bathroom,"Answer: In the hallway.

Question: Where is the milk?",Where is the football? 
98,bathroom,"Answer: In the hallway.

Question: Where is the milk?",Where is the football? 
99,hallway,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the milk? 
100,office,"Answer: In the kitchen.

Question: What is the milk for?",Where is the milk? 
101,office,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the milk? 
102,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
103,kitchen,"Answer: In the garden.

Question: What is the milk for?",Where is the milk? 
104,bedroom,"Answer: It is in the kitchen.

Question: What is the football?",Where is the football? 
105,bathroom,"Answer: In the room.

Question: What is the football?

Answer",Where is the football? 
106,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the milk? 
107,bathroom,"Answer: It's in the kitchen.

Question: Where is the apple?",Where is the apple? 
108,bedroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the milk? 
109,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the apple? 
110,bedroom,"Answer: It is in the bag.

Question: What is the football?",Where is the football? 
111,bedroom,"Answer: It is in the room.

Question: Where is the football?",Where is the football? 
112,bedroom,"Answer: In the kitchen.
Question: Where is the football?
Answer: In the",Where is the football? 
113,bedroom,"Answer: In the garden.

Question: What is the meaning of the word """,Where is the football? 
114,office,"Answer: It is in the drawer of the desk.

Question: Where is the",Where is the apple? 
115,office,"Answer: In the Temple.

Question: What is the name of the author?",Where is the football? 
116,hallway,"Answer: In the garden.

Question: What is the football?

Answer",Where is the football? 
117,office,"Answer: In the kitchen.

Question: Where is the butter?

Answer",Where is the milk? 
118,bedroom,"Answer: In the bathroom.

Question: What is the meaning of the word """,Where is the milk? 
119,bathroom,"Answer: It is in the fire-place.

Question: What is the meaning",Where is the apple? 
120,hallway,"<context>

Kate bent over and kissed her twice, thrice,",Where is the apple? 
121,bedroom,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the milk? 
122,garden,"Answer: It is in the house.

Question: Where is the apple?",Where is the apple? 
123,garden,"<context>
Sandra picked up the football there. She was a little
f",Where is the football? 
124,garden,"<context>

Sandra went to the garden. It is her first remembered taste",Where is the football? 
125,kitchen,"Answer: In the garden.

Question: What is the football?

Answer",Where is the football? 
126,kitchen,"Answer: In the office.

Question: What is the football?
Answer: A",Where is the football? 
127,kitchen,"Answer: In the office.

Question: What is the football?

Answer",Where is the football? 
128,bedroom,"Answer: It is in the kitchen.

Question: Where is the football?",Where is the football? 
129,bedroom,"Answer: It's in the living-room.

Question: What is the football",Where is the football? 
130,kitchen,"Answer: It's in the kitchen.

Question: What is the football?",Where is the football? 
131,kitchen,"Answer: It's in the hole.

Question: What is the hole?",Where is the football? 
132,kitchen,"Answer: In the kitchen.

Question: Where is the flour?

Answer",Where is the milk? 
133,hallway,"<context>

<context>

<context>

<context>",Where is the football? 
134,hallway,"Answer: It is in the garden.

Question: Where is the milk?",Where is the football? 
135,office,"Answer: In the hallway.

Question: What is the football?",Where is the football? 
136,office,"Answer: In the cabin.

Question: What is the Swedish drill?",Where is the milk? 
137,office,"Answer: It is in the hallway.

Question: What is the football?",Where is the football? 
138,kitchen,SHEBA. [_Pointing to the table._] The football is in the,Where is the football? 
139,bathroom,"Answer: It's in the kitchen.

Question: Where is the football?",Where is the football? 
140,bedroom,"<context>
Daniel journeyed to the hallway. The lid is a movable door",Where is the football? 
141,bedroom,"Answer: It is in the kitchen.

Question: Where is the lamp?
Answer",Where is the football? 
142,bedroom,"Answer: It is in the cupola.

Question: What is the football?",Where is the football? 
143,bedroom,"Answer: In the Eumenes' larder.

Question: What is",Where is the football? 
144,garden,"Answer: In the cell of the female.

Question: Where is the egg?",Where is the football? 
145,kitchen,"Answer: It is in the apple.

Question: What is the apple?",Where is the apple? 
146,bathroom,"Answer: It's in the garden.

Question: Where is the milk?",Where is the milk? 
147,garden,"I--I--""

""I'm sorry, but I can't give you",Where is the milk? 
148,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the apple? 
149,kitchen,"Answer: In the apple-tree.

Question: What is the best way of making a",Where is the apple? 
150,bedroom,"Answer: In the apple-tree.

Question: What is the difference between a",Where is the apple? 
151,bedroom,"Answer: In the kitchen.

Question: What is the apple?

Answer",Where is the apple? 
152,bedroom,"ISABEL JEWETT. I don't know.

TESSI",Where is the apple? 
153,kitchen,"Answer: It is in the pan.

Question: Where is the pick?",Where is the football? 
154,kitchen,"Answer: The football is in the garden.

Question: What is the meaning of",Where is the football? 
155,hallway,"Answer: It is in the bedroom.

Question: Where is the football?",Where is the football? 
156,hallway,"Answer: It is in the hallway.

Question: Where is the football?",Where is the football? 
157,bedroom,"Answer: It is in the kitchen.

Question: What is the milk?",Where is the milk? 
158,bedroom,"Answer: It is in the kitchen.

Question: What is the milk for?",Where is the milk? 
159,hallway,"Answer: It is in the bathroom.

Question: Where is the milk?",Where is the football? 
160,garden,"Answer: In the apple-tree.

Question: What is the meaning of the",Where is the apple? 
161,garden,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
162,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
163,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
164,bedroom,"Answer: In the garden.

Question: Where is the dipper?",Where is the football? 
165,garden,"Answer: In the garden.

Question: What is the game?

Answer",Where is the football? 
166,garden,"Answer: It is in the garden.

Question: Where is the garden?",Where is the football? 
167,hallway,"<context>

<context>

<context>

<context>",Where is the apple? 
168,hallway,"Answer: In the garden.

Question: Where is the doll?

Answer",Where is the apple? 
169,office,"Answer: It is in the hallway.

Question: What is the hallway",Where is the football? 
170,bedroom,"JEANNE

I don't know. I am afraid that he is going to be",Where is the apple? 
171,bathroom,"Answer: It is in the window.

Question: What is the meaning of the",Where is the apple? 
172,hallway,"Answer: It is in the kitchen.

Question: What is the milk for?",Where is the milk? 
173,hallway,"Answer: In the kitchen.

Question: What is the name of the priest?",Where is the milk? 
174,bathroom,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
175,kitchen,"Answer: In the bathroom.

Question: What is the temper of noble minds?",Where is the milk? 
176,hallway,"Answer: It is in the hallway.

Question: What is the apple?",Where is the apple? 
177,kitchen,"Answer: In the kitchen.

Question: Where is the milk?
Answer: In",Where is the apple? 
178,office,"Answer: It is in the kitchen.

Question: Where is the kitchen?",Where is the milk? 
179,office,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
180,garden,"Answer: In the garden.

Question: What is the milk?

Answer",Where is the milk? 
181,garden,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the milk? 
182,garden,"Answer: In the basket.

Question: What is the basket?

Answer",Where is the milk? 
183,kitchen,"Answer: It is in the garden.

Question: What is the apple?",Where is the apple? 
184,kitchen,"Answer: It is in the garden.

Question: Where is the garden?",Where is the apple? 
185,office,"Answer: It's in the kitchen.

Question: Where is the apple?",Where is the apple? 
186,office,"Answer: It is in the tent.

Question: What is the Supervisor's",Where is the apple? 
187,kitchen,"<DW73>

THE OTHER GIRL


<DW",Where is the milk? 
188,office,"Answer: It is in the pocketbook.

Question: What is the meaning of",Where is the apple? 
189,kitchen,"<context>

Answer: In the kitchen.

<context>",Where is the milk? 
190,garden,"Answer: In the hay loft.

Question: What is the apple?",Where is the apple? 
191,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
192,garden,"Answer: In the garden.

Question: What is the parable?

Answer",Where is the apple? 
193,bedroom,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the milk? 
194,bedroom,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the milk? 
195,bathroom,"Answer: In the middle of the room.

Question: What is the meaning of",Where is the apple? 
196,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
197,garden,"Answer: In the garden.

Question: What is the milk?

Answer",Where is the milk? 
198,kitchen,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the milk? 
199,kitchen,"Answer: In the garden.

Question: What is the milk?

Answer",Where is the milk? 
200,office,"Answer: In the bathroom.

Question: What is the meaning of the words “",Where is the milk? 
201,office,"Answer: In the cupboard.

Question: What is the milk for?",Where is the milk? 
202,hallway,"Answer: In the garden.

Question: What is the meaning of the words """,Where is the milk? 
203,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
204,garden,"Answer: It is in the garden.

Question: Where is the garden?",Where is the milk? 
205,office,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the milk? 
206,office,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the milk? 
207,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
208,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
209,bathroom,"Answer: In the garden.

""AUXILIARY ASSISTANCE"" IN THE",Where is the milk? 
210,kitchen,"Answer: In the kitchen.

Question: What is the football?

Answer",Where is the football? 
211,kitchen,"Answer: In the churchyard.

Question: What is the football?",Where is the football? 
212,kitchen,"Answer: In the kitchen.

Question: Where is the bathroom?

Answer",Where is the football? 
213,kitchen,"Answer: It is in the garden.

Question: Where is the garden?",Where is the milk? 
214,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the football? 
215,office,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the apple? 
216,office,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
217,office,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
218,bathroom,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the milk? 
219,bathroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the milk? 
220,office,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
221,office,"Answer: In the hands of the President.

Question: What is the President's",Where is the apple? 
222,office,"John:

<context>

<context>

<context>",Where is the apple? 
223,bedroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the milk? 
224,bedroom,"Answer: In the cave.

Question: What is the meaning of the words """,Where is the apple? 
225,bedroom,"Answer: In the room.

Question: What is the apple?

Answer",Where is the apple? 
226,kitchen,"Answer: In the garden.

Question: Where is the sword?

Answer",Where is the apple? 
227,garden,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the football? 
228,bathroom,"CHAPTER XLIII

CAMPING OUT


had a great deal of business",Where is the milk? 
229,garden,"Answer: In the kitchen.

Question: What is the meaning of the word """,Where is the football? 
230,bathroom,"Answer: In the garden.

Question: Where is the water?

Answer",Where is the football? 
231,bathroom,"Answer: In the garden.

Question: Where is the football?

Answer",Where is the football? 
232,bathroom,"Answer: In the garden.

Question: What is the meaning of the word """,Where is the football? 
233,garden,"Answer: In the middle of the floor.

Question: Where is the apple?",Where is the apple? 
234,bathroom,"Answer: It is in the middle of the floor.

Question: What is the",Where is the football? 
235,bedroom,"Answer: In the middle of the room.

Question: Where is the apple?",Where is the apple? 
236,bedroom,"Answer: In the house of the steward.

The old man was then in his",Where is the apple? 
237,kitchen,"Answer: It is in the hallway.

Question: Where is the apple?",Where is the football? 
238,office,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the apple? 
239,garden,"Answer: In the kitchen.

Question: What is the meaning of the word """,Where is the milk? 
240,hallway,"Answer: It is in the garden.

Question: What is the apple?",Where is the apple? 
241,hallway,"Answer: It is in the hallway.

Question: Where is the apple?",Where is the apple? 
242,kitchen,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
243,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the apple? 
244,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the apple? 
245,hallway,"Answer: In the hallway.

Question: What is the milk for?",Where is the milk? 
246,garden,"Answer: In the wagon.

Question: Where is the milk?

Answer",Where is the milk? 
247,garden,"Answer: I don't know.

Question: Where is the football?",Where is the milk? 
248,garden,"Answer: It's in the garden.

Question: Where is the football?",Where is the football? 
249,garden,"Answer: In the garden.

Question: What is the meaning of the expression """,Where is the football? 
250,bathroom,"Answer: It is in the kitchen.

Question: What is the meaning of the",Where is the apple? 
251,hallway,"Answer: In the cupboard.

Question: What is the apple?",Where is the apple? 
252,hallway,"Answer: In the room where the two sisters lived.

Question: What did the",Where is the apple? 
253,hallway,"Answer: In the apple-tree.

Question: What is the apple?",Where is the apple? 
254,hallway,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
255,bathroom,"Answer: In the bathroom.

Question: Where is the apple?

Answer",Where is the milk? 
256,kitchen,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the apple? 
257,hallway,"Answer: The Bram.

Question: What is the Bram?

Answer:",Where is the apple? 
258,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the apple? 
259,hallway,"Persons not of
the trade who approached anywhere near the furnace experienced pain in
the",Where is the apple? 
260,garden,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the football? 
261,garden,"Answer: It is in the garden.

Question: Where is the milk?",Where is the football? 
262,garden,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the football? 
263,bathroom,"Answer: It is in the garden.

Question: What is the apple?",Where is the apple? 
264,hallway,"Answer: It is in the basket.

Question: What is the basket?",Where is the apple? 
265,garden,"Answer: It is in the bathroom.

Question: What is the apple?",Where is the apple? 
266,garden,"Answer: It is in the room where the two women are lying.

Question:",Where is the apple? 
267,bathroom,"Answer: In the cave.

Question: What is the meaning of the moan",Where is the apple? 
268,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
269,garden,"Answer: It is in the garden.

Question: Where is the apple?",Where is the apple? 
270,kitchen,"Answer: It is in the

<context>

<context>",Where is the football? 
271,office,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
272,office,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
273,kitchen,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the football? 
274,office,"Answer: In the bedroom.

Question: Where is the football?

Answer",Where is the apple? 
275,hallway,"Answer: In the kitchen.

Question: What is the milk for?",Where is the milk? 
276,hallway,"Answer: In the parlor.

Question: What is the meaning of the word",Where is the milk? 
277,hallway,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
278,kitchen,"Answer: In the kitchen.

Question: What is the apple?

Answer",Where is the apple? 
279,kitchen,"Answer: In the kitchen.

Question: What is the apple?

Answer",Where is the apple? 
280,bathroom,"<context>

She was not quite sure what he meant by ""it would matter",Where is the football? 
281,bathroom,"Answer: In the garden.

Question: What is the next move in the campaign",Where is the football? 
282,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
283,office,"Answer: In the milk-house.

Question: What is the milk-house",Where is the milk? 
284,office,"KNEIR. I'll get it.

GEERT. I'll get it",Where is the milk? 
285,bedroom,"GEERT. I gave him a talking to.

JO. I'm sorry for",Where is the football? 
286,bedroom,"Answer: In the hallway.

Question: What is the hallway?",Where is the football? 
287,bedroom,"Answer: In the

Answer: In the

Answer: In the",Where is the football? 
288,bedroom,"Answer: In the pocket of the captain's coat.

Question: What is the",Where is the football? 
289,bedroom,"Answer: In the bedroom.

Question: Where is the milk?

Answer",Where is the football? 
290,office,"Answer: In the kitchen.

Question: What is the best condition?",Where is the apple? 
291,office,"Sandra went to the kitchen. ""I have a little apple,"" she said. """,Where is the apple? 
292,office,"Answer: It is in the kitchen.

Question: What is the apple?",Where is the apple? 
293,office,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the apple? 
294,bedroom,"Answer: In the kitchen.

Question: What is the milk for?",Where is the milk? 
295,hallway,"Answer: It is in the hallway.

Question: Where is the hallway",Where is the milk? 
296,hallway,"Answer: It is in the garden.

Question: Where is the hat?",Where is the football? 
297,hallway,"Answer: It is in the refrigerator.

Question: What is the refrigerator?",Where is the milk? 
298,bathroom,"Answer: It is in the kitchen.

Question: What is the apple?",Where is the apple? 
299,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
300,bedroom,"Answer: In the garden.

Question: What is the name of the girl who",Where is the football? 
301,bedroom,"Answer: In the hallway.

Question: What is the football?",Where is the football? 
302,office,"Answer: In the office.

Question: What is the football?

Answer",Where is the football? 
303,bedroom,"Answer: It is in the garden.

Question: What is the football?",Where is the football? 
304,bedroom,"Answer: It is in the kitchen.

Question: What is the football?",Where is the football? 
305,bathroom,"Answer: In the milk.

Question: What is the milk?

Answer",Where is the milk? 
306,bathroom,"Answer: In the garden.

Question: What is the garden?

Answer",Where is the milk? 
307,bathroom,"Answer: It is in the

Question: Where is the milk?

Answer",Where is the milk? 
308,bathroom,"Answer: It is in the bathroom.

Question: Where is the milk?",Where is the milk? 
309,bathroom,"Answer: It is in the kitchen.

Question: What is the meaning of the",Where is the milk? 
310,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
311,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
312,kitchen,"Answer: It's in the milk-pail.

Question: Where is the",Where is the milk? 
313,kitchen,"Answer:

<context>

Away across the plain skirting sle",Where is the milk? 
314,kitchen,"Answer: It is in the wagon.

Question: Where is the wagon?",Where is the milk? 
315,bathroom,"Answer: It is in the shed.

Question: Where is the football?",Where is the football? 
316,bathroom,"Answer: It is in the kitchen.

Question: Where is the ring?",Where is the football? 
317,bathroom,"Answer: It is in the kitchen.

Question: What is the meaning of the",Where is the football? 
318,office,"Answer: I don't know.

Question: Where is the milk?",Where is the milk? 
319,kitchen,"Answer: In the garden.

Question: What is the meaning of the word """,Where is the football? 
320,bathroom,"Answer: It is in the middle of the earth.

Question: What is the",Where is the football? 
321,bathroom,"Answer: In the bedroom.

Question: Where is the apple? Answer: In the garden",Where is the football? 
322,bathroom,"Answer: It is in the book.

Question: Where is the book?",Where is the football? 
323,bathroom,Answer: It is in the first volume of the History of the Modern Styles of Architecture.,Where is the football? 
324,bathroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the football? 
325,bathroom,"Answer: It is in the garden.

Question: What is the garden?",Where is the apple? 
326,bathroom,"“He’s dead,” Dad answers. “He’s dead.”

Rub",Where is the apple? 
327,garden,"“I’ll take it back to the hallway,” says the little girl, with",Where is the football? 
328,garden,"Answer: In the garden.

Question: Where is the doll?

Answer",Where is the football? 
329,garden,"<context>

<context>

<context>

<context>",Where is the football? 
330,garden,"Answer: In the kitchen.

Question: What is the meaning of the words """,Where is the football? 
331,bathroom,"Answer: In the pocketbook.

Question: What is the pocketbook?",Where is the apple? 
332,bathroom,"<context>

<context>

<context>

<context>",Where is the apple? 
333,hallway,"Answer: In the kitchen.

Question: What is the football?

Answer",Where is the football? 
334,hallway,"Answer: In the kitchen.

Question: What is the price of the apple?",Where is the football? 
335,hallway,"Answer: It is in the hallway.

Question: Where is the apple?",Where is the football? 
336,hallway,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the football? 
337,hallway,"Answer: In the hallway.

Question: Where is the bathroom?",Where is the football? 
338,hallway,"Answer: It is in the garden.

Question: Where is the apple?",Where is the football? 
339,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
340,garden,"Answer: It is in the milk-house.

Question: What is the milk",Where is the milk? 
341,garden,"Answer: In the barn.

Question: Where is the football?

Answer",Where is the milk? 
342,hallway,"Answer: It is in the kitchen.

Question: Where is the football?",Where is the football? 
343,hallway,"Answer: It is in the kitchen.

Question: Where is the football?",Where is the football? 
344,hallway,"_Grelieu looks at the Count._

I have not seen it.",Where is the milk? 
345,garden,"<context>

<context>

<context>

<context>",Where is the football? 
346,garden,"MICKEY

_Softly, to Jamie Green._

Sit down",Where is the football? 
347,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
348,garden,"Answer: It is in the kitchen.

Question: Where is the key?",Where is the apple? 
349,garden,"Answer: I don't know.

Question: Where is the apple?",Where is the apple? 
350,bedroom,"<context>

Leavenworth's body had been carried into the next room,",Where is the milk? 
