,target,output,question
135,kitchen,"Answer: The garden is west of the kitchen.

Question: What is the kitchen",What is the garden east of?
136,bathroom,"Answer: The bathroom.

[Illustration]

[Illustration]",What is the bedroom south of?
137,hallway,"Answer: The garden is west of the hallway.

Question: What is the",What is the garden east of?
138,kitchen,"Answer: The kitchen.

Question: What is north of the hallway?",What is south of the hallway?
139,hallway,"Answer: The garden.

Question: What is east of the kitchen?",What is west of the kitchen?
140,kitchen,"Answer: The kitchen.
Question: What is south of the garden?
Answer: The",What is north of the garden?
141,office,"Answer: The kitchen is west of the dining room.

Question: What is the",What is the kitchen west of?
142,bathroom,"Answer: The kitchen is north of the garden.

Question: What is the garden",What is the kitchen north of?
143,bathroom,"Answer: The Bible.

Question: What is west of the kitchen?",What is east of the kitchen?
144,bathroom,"Answer: The garden is west of the river.

Question: What is west of",What is east of the garden?
145,kitchen,"Answer: The office is in the garden, and is called the ""Garden
Office",What is the office south of?
146,hallway,"[69]

<context>
[70]

Horse-",What is the kitchen north of?
147,hallway,"Answer: The bedroom is east of the kitchen.

<context>

Question",What is the bedroom west of?
148,bathroom,"[43] L10,000. CHAPTER XV",What is the office west of?
149,hallway,"Answer: The office north of.

Question: What is the office south of?",What is the office south of?
150,bathroom,"Answer: The bathroom.

Question: What is south of the hallway?",What is north of the hallway?
151,garden,"Answer: The bathroom is east of the bathroom.

Question: What is the hall",What is the bathroom east of?
152,kitchen,"Answer: The bathroom is west of the kitchen.

Question: What is the kitchen",What is the bathroom east of?
153,hallway,"Answer: The Bey's tent.

Question: What is north of the kitchen",What is south of the kitchen?
154,hallway,"Answer: The hallway.

Question: What is north of the office?",What is south of the office?
155,garden,"Answer: The bedroom is east of the hallway.

Question: What is the",What is the bedroom west of?
156,office,"Answer: The bathroom.

Question: What is north of the bedroom?",What is south of the bedroom?
157,bathroom,"Answer: The bathroom.

Question: What is the bathroom?

Answer:",What is north of the garden?
158,garden,"Answer: The bedroom is east of the bedroom.

Question: What is the garden",What is the bedroom east of?
159,bedroom,"Answer: The bedroom.

Question: What is north of the kitchen?",What is south of the kitchen?
160,hallway,"<context>
The office is south of the hallway.

<context>",What is the office south of?
161,bathroom,"Answer: The long room.

Question: What is south of the garden?",What is north of the garden?
162,hallway,"Answer: The garden.

Question: What is west of the bathroom?",What is east of the bathroom?
163,hallway,"Answer: The office east of the hallway is west of the office.

Question",What is the office east of?
164,bathroom,"Answer: The office is east of the office.

Question: What is the bathroom",What is the office west of?
165,kitchen,"Answer: The kitchen.

Question: What is the name of the kitchen?",What is west of the bedroom?
166,office,"Answer: The room to the left of the office.

Question: What is south",What is north of the hallway?
167,garden,"Answer: The office of the Soudan.

Question: What is the office",What is the office north of?
168,kitchen,"Answer: The kitchen.

Question: What is east of the hallway?",What is west of the hallway?
169,bedroom,"Answer: The garden is north of the hallway.

<context>",What is the garden south of?
170,hallway,"Slatin
south of the bedroom.

<context>

Question: What",What is the bedroom north of?
171,bathroom,"Answer: The hallway is east of the bedroom.

Question: What is the",What is the hallway west of?
172,kitchen,"Answer: The kitchen.

Question: What is north of the kitchen?",What is north of the garden?
173,hallway,"Answer: The bathroom is south of the garden.

Question: What is the bathroom",What is the bathroom north of?
174,bathroom,"Answer: The bathroom.

Question: What is north of the office?",What is south of the office?
175,office,"Answer: The dark.

<context>

<context>

<",What is east of the bathroom?
176,hallway,"Answer: The bedroom is west of the garden.

Question: What is the captain",What is the bedroom west of?
177,hallway,"Answer: The office is north of the hallway.

Question: What is the",What is the office south of?
178,kitchen,"Answer: The kitchen.

Question: What is the difference between the kitchen and the",What is south of the office?
179,bathroom,"Answer: The garden is north of the garden.

Question: What is the garden",What is the garden south of?
180,hallway,"Answer: The bedroom is north of the bathroom.

Question: What is the bathroom",What is the bedroom north of?
181,bathroom,"Answer: The garden.

Question: What is west of the hallway?",What is east of the hallway?
182,bedroom,"Answer: The bathroom.

Question: What is the hallway east of?",What is the hallway west of?
183,bathroom,"Answer: The church.

Question: What is north of the garden?",What is south of the garden?
184,bedroom,"Answer: The office east of the garden.

Question: What is the office west",What is the office west of?
185,bathroom,"<context>

Answer: The bathroom.

<context>

Question",What is west of the bedroom?
186,garden,"Answer: The garden.

Question: What is the office east of?",What is the office west of?
187,garden,"Answer: The garden.

Question: What is north of the bedroom?",What is south of the bedroom?
188,kitchen,"Answer: The kitchen.

Question: What is south of the kitchen?",What is south of the office?
189,hallway,"Answer: The Brownies enter where they please.

Question: What is the first",What is east of the bathroom?
190,bathroom,"Answer: The bathroom.

Question: What is the bathroom west of?",What is the kitchen east of?
191,bathroom,"Answer: West of the bedroom.

<context>

Question: What is",What is the office east of?
192,bedroom,"Answer: The office south of is the office of the house.

Question: What",What is the office south of?
193,office,"Answer: The kitchen is south of the station.

Question: What is the station",What is the kitchen south of?
194,bedroom,"Answer: The creek.

Question: What is west of the garden?",What is east of the garden?
195,office,"Answer: The bathroom.

Question: What is the main thing in the world?",What is east of the bathroom?
196,kitchen,"Answer: The kitchen is north of the hallway.

Question: What is south",What is north of the hallway?
197,office,"Answer: The kitchen is north of the office.

Question: What is the office",What is the kitchen south of?
198,garden,"Answer: The garden.

Question: What is north of the hallway?",What is south of the hallway?
199,kitchen,"Answer: The bathroom is north of the kitchen.

Question: What is the kitchen",What is the bathroom south of?
200,bedroom,"Answer: The hallway is south of the room.

Question: What is the",What is the hallway south of?
201,hallway,"<context>

<context>

<context>

<context>",What is east of the garden?
202,office,"Answer: The hallway.

Question: What is the hallway south of?",What is the bathroom north of?
203,kitchen,"Answer: The kitchen is east of the hallway.

Question: What is west",What is west of the hallway?
204,office,Answer: The bathroom is west of the bathroom. This may be seen from the replies of,What is the bathroom east of?
205,garden,"Answer: The bedroom east of the garden is the one on the right
hand side of",What is the bedroom east of?
206,garden,"Answer: The office is north of the hallway.

Question: What is the",What is the office north of?
207,garden,"Answer: The office is north of Mullion Cove.

Question: What is the",What is the office north of?
208,garden,"Answer: The farm-yard.

Question: What is the farm-yard?",What is south of the office?
209,bathroom,Answer: The Grand Prix and the English horse was the final _coup_.,What is south of the kitchen?
210,office,"Answer: The office.

Question: What is north of the bedroom?",What is south of the bedroom?
211,kitchen,"Answer: The kitchen.

Question: What is the office west of?",What is the office east of?
212,office,"Answer: The kitchen.

Question: What is east of the bedroom?",What is west of the bedroom?
213,hallway,"Answer: The bathroom.

Question: What is the bathroom north of?",What is the bedroom south of?
214,hallway,"Answer: The hallway.

Question: What is the hallway?",What is the kitchen south of?
215,bedroom,"Answer: The hallway.

Question: What is east of the hallway?",What is west of the hallway?
216,bedroom,"Answer: The bedroom.

Question: What is the bedroom?

Answer:",What is west of the office?
217,hallway,"Answer: The garden.

Question: What is north of the bathroom?",What is east of the bathroom?
218,office,"Answer: The garden is south of the house.

Question: What is the passage",What is the garden south of?
219,hallway,"Answer: The hallway.

Question: What is west of the office?",What is east of the office?
220,office,"Answer: The office of the priest.

Question: What is north of the bedroom",What is south of the bedroom?
221,kitchen,"Answer: The Bible.

Question: What is west of the bedroom?
Answer:",What is west of the bedroom?
222,kitchen,"Answer: The kitchen.

Question: What is west of the garden?",What is west of the garden?
223,bedroom,"<context>

Answer: The bathroom is east of the hallway.",What is the bathroom west of?
224,kitchen,"<context>

A great many persons who mean
well are apt to think themselves",What is the office west of?
225,hallway,"Answer: The garden is west of the hallway.

Question: What is the",What is the garden east of?
226,hallway,"Answer: The hallway.

Question: What is north of the hallway?",What is north of the kitchen?
227,kitchen,"Answer: The kitchen.

Question: What is the bedroom?

Answer:",What is the garden north of?
228,hallway,"Answer: The garden is north of the house.

Question: What is the house",What is the garden north of?
229,kitchen,"Answer: The kitchen.

Question: What is east of the bedroom?",What is west of the bedroom?
230,garden,"Answer: The north of the hallway is the north of the house.

Question",What is north of the hallway?
231,garden,"Answer: The hallway is west of the hallway.

Question: What is",What is the hallway west of?
232,hallway,The office is east of the bathroom. When she was between nine and thirteen she broke her,What is the bathroom east of?
233,bedroom,Answer: The kitchen is north of the bathroom. The very best of all farinacea,What is the kitchen south of?
234,bathroom,"Answer: The office east of.

Question: What is the office north of?",What is the office west of?
235,kitchen,"Answer: The bathroom.

Question: What is west of the bedroom?",What is east of the bedroom?
236,office,"Answer: The _botuto_

Question: What is the _botuto_",What is east of the bedroom?
237,bathroom,"Answer: The _Tepoztlan_

<DW72>",What is east of the kitchen?
238,bedroom,"Answer: The bedroom.

Question: What is west of the kitchen?",What is west of the kitchen?
239,office,"Answer: The kitchen is south of the office. It is always better for the
bre",What is the kitchen north of?
240,garden,"Answer: The garden.

Question: What is south of the bedroom?",What is north of the bedroom?
241,bathroom,"Answer: The Red Lion.

Question: What is west of the kitchen?",What is east of the kitchen?
242,office,"Answer: The garden.

Question: What is south of the garden?",What is north of the garden?
243,bedroom,"Answer: The hallway is north of the kitchen.

Question: What is the",What is the hallway south of?
244,office,"Answer: The bathroom.

Question: What is the west of the kitchen?",What is the kitchen west of?
245,garden,"Answer: The garden.

Question: What is south of the bedroom?",What is south of the bedroom?
246,garden,"Answer: The garden.

Question: What is east of the office?",What is west of the office?
247,kitchen,"Answer: The garden is south of the kitchen.

Question: What is the kitchen",What is the garden north of?
248,office,"Answer: The office.

Question: What is the office?

Answer:",What is west of the kitchen?
249,bedroom,"<context>

<context>

<context>

<context>",What is the hallway west of?
250,office,"Answer: The room named.

Question: What is north of the bathroom?
Answer",What is south of the bathroom?
251,kitchen,"Answer: The kitchen.

Question: What is the kitchen?

Answer:",What is west of the bedroom?
252,office,Answer: The hallway is the passageway between the office and the kitchen.,What is the hallway north of?
253,bedroom,"Answer: The bedroom.

Question: What is west of the hallway?",What is east of the hallway?
254,office,"Answer: The bathroom is south of the kitchen.

Question: What is north of",What is south of the bathroom?
255,hallway,"Answer: The bedroom is north of the hallway.

Question: What is the",What is the bedroom north of?
256,bathroom,"Answer: The garden is west of the hallway.

Question: What is the",What is the garden east of?
257,kitchen,"Answer: The kitchen.

Question: What is the kitchen south of?",What is the bathroom north of?
258,kitchen,"Answer: The kitchen.

Question: What is the kitchen?

Answer:",What is west of the bedroom?
259,garden,"Answer: The hallway is west of the office.

Question: What is the",What is the hallway east of?
260,kitchen,"Answer: The kitchen.

Question: What is north of the garden?",What is south of the garden?
261,hallway,"Answer: The bedroom is west of the bathroom.

Question: What is the bedroom",What is the bedroom east of?
262,garden,"Answer: The east.

Question: What is east of the office?",What is west of the office?
263,office,"Answer: The bedroom.

Question: What is south of the kitchen?",What is north of the kitchen?
264,garden,"Answer: The office is north of the garden.

Question: What is the bathroom",What is the office north of?
265,kitchen,"Answer: The kitchen.

Question: What is south of the office?",What is north of the office?
266,garden,"Answer: The garden.

Question: What is north of the bedroom?",What is south of the bedroom?
267,hallway,"Answer: The garden is north of the house.

Question: What is the garden",What is the garden north of?
268,garden,"Answer: The bedroom is east of the kitchen.

Question: What is the Good",What is the bedroom east of?
269,bedroom,"Answer: The bedroom.

Question: What is east of the hallway?",What is west of the hallway?
270,bathroom,"Answer: The bathroom.

Question: What is the exercise?

Answer:",What is east of the hallway?
271,kitchen,"Answer: The kitchen.

Question: What is the bedroom north of?",What is the bedroom south of?
272,hallway,"Answer: The hallway.

Question: What is west of the garden?",What is east of the garden?
273,kitchen,"Question: What is the garden north of?

Question: What is the kitchen in",What is the hallway south of?
274,office,"Answer: The bathroom is east of the kitchen.

Question: What is the kitchen",What is the bathroom east of?
275,bedroom,"Answer: The Rue de Babylone.

<context>

Question",What is the garden south of?
276,bathroom,"Answer: The kitchen is east of the kitchen.

Question: What is the bathroom",What is the kitchen west of?
277,bathroom,"Answer: The bathroom.

Question: What is west of the garden?",What is east of the garden?
278,bedroom,"Answer: The hallway.

Question: What is north of the bathroom?",What is south of the bathroom?
279,office,"Answer: The bedroom is west of the kitchen.

Question: What is the kitchen",What is the bedroom west of?
280,hallway,"Answer: The way is long, and much uncouth the road;
And now within",What is north of the garden?
281,hallway,"Answer: The Green Bank.

<context>

Question: What is the",What is west of the office?
282,hallway,"Answer: The Lizard.

<context>

<context>",What is east of the bathroom?
283,kitchen,"Answer: The kitchen.

Question: What is north of the bedroom?",What is west of the bedroom?
284,garden,"Answer: The garden.

Question: What is south of the office?",What is north of the office?
285,garden,"Answer: The garden.

Question: What is the garden?

Answer:",What is the hallway south of?
286,hallway,"<context>

<context>

<context>

<context>",What is the garden east of?
287,bathroom,"Answer: The bathroom.

Question: What is west of the bedroom?",What is east of the bedroom?
288,garden,"Answer: The garden.

Question: What is west of the office?",What is east of the office?
289,office,"Answer: The garden west of the hallway is the garden of the
""_C",What is the garden west of?
290,garden,"Answer: The bathroom is east of the kitchen.

Question: What is the bathroom",What is east of the bathroom?
291,garden,"Answer: The garden.

Question: What is the Chow Ceremonial?",What is the bedroom west of?
292,garden,"Answer: The garden.

Question: What is east of the kitchen?",What is west of the kitchen?
293,office,"Answer: The post-office.

Question: What is east of the post-",What is west of the bathroom?
294,bathroom,"Answer: The bathroom.

</context>

Question: What is the name",What is south of the bedroom?
295,bathroom,"Answer: The bathroom.

<DW71>

<DW6",What is south of the bedroom?
296,bathroom,"Answer: The kitchen is north of the kitchen. Gough, turning to the
brew",What is the kitchen south of?
297,office,"Answer: The office.

Question: What is west of the kitchen?",What is east of the kitchen?
298,hallway,"Answer: The garden.

Question: What is north of the garden?",What is north of the kitchen?
299,kitchen,"Answer: The bathroom east of the kitchen.

Question: What is the kitchen west",What is the bathroom east of?
300,hallway,"Answer: The hallway.

Question: What is east of the bathroom?",What is west of the bathroom?
301,office,"Answer: The bathroom.

Question: What is north of the hallway?",What is south of the hallway?
302,bathroom,"Answer: The hallway is west of the kitchen.

Question: What is the",What is the hallway west of?
303,bedroom,"Answer: The bedroom.

Question: What is west of the bedroom?",What is east of the bathroom?
304,garden,"Answer: The office is north of the bathroom.

Question: What is the office",What is the office south of?
305,bedroom,"Answer: The house of the

<DW64>

<D",What is east of the office?
306,bedroom,"Answer: The bedroom.

Question: What is south of the hallway?",What is north of the hallway?
307,garden,"Answer: The office west of is the office east of.

Question: What is",What is the office east of?
308,kitchen,Answer: The _Spectacle de la Nature_ is east of the _Spect,What is the hallway west of?
309,garden,"Answer: The garden.

Question: What is west of the bathroom?",What is west of the bathroom?
310,garden,"Answer: The kitchen is east of the garden.

Question: What is the office",What is the kitchen west of?
311,bedroom,"A. ----

C. ----

D. ----",What is the office west of?
312,bathroom,"Answer: The bathroom.

Question: What is west of the garden?",What is east of the garden?
313,bathroom,"Answer: The garden.

Question: What is west of the kitchen?",What is east of the kitchen?
314,kitchen,"Answer: The kitchen.

Question: What is the kitchen south of?",What is the garden north of?
315,kitchen,"Answer: The kitchen.

Question: What is east of the hallway?",What is west of the hallway?
316,office,"Answer: The ""Quarterly Review""

Question: What is west of the",What is east of the garden?
317,office,"Answer: The garden.

Question: What is the garden?

Answer:",What is the hallway west of?
318,bedroom,"Answer: The bedroom.

Question: What is west of the garden?",What is east of the garden?
319,hallway,"<context>

<context>

<context>

<context>",What is the garden east of?
320,bedroom,"Answer: The bedroom.

Question: What is the bedroom?

Answer:",What is the office west of?
321,hallway,"Answer: The bathroom west of is the bathroom.

Question: What is the bathroom",What is the bathroom west of?
322,bathroom,"Answer: The bedroom north of is the bedroom north of the bedroom.

Question:",What is the bedroom north of?
323,garden,"Answer: The garden.

Question: What is the bedroom west of?",What is the bedroom east of?
324,bathroom,"Answer: The garden is east of the kitchen.

Question: What is the bathroom",What is the garden west of?
325,hallway,"Answer: The house.

Question: What is north of the garden?",What is south of the garden?
326,hallway,"Answer: The window.

Question: What is the first thing that Arne does",What is south of the office?
327,kitchen,"Answer: The garden is west of the bedroom.

Question: What is the bl",What is the garden east of?
328,bathroom,Answer: The garden west of is the garden that is west of the house.,What is the garden west of?
329,office,"Answer: The bathroom is west of the bathroom.

Question: What is the bathroom",What is the bathroom west of?
330,hallway,"Answer: The river.

Question: What is the river?

Answer:",What is west of the garden?
331,bathroom,"Answer: The bathroom is north of the kitchen.

Question: What is the bathroom",What is south of the hallway?
332,hallway,"Answer: The bathroom.

Question: What is the bathroom east of?",What is the bedroom east of?
333,kitchen,"Answer: The kitchen.

Question: What is the kitchen north of?
Answer:",What is the bedroom south of?
334,kitchen,"Answer: The garden is north of the hallway.

Question: What is the",What is the garden south of?
335,bathroom,"Answer: The bathroom.

Question: What is the orifice of the common duct",What is west of the office?
336,garden,"Answer: The garden is south of the kitchen.

Question: What is north of",What is south of the bathroom?
337,bathroom,"Answer: The bathroom.

Question: What is east of the garden?",What is west of the garden?
338,bathroom,"Answer: The _female_ palm.

Question: What is south of the office",What is north of the office?
